,tweet_lang,replied_to_tweet_id,replied_to_user_id,reply_text,id,verified,text_hi,tweet_date,country,tweet_text,tweet_emoticons,hashtags,mentions,tweet_urls,text_en,text_es
10,hi,1440713474175221768,955370786520383488,मंत्री गण तथा जिलों के प्रभारी अधिकारीगण भी संबोधन को ऑनलाईन सुन सकते हैं। यह संबोधन दूरदर्शन के अलावा वेबकास्ट लिंक  फेसबुक लाइव  यू ट्यूब  ट्विटर पर देखा व सुना जा सकेगा।,1440713480554778626,False,मंत्री गण तथा जिलों के प्रभारी अधिकारीगण भी संबोधन को ऑनलाईन सुन सकते हैं। यह संबोधन दूरदर्शन के अलावा वेबकास्ट लिंक  फेसबुक लाइव  यू ट्यूब  ट्विटर पर देखा व सुना जा सकेगा।,2021-09-22T16:23:55.000Z,India,"मंत्री गण तथा जिलों के प्रभारी अधिकारीगण भी संबोधन को ऑनलाईन सुन सकते हैं। यह संबोधन दूरदर्शन के अलावा वेबकास्ट लिंक, फेसबुक लाइव, यू ट्यूब, ट्विटर पर देखा व सुना जा सकेगा।",[],[],[],['https://t.co/vO6mzvZm3u'],,
11,hi,1440713474175221768,955370786520383488,समस्त कलेक्टर्स को निर्देशित किया है कि जिला स्तरीय क्राइसिस मैनेजमेंट समिति के सदस्यों को एनआईसी वीडियो कांन्फ्रेंस रूम की क्षमता को देखते हुए इस रूम में आमंत्रित करें तथा शेष सदस्यों को वीसी लिंक से जुड़ने के लिए सूचित करें।,1440713477929115648,False,समस्त कलेक्टर्स को निर्देशित किया है कि जिला स्तरीय क्राइसिस मैनेजमेंट समिति के सदस्यों को एनआईसी वीडियो कांन्फ्रेंस रूम की क्षमता को देखते हुए इस रूम में आमंत्रित करें तथा शेष सदस्यों को वीसी लिंक से जुड़ने के लिए सूचित करें।,2021-09-22T16:23:54.000Z,India,समस्त कलेक्टर्स को निर्देशित किया है कि जिला स्तरीय क्राइसिस मैनेजमेंट समिति के सदस्यों को एनआईसी वीडियो कांन्फ्रेंस रूम की क्षमता को देखते हुए इस रूम में आमंत्रित करें तथा शेष सदस्यों को वीसी लिंक से जुड़ने के लिए सूचित करें।,[],[],[],['https://t.co/4uqqDXwsQl'],,
12,hi,1440712539625590792,955370786520383488,इस रैली में ग्राम पंचायत के सरपंच  सचिव  रोजगार सहायक व आजीविका मिशन के विकासखण्ड प्रबंधक श्री धर्मेन्द्र दुबे  ग्राम प्रभारी श्री असद अहमद शेख व ओम प्रकाश राठौड आदि उपस्थित रहे। mpvaccinationmahaabhiyan3  Unite2FightCorona,1440712545438814216,False,इस रैली में ग्राम पंचायत के सरपंच  सचिव  रोजगार सहायक व आजीविका मिशन के विकासखण्ड प्रबंधक श्री धर्मेन्द्र दुबे  ग्राम प्रभारी श्री असद अहमद शेख व ओम प्रकाश राठौड आदि उपस्थित रहे। mpvaccinationmahaabhiyan3  Unite2FightCorona,2021-09-22T16:20:12.000Z,India,"इस रैली में ग्राम पंचायत के सरपंच, सचिव, रोजगार सहायक व आजीविका मिशन के विकासखण्ड प्रबंधक श्री धर्मेन्द्र दुबे, ग्राम प्रभारी श्री असद अहमद शेख व ओम प्रकाश राठौड आदि उपस्थित रहे।
#mpvaccinationmahaabhiyan3 
#Unite2FightCorona",[],[],[],['https://t.co/0rUA3T4itf'],,
13,hi,1440712539625590792,955370786520383488,इस रैली मे स्व सहायता समूहों की महिलाओं ने ग्राम मंे भ्रमण कर वैक्सीनेशन कराने में जो लोग छुट गये है। उन्हें समझाईश देकर वैक्सीनेशन कराने के लिए जागरुक किया गया। साथ ही ग्राम मंे रैली निकालकर लोगांे को व्यक्तिगत एवं सामुदायिक स्वच्छता के प्रति जागरुक किया गया।,1440712542720909315,False,इस रैली मे स्व सहायता समूहों की महिलाओं ने ग्राम मंे भ्रमण कर वैक्सीनेशन कराने में जो लोग छुट गये है। उन्हें समझाईश देकर वैक्सीनेशन कराने के लिए जागरुक किया गया। साथ ही ग्राम मंे रैली निकालकर लोगांे को व्यक्तिगत एवं सामुदायिक स्वच्छता के प्रति जागरुक किया गया।,2021-09-22T16:20:11.000Z,India,इस रैली मे स्व सहायता समूहों की महिलाओं ने ग्राम मंे भ्रमण कर वैक्सीनेशन कराने में जो लोग छुट गये है। उन्हें समझाईश देकर वैक्सीनेशन कराने के लिए जागरुक किया गया। साथ ही ग्राम मंे रैली निकालकर लोगांे को व्यक्तिगत एवं सामुदायिक स्वच्छता के प्रति जागरुक किया गया।,[],[],[],['https://t.co/sIxqMGJTo2'],,
14,hi,1440698552296955918,1401129872316014592, mygovharyana  PMOIndia गुरुग्राम DC महोदय करे सहायता 5 वर्ष से दरबदर भटक रहे हैं किराए के घरों में PM आवासीय योजना के तहत दिलवाया जाए घर व करवाया जाए संभवत इलाज बीमारी का  DC Gurugram  cdgurugram  diprogurugram1  cmohry  Rao InderjitS  Dchautala  aniljaindr  anilvijminister  DiprHaryana  VPSecretariat https   t co UIJW2QV6vF,1440721285034610688,False, mygovharyana  PMOIndia गुरुग्राम DC महोदय करे सहायता 5 वर्ष से दरबदर भटक रहे हैं किराए के घरों में PM आवासीय योजना के तहत दिलवाया जाए घर व करवाया जाए संभवत इलाज बीमारी का  DC Gurugram  cdgurugram  diprogurugram1  cmohry  Rao InderjitS  Dchautala  aniljaindr  anilvijminister  DiprHaryana  VPSecretariat https   t co UIJW2QV6vF,2021-09-22T16:54:56.000Z,India,"@mygovharyana @PMOIndia गुरुग्राम DC महोदय करे सहायता 5 वर्ष से दरबदर भटक रहे हैं किराए के घरों में,PM आवासीय योजना के तहत दिलवाया जाए घर व करवाया जाए संभवत इलाज बीमारी का @DC_Gurugram @cdgurugram @diprogurugram1 @cmohry @Rao_InderjitS @Dchautala @aniljaindr @anilvijminister @DiprHaryana @VPSecretariat https://t.co/UIJW2QV6vF",[],[],"['mygovharyana', 'PMOIndia']",['https://t.co/GhHjQRxO4L'],,
15,hi,1440693713752129543,886850381132824576, uprnnltd बहुत ही सुंदर  एक बार आप अपनी following List भी चेक कर लीजिए।कुछ ऐसा है जो आपके साथ नही होना चाहिए।।,1440724616062799875,False, uprnnltd बहुत ही सुंदर  एक बार आप अपनी following List भी चेक कर लीजिए।कुछ ऐसा है जो आपके साथ नही होना चाहिए।।,2021-09-22T17:08:10.000Z,India,"@uprnnltd बहुत ही सुंदर,,
एक बार आप अपनी following List भी चेक कर लीजिए।कुछ ऐसा है जो आपके साथ नही होना चाहिए।।",[],[],['uprnnltd'],[],,
16,hi,1440693713752129543,886850381132824576,खांसते व छींकते समय मुंह को टिश्‍यू पेपर या रूमाल से ढकें।  Unite2FightCorona  LargestVaccineDrive COVID19 https   t co ZSP8ZB5KqX,1440693725626208265,False,खांसते व छींकते समय मुंह को टिश्‍यू पेपर या रूमाल से ढकें।  Unite2FightCorona  LargestVaccineDrive COVID19 https   t co ZSP8ZB5KqX,2021-09-22T15:05:25.000Z,India,"खांसते व छींकते समय मुंह को टिश्‍यू पेपर या रूमाल से ढकें। 

#Unite2FightCorona #LargestVaccineDrive
#COVID19 https://t.co/ZSP8ZB5KqX",[],"['Unite2FightCorona', 'LargestVaccineDrive', 'COVID19']",[],[],,
17,hi,1440688738250543117,150220875, npbarot  NBTDilli इनको कुछ नहीं पता सर,1440732641674731526,False, npbarot  NBTDilli इनको कुछ नहीं पता सर,2021-09-22T17:40:03.000Z,India,@npbarot @NBTDilli इनको कुछ नहीं पता सर🤣,['🤣'],[],"['npbarot', 'NBTDilli']",[],,
18,hi,1440688738250543117,150220875, NBTDilli उन में से जिंदा कितने और मुर्दा कितने ,1440727935472701449,False, NBTDilli उन में से जिंदा कितने और मुर्दा कितने ,2021-09-22T17:21:21.000Z,India,@NBTDilli उन में से जिंदा कितने और मुर्दा कितने?,[],[],['NBTDilli'],[],,
19,en,1440687952774926345,123171317, NavbharatTimes From 2 5 crore to just 64 lakh  why can t we maintain the pace of  vaccination  there is a huge difference ,1440708281744297986,False,,2021-09-22T16:03:16.000Z,India,"@NavbharatTimes From 2.5 crore to just 64 lakh, why can't we maintain the pace of #vaccination, there is a huge difference?",[],['vaccination'],['NavbharatTimes'],[], NavbharatTimes From 2 5 crore to just 64 lakh  why can t we maintain the pace of  vaccination  there is a huge difference ,
20,hi,1440686433560268805,1199243479714390021, AHindinews और कुर्सी की जानकारी ,1440687507666915346,False, AHindinews और कुर्सी की जानकारी ,2021-09-22T14:40:43.000Z,India,@AHindinews और कुर्सी की जानकारी?,[],[],['AHindinews'],[],,
21,hi,1440670149070131204,948096542396727296,मुख्यमंत्री श्री जयराम ठाकुर जी आज शिमला ज़िला के दुर्गम क्षेत्र डोडरा क्वार के एकदिवसीय दौरे पर रहे।आज डोडरा क्वार के लिए मुख्यमंत्री जी वैक्सीन भी अपने साथ ले गए ताकि यहां वैक्सीन तुरंत और सुरक्षित ढंग से पहुंचे।,1440670970092548103,True,मुख्यमंत्री श्री जयराम ठाकुर जी आज शिमला ज़िला के दुर्गम क्षेत्र डोडरा क्वार के एकदिवसीय दौरे पर रहे।आज डोडरा क्वार के लिए मुख्यमंत्री जी वैक्सीन भी अपने साथ ले गए ताकि यहां वैक्सीन तुरंत और सुरक्षित ढंग से पहुंचे।,2021-09-22T13:35:00.000Z,India,"मुख्यमंत्री श्री जयराम ठाकुर जी आज शिमला ज़िला के दुर्गम क्षेत्र डोडरा क्वार के एकदिवसीय दौरे पर रहे।

आज डोडरा क्वार के लिए मुख्यमंत्री जी वैक्सीन भी अपने साथ ले गए ताकि यहां वैक्सीन तुरंत और सुरक्षित ढंग से पहुंचे।",[],[],[],['https://t.co/ufLnFqVrBA'],,
22,hi,1440669819460743174,1003886933439901696,मंत्री गण तथा जिलों के प्रभारी अधिकारीगण भी संबोधन को ऑनलाईन सुन सकते हैं। यह संबोधन दूरदर्शन के अलावा वेबकास्ट लिंक  फेसबुक लाइव  यू ट्यूब  ट्विटर पर देखा व सुना जा सकेगा।,1440669826372964359,False,मंत्री गण तथा जिलों के प्रभारी अधिकारीगण भी संबोधन को ऑनलाईन सुन सकते हैं। यह संबोधन दूरदर्शन के अलावा वेबकास्ट लिंक  फेसबुक लाइव  यू ट्यूब  ट्विटर पर देखा व सुना जा सकेगा।,2021-09-22T13:30:27.000Z,India,"मंत्री गण तथा जिलों के प्रभारी अधिकारीगण भी संबोधन को ऑनलाईन सुन सकते हैं। यह संबोधन दूरदर्शन के अलावा वेबकास्ट लिंक, फेसबुक लाइव, यू ट्यूब, ट्विटर पर देखा व सुना जा सकेगा।",[],[],[],['https://t.co/F8HSQHFZ5t'],,
23,hi,1440669819460743174,1003886933439901696,समस्त कलेक्टर्स को निर्देशित किया है कि जिला स्तरीय क्राइसिस मैनेजमेंट समिति के सदस्यों को एनआईसी वीडियो कांन्फ्रेंस रूम की क्षमता को देखते हुए इस रूम में आमंत्रित करें तथा शेष सदस्यों को वीसी लिंक से जुड़ने के लिए सूचित करें। MPVaccinationMahaAbhiyan3 Unite2FightCorona,1440669823013322764,False,समस्त कलेक्टर्स को निर्देशित किया है कि जिला स्तरीय क्राइसिस मैनेजमेंट समिति के सदस्यों को एनआईसी वीडियो कांन्फ्रेंस रूम की क्षमता को देखते हुए इस रूम में आमंत्रित करें तथा शेष सदस्यों को वीसी लिंक से जुड़ने के लिए सूचित करें। MPVaccinationMahaAbhiyan3 Unite2FightCorona,2021-09-22T13:30:26.000Z,India,"समस्त कलेक्टर्स को निर्देशित किया है कि जिला स्तरीय क्राइसिस मैनेजमेंट समिति के सदस्यों को एनआईसी वीडियो कांन्फ्रेंस रूम की क्षमता को देखते हुए इस रूम में आमंत्रित करें तथा शेष सदस्यों को वीसी लिंक से जुड़ने के लिए सूचित करें।
#MPVaccinationMahaAbhiyan3
#Unite2FightCorona",[],[],[],['https://t.co/FHL9H2PUlM'],,
24,hi,1440667943231049744,1003886933439901696,इस रैली में ग्राम पंचायत के सरपंच  सचिव  रोजगार सहायक व आजीविका मिशन के विकासखण्ड प्रबंधक श्री धर्मेन्द्र दुबे  ग्राम प्रभारी श्री असद अहमद शेख व ओम प्रकाश राठौड आदि उपस्थित रहे।,1440667952127246345,False,इस रैली में ग्राम पंचायत के सरपंच  सचिव  रोजगार सहायक व आजीविका मिशन के विकासखण्ड प्रबंधक श्री धर्मेन्द्र दुबे  ग्राम प्रभारी श्री असद अहमद शेख व ओम प्रकाश राठौड आदि उपस्थित रहे।,2021-09-22T13:23:00.000Z,India,"इस रैली में ग्राम पंचायत के सरपंच, सचिव, रोजगार सहायक व आजीविका मिशन के विकासखण्ड प्रबंधक श्री धर्मेन्द्र दुबे, ग्राम प्रभारी श्री असद अहमद शेख व ओम प्रकाश राठौड आदि उपस्थित रहे।",[],[],[],['https://t.co/XA7QSe7eyM'],,
25,hi,1440667943231049744,1003886933439901696,इस रैली मे स्व सहायता समूहों की महिलाओं ने ग्राम में भ्रमण कर वैक्सीनेशन कराने में जो लोग छुट गये है। उन्हें समझाईश देकर वैक्सीनेशन कराने के लिए जागरुक किया गया। साथ ही ग्राम में रैली निकालकर लोगांे को व्यक्तिगत एवं सामुदायिक स्वच्छता के प्रति जागरुक किया गया।,1440667947547070467,False,इस रैली मे स्व सहायता समूहों की महिलाओं ने ग्राम में भ्रमण कर वैक्सीनेशन कराने में जो लोग छुट गये है। उन्हें समझाईश देकर वैक्सीनेशन कराने के लिए जागरुक किया गया। साथ ही ग्राम में रैली निकालकर लोगांे को व्यक्तिगत एवं सामुदायिक स्वच्छता के प्रति जागरुक किया गया।,2021-09-22T13:22:59.000Z,India,इस रैली मे स्व सहायता समूहों की महिलाओं ने ग्राम में भ्रमण कर वैक्सीनेशन कराने में जो लोग छुट गये है। उन्हें समझाईश देकर वैक्सीनेशन कराने के लिए जागरुक किया गया। साथ ही ग्राम में रैली निकालकर लोगांे को व्यक्तिगत एवं सामुदायिक स्वच्छता के प्रति जागरुक किया गया।,[],[],[],['https://t.co/IFJ37N9G2c'],,
26,hi,1440667151824687115,881198179655360512,बैठक में समस्‍त संबंधित जिला अधिकारी एवं वैक्सीनेशन से संबंधित समस्त नोडल अधिकारी कलेक्‍टर कार्यालय सभाकक्ष से  जबकि फील्‍ड के अधिकारी अपने अपने विकासखण्‍ड से वीडियो कांफ्रेंसिंग के माध्‍यम से शामिल हैं । procwa  छिन्दवाड़ा jansamparkMP https   t co MVHOT7l7jw,1440667470914748423,False,बैठक में समस्‍त संबंधित जिला अधिकारी एवं वैक्सीनेशन से संबंधित समस्त नोडल अधिकारी कलेक्‍टर कार्यालय सभाकक्ष से  जबकि फील्‍ड के अधिकारी अपने अपने विकासखण्‍ड से वीडियो कांफ्रेंसिंग के माध्‍यम से शामिल हैं । procwa  छिन्दवाड़ा jansamparkMP https   t co MVHOT7l7jw,2021-09-22T13:21:06.000Z,India,"बैठक में समस्‍त संबंधित जिला अधिकारी एवं वैक्सीनेशन से संबंधित समस्त नोडल अधिकारी कलेक्‍टर कार्यालय सभाकक्ष से, जबकि फील्‍ड के अधिकारी अपने-अपने विकासखण्‍ड से वीडियो कांफ्रेंसिंग के माध्‍यम से शामिल हैं ।

#procwa
 #छिन्दवाड़ा
#jansamparkMP https://t.co/MVHOT7l7jw",[],[],[],['https://t.co/URS5WOY62c'],,
27,hi,1440665002139029507,1251083774, ChouhanShivraj  BJP4India  JPNadda सुना था शिवराज सरकार सोमवार को चयनित शिक्षकों को नियुक्ति देनी वाली थी आज बुधवार हो गया      इन्हें तारीखों के इंतज़ार में अभी तक 75 चयनित शिक्षकों की जान जा चुकी है।,1440834193701834754,False, ChouhanShivraj  BJP4India  JPNadda सुना था शिवराज सरकार सोमवार को चयनित शिक्षकों को नियुक्ति देनी वाली थी आज बुधवार हो गया      इन्हें तारीखों के इंतज़ार में अभी तक 75 चयनित शिक्षकों की जान जा चुकी है।,2021-09-23T00:23:35.000Z,India,"@ChouhanShivraj @BJP4India @JPNadda सुना था शिवराज सरकार सोमवार को चयनित शिक्षकों को नियुक्ति देनी वाली थी आज बुधवार हो गया...!!!

इन्हें तारीखों के इंतज़ार में अभी तक 75 चयनित शिक्षकों की जान जा चुकी है।",[],[],"['ChouhanShivraj', 'BJP4India', 'JPNadda']",['https://t.co/BauQInYcLS'],,
28,hi,1440665002139029507,1251083774, ChouhanShivraj  BJP4India  JPNadda मामाजी दिल्ली जाने से और वहां पर खुद की प्रसंशा करने से कुछ नहीं होगा ।2011 के बाद से आपसे शिक्षक भर्ती ही नहीं निकली और जैसे तैसे 2018 में निकाली तो अभी तक पुरी नहीं की। इसका खामियाजा आपको इस बार अवश्य भुगताना पड़ेगा,1440766867753234433,False, ChouhanShivraj  BJP4India  JPNadda मामाजी दिल्ली जाने से और वहां पर खुद की प्रसंशा करने से कुछ नहीं होगा ।2011 के बाद से आपसे शिक्षक भर्ती ही नहीं निकली और जैसे तैसे 2018 में निकाली तो अभी तक पुरी नहीं की। इसका खामियाजा आपको इस बार अवश्य भुगताना पड़ेगा,2021-09-22T19:56:04.000Z,India,@ChouhanShivraj @BJP4India @JPNadda मामाजी दिल्ली जाने से और वहां पर खुद की प्रसंशा करने से कुछ नहीं होगा ।2011 के बाद से आपसे शिक्षक भर्ती ही नहीं निकली और जैसे तैसे 2018 में निकाली तो अभी तक पुरी नहीं की। इसका खामियाजा आपको इस बार अवश्य भुगताना पड़ेगा,[],[],"['ChouhanShivraj', 'BJP4India', 'JPNadda']",['https://t.co/qOLljSmeTe'],,
29,en,1440656403077550091,80304808, punjabkesari What about COVAXIN  It should also be recognised  It s not our fault that we are vaccinated with Covaxin rather than COVISHIELD ,1440657816872624145,False,,2021-09-22T12:42:44.000Z,India,@punjabkesari What about COVAXIN? It should also be recognised. It's not our fault that we are vaccinated with Covaxin rather than COVISHIELD.,[],[],['punjabkesari'],['https://t.co/3P2sl7RtHj'], punjabkesari What about COVAXIN  It should also be recognised  It s not our fault that we are vaccinated with Covaxin rather than COVISHIELD ,
