,tweet_lang,replied_to_tweet_id,replied_to_user_id,reply_text,id,verified,text_en,tweet_date,country,tweet_text,tweet_emoticons,hashtags,mentions,tweet_urls,text_hi
10,en,1441014451486986240,758340802519060480, beatrix3506  nypost The booster is probably not any different than the 2nd dose ,1441014713417183236,False, beatrix3506  nypost The booster is probably not any different than the 2nd dose ,2021-09-23T12:20:55.000Z,USA,@beatrix3506 @nypost The booster is probably not any different than the 2nd dose.,[],[],"['beatrix3506', 'nypost']",[],
11,en,1441014339620773889,857080363,Scientifically it should be sufficientBut the UK follows a nasty form of prejudiced dogma not scienceWrong type of foreigner  c4news  skynews  bbcnews  lbc  itvnews  IndependentSage https   t co e20qGSqP12,1441014341222998016,False,Scientifically it should be sufficientBut the UK follows a nasty form of prejudiced dogma not scienceWrong type of foreigner  c4news  skynews  bbcnews  lbc  itvnews  IndependentSage https   t co e20qGSqP12,2021-09-23T12:19:26.000Z,USA,"Scientifically it should be sufficient
But the UK follows a nasty form of prejudiced dogma not science
Wrong type of foreigner!
#c4news #skynews #bbcnews #lbc #itvnews 
@IndependentSage 
https://t.co/e20qGSqP12",[],[],[],['https://t.co/JmKu2DLMDJ'],
12,en,1441013829228498948,2996801, WBUR Let’s discuss the real truth about limiting  BoosterShots  We are wasting doses daily  Why not put them in people ,1441015677633110020,False, WBUR Let’s discuss the real truth about limiting  BoosterShots  We are wasting doses daily  Why not put them in people ,2021-09-23T12:24:44.000Z,USA,@WBUR Let’s discuss the real truth about limiting #BoosterShots. We are wasting doses daily. Why not put them in people?,[],['BoosterShots'],['WBUR'],[],
13,en,1441013607580504068,1328276282, KSukEDUC Source  https   t co 69WUvYlgQt,1441015418689368068,False, KSukEDUC Source  https   t co 69WUvYlgQt,2021-09-23T12:23:43.000Z,USA,@KSukEDUC Source: https://t.co/69WUvYlgQt,[],[],['KSukEDUC'],['https://t.co/69WUvYlgQt'],
14,en,1441013607580504068,1328276282, KSukEDUC This was the recommendation when for immunocompromised patients were encouraged to get the third dose  https   t co NCuz1WEUtM,1441015326951550982,False, KSukEDUC This was the recommendation when for immunocompromised patients were encouraged to get the third dose  https   t co NCuz1WEUtM,2021-09-23T12:23:21.000Z,USA,@KSukEDUC This was the recommendation when for immunocompromised patients were encouraged to get the third dose. https://t.co/NCuz1WEUtM,[],[],['KSukEDUC'],[],
15,en,1441013503511318534,255807625, SallyRMelb Probably not with Scummo in Washington ,1441014646425538564,False, SallyRMelb Probably not with Scummo in Washington ,2021-09-23T12:20:39.000Z,USA,@SallyRMelb Probably not with Scummo in Washington.,[],[],['SallyRMelb'],[],
16,en,1441013476885864448,17348525, StarTribune We’ve lost our damn minds over this BS https   t co 37SlDLXFJ3,1441020199512256513,False, StarTribune We’ve lost our damn minds over this BS https   t co 37SlDLXFJ3,2021-09-23T12:42:43.000Z,USA,@StarTribune We’ve lost our damn minds over this BS https://t.co/37SlDLXFJ3,[],[],['StarTribune'],[],
17,en,1441013476885864448,17348525, StarTribune Seniors need it but not juniors or sophomores  What kinda science is that ,1441013828364406799,False, StarTribune Seniors need it but not juniors or sophomores  What kinda science is that ,2021-09-23T12:17:24.000Z,USA,@StarTribune Seniors need it but not juniors or sophomores? What kinda science is that?,[],[],['StarTribune'],[],
18,en,1441013077613309965,3711001, Katheri96958317 GOOGLE  Seriously though  I follow a HEAP of data driven Twitterers I also read a lot  both online   offline  And there are reports charts etc I come back to regularly  like  Chrisbilbo s incredible COVID charts  and the Health dept s daily reports https   t co u8KtaTHXsl,1441014563554533381,False, Katheri96958317 GOOGLE  Seriously though  I follow a HEAP of data driven Twitterers I also read a lot  both online   offline  And there are reports charts etc I come back to regularly  like  Chrisbilbo s incredible COVID charts  and the Health dept s daily reports https   t co u8KtaTHXsl,2021-09-23T12:20:19.000Z,USA,"@Katheri96958317 GOOGLE! 😂

Seriously though, I follow a HEAP of data-driven Twitterers.

I also read a lot (both online + offline).

And there are reports/charts/etc I come back to regularly, like @Chrisbilbo's incredible COVID charts, and the Health dept's daily reports https://t.co/u8KtaTHXsl",['😂'],[],['Katheri96958317'],['https://t.co/nncU5kS0SI'],
19,en,1441013077613309965,3711001, BrentHodgson I only just found your account and amazed on how you locate data,1441013920584531973,False, BrentHodgson I only just found your account and amazed on how you locate data,2021-09-23T12:17:46.000Z,USA,@BrentHodgson I only just found your account and amazed on how you locate data,[],[],['BrentHodgson'],[],
20,en,1441013077613309965,3711001,Whatever the case  if vaccine allocations are fair  just  and equitable   and the are no  hard truths  to be  massaged    it would make sense to make the data publicly visible      Just as they already do with the Vaccination Daily Report  https   t co ajKs2ecYfi,1441013097116753926,False,Whatever the case  if vaccine allocations are fair  just  and equitable   and the are no  hard truths  to be  massaged    it would make sense to make the data publicly visible      Just as they already do with the Vaccination Daily Report  https   t co ajKs2ecYfi,2021-09-23T12:14:29.000Z,USA,"Whatever the case, if vaccine allocations are fair, just, and equitable - and the are no ""hard truths"" to be ""massaged"" - it would make sense to make the data publicly visible...

...Just as they already do with the Vaccination Daily Report: https://t.co/ajKs2ecYfi",[],[],[],['https://t.co/opPG0X1LrI'],
21,en,1441013077613309965,3711001,Journalists like  latingle and  JamesEltonPym  who aired this story originally https   t co ZuKlDTG9Jj  seem to have better luck accessing data than us laypeople If we re likely to get further clarity  perhaps it s best from the likes of them ,1441013095464275971,False,Journalists like  latingle and  JamesEltonPym  who aired this story originally https   t co ZuKlDTG9Jj  seem to have better luck accessing data than us laypeople If we re likely to get further clarity  perhaps it s best from the likes of them ,2021-09-23T12:14:29.000Z,USA,"Journalists like @latingle and @JamesEltonPym (who aired this story originally https://t.co/ZuKlDTG9Jj) seem to have better luck accessing data than us laypeople.

If we're likely to get further clarity, perhaps it's best from the likes of them.",[],[],"['latingle', 'JamesEltonPym']","['https://t.co/ZuKlDTG9Jj', 'https://t.co/5Lw8JPSpDL']",
22,en,1441013077613309965,3711001,As a result  it wouldn t surprise me if we were to see that NSW had remained at a higher than proportionate allocation of Pfizer  and Victoria a lower than proportionate  Effectively  that the disparity between states  still  hadn t been corrected  ,1441013093824225282,False,As a result  it wouldn t surprise me if we were to see that NSW had remained at a higher than proportionate allocation of Pfizer  and Victoria a lower than proportionate  Effectively  that the disparity between states  still  hadn t been corrected  ,2021-09-23T12:14:28.000Z,USA,"As a result, it wouldn't surprise me if we were to see that NSW had remained at a higher-than-proportionate allocation of Pfizer, and Victoria a lower-than-proportionate.

(Effectively, that the disparity between states *still* hadn't been corrected.)",[],[],[],['https://t.co/uWONBZPFjo'],
23,en,1441013077613309965,3711001,This isn t a smoking gun that proves without doubt that vaccine allocations  haven t  been re balanced But it does suggest Victoria ISN T catching up to NSW on allocations ,1441013092092051461,False,This isn t a smoking gun that proves without doubt that vaccine allocations  haven t  been re balanced But it does suggest Victoria ISN T catching up to NSW on allocations ,2021-09-23T12:14:28.000Z,USA,"This isn't a smoking gun that proves without doubt that vaccine allocations *haven't* been re-balanced.

But it does suggest Victoria ISN'T catching up to NSW on allocations.",[],[],[],['https://t.co/ZMzVoFvIsp'],
24,en,1441013077613309965,3711001,It s hard to tell what the split between Pfizer  AstraZeneca and Moderna has been over the past 17 days But at a quick glance  it looks like NSW has continued to out pace Victoria in vaccine rollout speed  https   t co 82HcJDRmf9,1441013090238152707,False,It s hard to tell what the split between Pfizer  AstraZeneca and Moderna has been over the past 17 days But at a quick glance  it looks like NSW has continued to out pace Victoria in vaccine rollout speed  https   t co 82HcJDRmf9,2021-09-23T12:14:28.000Z,USA,"It's hard to tell what the split between Pfizer, AstraZeneca and Moderna has been over the past 17 days.

But at a quick glance, it looks like NSW has continued to out-pace Victoria in vaccine rollout speed. https://t.co/82HcJDRmf9",[],[],[],['https://t.co/r4IQPKAW9s'],
25,en,1441013077613309965,3711001,Both would be critical for validating whether  DanielAndrewsMP s claims about a shortage of Pfizer in Victoria are true   or whether  GregHuntMP s assertion that it s a political beat up stand up https   t co nYdsYdZ5cm https   t co JTqQ8xhwt6,1441013085943189509,False,Both would be critical for validating whether  DanielAndrewsMP s claims about a shortage of Pfizer in Victoria are true   or whether  GregHuntMP s assertion that it s a political beat up stand up https   t co nYdsYdZ5cm https   t co JTqQ8xhwt6,2021-09-23T12:14:27.000Z,USA,"Both would be critical for validating whether @DanielAndrewsMP's claims about a shortage of Pfizer in Victoria are true - or whether @GregHuntMP's assertion that it's a political beat-up stand up.

https://t.co/nYdsYdZ5cm https://t.co/JTqQ8xhwt6",[],[],['DanielAndrewsMP'],['https://t.co/ILcWeSGcqg'],
26,en,1441013077613309965,3711001,The data we have is to 5 September 2021  Week 28 of the vaccine rollout    meaning there are 18 days of data not available to us at this stage And we don t have set in stone vaccine commitments beyond September and into October to review either ,1441013081904070659,False,The data we have is to 5 September 2021  Week 28 of the vaccine rollout    meaning there are 18 days of data not available to us at this stage And we don t have set in stone vaccine commitments beyond September and into October to review either ,2021-09-23T12:14:26.000Z,USA,"The data we have is to 5 September 2021 (Week 28 of the vaccine rollout) - meaning there are 18 days of data not available to us at this stage.

And we don't have set-in-stone vaccine commitments beyond September and into October to review either.",[],[],[],['https://t.co/2gvr5zBJwx'],
27,en,1441013077613309965,3711001,If Victoria had received the same over allocation as NSW  proportionate to Victoria s slightly smaller population   it would have received 254 759 additional doses of Pfizer to Week 28 This would be enough to single dose 4 7  of its population of 5 407 574 over 16 s ,1441013080134021130,False,If Victoria had received the same over allocation as NSW  proportionate to Victoria s slightly smaller population   it would have received 254 759 additional doses of Pfizer to Week 28 This would be enough to single dose 4 7  of its population of 5 407 574 over 16 s ,2021-09-23T12:14:25.000Z,USA,"If Victoria had received the same over-allocation as NSW (proportionate to Victoria's slightly smaller population), it would have received 254,759 additional doses of Pfizer to Week 28.

This would be enough to single-dose 4.7% of its population of 5,407,574 over-16's.",[],[],[],['https://t.co/sV7IBDigzs'],
28,en,1441012752902803462,3301439822,WHY did the Labor States receive the lowest   of Pfizer doses compared with the Liberal States  Mark Butler MP  KKeneally  DanielAndrewsMP  MartinFoleyMP,1441013978881150976,False,WHY did the Labor States receive the lowest   of Pfizer doses compared with the Liberal States  Mark Butler MP  KKeneally  DanielAndrewsMP  MartinFoleyMP,2021-09-23T12:17:59.000Z,USA,WHY did the Labor States receive the lowest % of Pfizer doses compared with the Liberal States❓🦠😷 @Mark_Butler_MP @KKeneally @DanielAndrewsMP @MartinFoleyMP,"['😷', '🦠', '❓']",[],['Mark_Butler_MP'],['https://t.co/cLXNwMpGhF'],
29,en,1441012742152884226,889926294, sipawe All awful  pathetic  incompetent  All under the vicious rod of the Morrison Pastorship ,1441013794218463244,False, sipawe All awful  pathetic  incompetent  All under the vicious rod of the Morrison Pastorship ,2021-09-23T12:17:15.000Z,USA,"@sipawe All awful, pathetic, incompetent. All under the vicious rod of the Morrison Pastorship.",[],[],['sipawe'],[],
30,en,1441012269559820292,1430476489968037890, TomCree6  bbcquestiontime  BBC HaveYourSay England has ceased to be a free country  Lord Sumption  former UK Supreme Court judge  described Boris Johnson s Covid restrictions as the  most significant interference with personal freedom in the history of our country   Boris is a tyrant ,1441012373154934787,False, TomCree6  bbcquestiontime  BBC HaveYourSay England has ceased to be a free country  Lord Sumption  former UK Supreme Court judge  described Boris Johnson s Covid restrictions as the  most significant interference with personal freedom in the history of our country   Boris is a tyrant ,2021-09-23T12:11:37.000Z,USA,"@TomCree6 @bbcquestiontime @BBC_HaveYourSay England has ceased to be a free country. Lord Sumption (former UK Supreme Court judge) described Boris Johnson's Covid restrictions as the ""most significant interference with personal freedom in the history of our country"". Boris is a tyrant.",[],[],"['TomCree6', 'bbcquestiontime', 'BBC_HaveYourSay']",['https://t.co/G5YHShbgZ8'],
31,en,1441012264212045827,16640775, WTHRcom Yes  they just said  Let s try half a dose  Maybe that will work   5 to 11 can range from 35lbs to 150lbs  so those of you injecting this in your kids   keep your fingers crossed  https   t co vO0bZbkgRj,1441014301070856193,False, WTHRcom Yes  they just said  Let s try half a dose  Maybe that will work   5 to 11 can range from 35lbs to 150lbs  so those of you injecting this in your kids   keep your fingers crossed  https   t co vO0bZbkgRj,2021-09-23T12:19:16.000Z,USA,"@WTHRcom Yes, they just said ""Let's try half a dose. Maybe that will work."" 5 to 11 can range from 35lbs to 150lbs, so those of you injecting this in your kids - keep your fingers crossed. https://t.co/vO0bZbkgRj",[],[],['WTHRcom'],['https://t.co/vhhOc7ku3c'],
32,en,1441011602648702976,3123927616, MeJustPlainJane First we needed 12 weeks to flatten the curve  Then Boris Johnson said we d be back to normal by Christmas  The  new normal  of on off lockdowns and mandatory mask wearing is here to stay  The restrictions won t be PERMANENTLY lifted until the public stop complying ,1441011756416053252,False, MeJustPlainJane First we needed 12 weeks to flatten the curve  Then Boris Johnson said we d be back to normal by Christmas  The  new normal  of on off lockdowns and mandatory mask wearing is here to stay  The restrictions won t be PERMANENTLY lifted until the public stop complying ,2021-09-23T12:09:10.000Z,USA,"@MeJustPlainJane First we needed 12 weeks to flatten the curve. Then Boris Johnson said we'd be back to normal by Christmas. The ""new normal"" of on/off lockdowns and mandatory mask wearing is here to stay. The restrictions won't be PERMANENTLY lifted until the public stop complying.",[],[],['MeJustPlainJane'],['https://t.co/mJa5Lqe3Bw'],
33,en,1441011164884910080,1237436880192503808, ZipWireWoman Oh my god  ,1441011782743728130,False, ZipWireWoman Oh my god  ,2021-09-23T12:09:16.000Z,USA,@ZipWireWoman Oh my god!!,[],[],['ZipWireWoman'],[],
34,en,1441010324317089794,15145073, KATVNews Be sure to show the little tikes this https   t co B9DuGHZ88C,1441014888038555648,False, KATVNews Be sure to show the little tikes this https   t co B9DuGHZ88C,2021-09-23T12:21:36.000Z,USA,@KATVNews Be sure to show the little tikes this https://t.co/B9DuGHZ88C,[],[],['KATVNews'],[],
35,en,1441010216917680135,331017753, WilliamAder He wasn’t hurt  his testicles swelled up enough for him to have a soft landing,1441017449084866565,False, WilliamAder He wasn’t hurt  his testicles swelled up enough for him to have a soft landing,2021-09-23T12:31:47.000Z,USA,"@WilliamAder He wasn’t hurt, his testicles swelled up enough for him to have a soft landing",[],[],['WilliamAder'],[],
36,en,1441010216917680135,331017753, WilliamAder His third testicle will swell up now ,1441015900367319052,False, WilliamAder His third testicle will swell up now ,2021-09-23T12:25:38.000Z,USA,@WilliamAder His third testicle will swell up now.,[],[],['WilliamAder'],[],
37,en,1441010177470341123,70394965, citizentvkenya Bitcoin is real only when you meet the right account manager to instruct you and guide youSince I met  GregoryLisa33 my life has really turn around because of his skills in investing bitcoin with an original broker now I can afford what I couldn t few months ago,1441018637024854027,False, citizentvkenya Bitcoin is real only when you meet the right account manager to instruct you and guide youSince I met  GregoryLisa33 my life has really turn around because of his skills in investing bitcoin with an original broker now I can afford what I couldn t few months ago,2021-09-23T12:36:30.000Z,USA,"@citizentvkenya Bitcoin is real only when you meet the right account manager to instruct you and guide you
Since I met @GregoryLisa33 my life has really turn around because of his skills in investing bitcoin with an original broker now I can afford what I couldn't few months ago",[],[],['citizentvkenya'],['https://t.co/LGZ8t5lipu'],
38,en,1441010070947614723,865624663841320960, breakingmkts If only they could be liable for a chemical u put into your body…,1441013566862237705,False, breakingmkts If only they could be liable for a chemical u put into your body…,2021-09-23T12:16:21.000Z,USA,@breakingmkts If only they could be liable for a chemical u put into your body…,[],[],['breakingmkts'],[],
39,en,1441010049099382788,2704294333, DeItaone Which is no change from before,1441013525867020290,False, DeItaone Which is no change from before,2021-09-23T12:16:11.000Z,USA,@DeItaone Which is no change from before,[],[],['DeItaone'],[],
40,en,1441010049099382788,2704294333, DeItaone Blood money ,1441010874659921931,False, DeItaone Blood money ,2021-09-23T12:05:39.000Z,USA,@DeItaone Blood money.,[],[],['DeItaone'],[],
41,en,1441010049099382788,2704294333, DeItaone All those invested in congress will be happy ,1441010578932252674,False, DeItaone All those invested in congress will be happy ,2021-09-23T12:04:29.000Z,USA,@DeItaone All those invested in congress will be happy.,[],[],['DeItaone'],[],
42,en,1441009857084207107,4970411, AJEnglish Unfortunately  he himself didn t seem to be blessed ,1441021088943673355,False, AJEnglish Unfortunately  he himself didn t seem to be blessed ,2021-09-23T12:46:15.000Z,USA,"@AJEnglish Unfortunately, he himself didn't seem to be blessed.",[],[],['AJEnglish'],[],
43,en,1441009857084207107,4970411, AJEnglish Did the water work ,1441020110693703682,False, AJEnglish Did the water work ,2021-09-23T12:42:21.000Z,USA,@AJEnglish Did the water work?,[],[],['AJEnglish'],[],
44,en,1441009857084207107,4970411, AJEnglish Look  just like with every other cure for disease   blessed water  just isn t effective 100  of the time ,1441018323106336771,False, AJEnglish Look  just like with every other cure for disease   blessed water  just isn t effective 100  of the time ,2021-09-23T12:35:15.000Z,USA,"@AJEnglish Look, just like with every other cure for disease, ""blessed water"" just isn't effective 100% of the time!",[],[],['AJEnglish'],[],
45,en,1441009857084207107,4970411, AJEnglish Seven sons of one  named  Sceva  a Jewish chief priest  were doing this  But the evil spirit retorted  “I know and recognize and acknowledge Jesus  and I know about Paul  but as for you  who are you ”Acts 19 14 15 AMPhttps   t co 4PzCX2owq7,1441015345196769285,False, AJEnglish Seven sons of one  named  Sceva  a Jewish chief priest  were doing this  But the evil spirit retorted  “I know and recognize and acknowledge Jesus  and I know about Paul  but as for you  who are you ”Acts 19 14 15 AMPhttps   t co 4PzCX2owq7,2021-09-23T12:23:25.000Z,USA,"@AJEnglish Seven sons of one [named] Sceva, a Jewish chief priest, were doing this. But the evil spirit retorted, “I know and recognize and acknowledge Jesus, and I know about Paul, but as for you, who are you?”
Acts 19:14-15 AMP
https://t.co/4PzCX2owq7",[],[],['AJEnglish'],['https://t.co/0Mh3OQvWWo'],
46,en,1441009857084207107,4970411, AJEnglish For all those who are new to this working from home Bitcoin trading options Here s a little tip Get a trusted Bitcoin eert and stick to him  Bowser 51Invest and play at similar times each day Because  In times of chaos  your investment is your anchor to success,1441014936520609797,False, AJEnglish For all those who are new to this working from home Bitcoin trading options Here s a little tip Get a trusted Bitcoin eert and stick to him  Bowser 51Invest and play at similar times each day Because  In times of chaos  your investment is your anchor to success,2021-09-23T12:21:48.000Z,USA,"@AJEnglish For all those who are new to this working from home Bitcoin trading options 

Here's a little tip:

Get a trusted Bitcoin expert and stick to him @Bowser_51

Invest and play at similar times each day.
Because :
In times of chaos, your investment is your anchor to success",['xp'],[],['AJEnglish'],['https://t.co/ZjDUEfzsa1'],
47,en,1441009857084207107,4970411, AJEnglish  he underrated the virus,1441014438077898762,False, AJEnglish  he underrated the virus,2021-09-23T12:19:49.000Z,USA,@AJEnglish 😂😂 he underrated the virus,['😂'],[],['AJEnglish'],[],
48,en,1441009857084207107,4970411, AJEnglish For all those who are new to this working from home Bitcoin trading options Here s a little tip Get a trusted Bitcoin eert and stick to her  earn with Jens1Invest and play at similar times each day Because  In times of chaos  your investment is your anchor to success,1441014399641141249,False, AJEnglish For all those who are new to this working from home Bitcoin trading options Here s a little tip Get a trusted Bitcoin eert and stick to her  earn with Jens1Invest and play at similar times each day Because  In times of chaos  your investment is your anchor to success,2021-09-23T12:19:40.000Z,USA,"@AJEnglish For all those who are new to this working from home Bitcoin trading options 

Here's a little tip:

Get a trusted Bitcoin expert and stick to her @earn_with_Jens1

Invest and play at similar times each day.
Because :
In times of chaos, your investment is your anchor to success",['xp'],[],['AJEnglish'],['https://t.co/NZLS4RB8XT'],
49,en,1441009857084207107,4970411, AJEnglish  sigh This story is being repeated in numerous languages ,1441014391051149324,False, AJEnglish  sigh This story is being repeated in numerous languages ,2021-09-23T12:19:38.000Z,USA,"@AJEnglish *sigh*
This story is being repeated in numerous languages!",[],[],['AJEnglish'],[],
50,en,1441009857084207107,4970411, AJEnglish He didn’t use is own water  ,1441013818830774275,False, AJEnglish He didn’t use is own water  ,2021-09-23T12:17:21.000Z,USA,@AJEnglish He didn’t use is own water ?,[],[],['AJEnglish'],[],
51,en,1441009857084207107,4970411,A shaman who tried to end Sri Lanka’s COVID 19 outbreak with “blessed” water has died of the virus https   t co ACIHO6yUTX https   t co 4m3QyMG1V8,1441013225093435394,True,A shaman who tried to end Sri Lanka’s COVID 19 outbreak with “blessed” water has died of the virus https   t co ACIHO6yUTX https   t co 4m3QyMG1V8,2021-09-23T12:15:00.000Z,USA,A shaman who tried to end Sri Lanka’s COVID-19 outbreak with “blessed” water has died of the virus https://t.co/ACIHO6yUTX https://t.co/4m3QyMG1V8,[],[],[],['https://t.co/3QXLFifzMN'],
52,en,1441009857084207107,4970411, AJEnglish Iam still sceptical and hesitant of vaccines     US 55  of population is fully vaccinated  it records 100k cases a day,1441011515725914115,False, AJEnglish Iam still sceptical and hesitant of vaccines     US 55  of population is fully vaccinated  it records 100k cases a day,2021-09-23T12:08:12.000Z,USA,"@AJEnglish Iam still sceptical and hesitant of vaccines ... US 55% of population is fully vaccinated ,it records 100k cases a day",[],[],['AJEnglish'],[],
53,en,1441009417600724992,994594957, raywilton4 Holy shit these  LNPCorruptionParty mthrfkrs really want to roll the dice on the health of all Australian in a global pandemic for the sole purpose of discrediting Labor state premiers  They’re really doing this ,1441010512486035467,False, raywilton4 Holy shit these  LNPCorruptionParty mthrfkrs really want to roll the dice on the health of all Australian in a global pandemic for the sole purpose of discrediting Labor state premiers  They’re really doing this ,2021-09-23T12:04:13.000Z,USA,@raywilton4 Holy shit these #LNPCorruptionParty mthrfkrs really want to roll the dice on the health of all Australian in a global pandemic for the sole purpose of discrediting Labor state premiers. They’re really doing this.,[],['LNPCorruptionParty'],['raywilton4'],['https://t.co/iMR2f0itmE'],
54,en,1441008633882550277,21780652, PittsburghPG The same FDA which a few days ago said no to boosters ,1441021314177900544,False, PittsburghPG The same FDA which a few days ago said no to boosters ,2021-09-23T12:47:08.000Z,USA,@PittsburghPG The same FDA which a few days ago said no to boosters?,[],[],['PittsburghPG'],[],
55,en,1441008633882550277,21780652, PittsburghPG and meanwhile in non covid fear news   Kabul is so dangerous that we are now bringing Afghan kids to safety in Chicago      https   t co yNtl0Y7lRA,1441012159736057862,False, PittsburghPG and meanwhile in non covid fear news   Kabul is so dangerous that we are now bringing Afghan kids to safety in Chicago      https   t co yNtl0Y7lRA,2021-09-23T12:10:46.000Z,USA,"@PittsburghPG and meanwhile in non covid fear news...Kabul is so dangerous that we are now bringing Afghan kids to safety in Chicago?!?!?!
https://t.co/yNtl0Y7lRA",[],[],['PittsburghPG'],['https://t.co/uNF3eYbHPS'],
56,en,1441008599774416901,1269146042387357696, anione68 Interesting https   t co 0GVrAOrmzv,1441010690723041282,False, anione68 Interesting https   t co 0GVrAOrmzv,2021-09-23T12:04:56.000Z,USA,"@anione68 Interesting 😢🧐🤡

https://t.co/0GVrAOrmzv","['🧐', '🤡', '😢']",[],['anione68'],['https://t.co/0GVrAOrmzv'],
