,tweet_lang,poi_name,poi_id,verified,id,tweet_text,tweet_emoticons,hashtags,mentions,tweet_urls,country,text_en,tweet_date
19,en,CDCgov,146569971,True,1438928262080696324,Many hospitals are overwhelmed with #COVID19 patients. A COVID-NET study shows unvaccinated people are 17x more likely to be hospitalized than fully vaccinated people. Get vaccinated to protect yourself and others &amp; help reduce the strain on hospitals. https://t.co/xbvNiaVJKV https://t.co/wfBFbkvuLl,[],['COVID19'],[],['https://t.co/xbvNiaVJKV'],USA,Many hospitals are overwhelmed with  COVID19 patients  A COVID NET study shows unvaccinated people are 17x more likely to be hospitalized than fully vaccinated people  Get vaccinated to protect yourself and others  amp  help reduce the strain on hospitals  https   t co xbvNiaVJKV https   t co wfBFbkvuLl,2021-09-17 18:00:00
20,en,CDCgov,146569971,True,1438913163974545416,New @CDCMMWR shows all 3 #COVID19 vaccines used in the US provide strong protection against COVID-19 hospitalizations. The best vaccine is the one that’s available to you now. #SleeveUp. More: https://t.co/cSIE2yXeCI https://t.co/kKBFg1rVHx,[],"['COVID19', 'SleeveUp']",['CDCMMWR'],['https://t.co/cSIE2yXeCI'],USA,New  CDCMMWR shows all 3  COVID19 vaccines used in the US provide strong protection against COVID 19 hospitalizations  The best vaccine is the one that’s available to you now   SleeveUp  More  https   t co cSIE2yXeCI https   t co kKBFg1rVHx,2021-09-17 17:00:00
21,en,CDCgov,146569971,True,1438903111272239108,CDC to invest $2.1 billion in healthcare #InfectionControl to strengthen and equip state and other public health departments and other partner organizations in the fight against #COVID19 &amp; other infectious diseases. https://t.co/kqynUiJRGj https://t.co/DONHRtycpJ,[],"['InfectionControl', 'COVID19']",[],['https://t.co/kqynUiJRGj'],USA,CDC to invest  2 1 billion in healthcare  InfectionControl to strengthen and equip state and other public health departments and other partner organizations in the fight against  COVID19  amp  other infectious diseases  https   t co kqynUiJRGj https   t co DONHRtycpJ,2021-09-17 17:00:00
22,en,CDCgov,146569971,True,1438880545199562752,Learn about the risks of opioid use during pregnancy: https://t.co/QBEw42wljq. https://t.co/6T0euZfw7O,[],[],[],['https://t.co/QBEw42wljq'],USA,Learn about the risks of opioid use during pregnancy  https   t co QBEw42wljq  https   t co 6T0euZfw7O,2021-09-17 15:00:00
23,en,CDCgov,146569971,True,1438608772667215880,"U.S. #COVID19 cases are increasing and community transmission is high. 
The 7-day average of daily new cases is 146,182. This is 6.1% higher than the previous week. Get vaccinated. Learn more: https://t.co/FeTyQ7VQeP. https://t.co/dNVcR5Serf",[],['COVID19'],[],['https://t.co/FeTyQ7VQeP'],USA,U S   COVID19 cases are increasing and community transmission is high  The 7 day average of daily new cases is 146 182  This is 6 1  higher than the previous week  Get vaccinated  Learn more  https   t co FeTyQ7VQeP  https   t co dNVcR5Serf,2021-09-16 21:00:00
24,en,CDCgov,146569971,True,1438585983432331271,"#Parents &amp; caregivers: Is your school helping protect your child from #COVID19? CDC recommends schools require universal indoor masking &amp; use other prevention strategies regardless of how many students, educators, and staff are currently vaccinated. More: https://t.co/lBbMr0hQTg.",[],"['Parents', 'COVID19']",[],['https://t.co/lBbMr0hQTg'],USA, Parents  amp  caregivers  Is your school helping protect your child from  COVID19  CDC recommends schools require universal indoor masking  amp  use other prevention strategies regardless of how many students  educators  and staff are currently vaccinated  More  https   t co lBbMr0hQTg ,2021-09-16 20:00:00
25,en,CDCgov,146569971,True,1438574667992899587,"New @CDCMMWR finds that among people aged 18+ who tested positive for #COVID19, 1 in 3 reported at least 1 symptom 2 months after the positive test. Rates were higher among those 40 &amp; older, females, those w/ pre-existing conditions, &amp; Black people. More: https://t.co/EUApgQaGoC. https://t.co/dBTm5oNQSl",[],['COVID19'],['CDCMMWR'],['https://t.co/EUApgQaGoC'],USA,New  CDCMMWR finds that among people aged 18  who tested positive for  COVID19  1 in 3 reported at least 1 symptom 2 months after the positive test  Rates were higher among those 40  amp  older  females  those w  pre existing conditions   amp  Black people  More  https   t co EUApgQaGoC  https   t co dBTm5oNQSl,2021-09-16 19:00:00
26,en,CDCgov,146569971,True,1438563415757410307,"New @CDCMMWR looking at BMI among children and teens suggests many gained weight faster during the pandemic, especially those with overweight and obesity. This shows importance of obesity prevention efforts for children during &amp; after #COVID19. Read more: https://t.co/8CDE0qOf9r. https://t.co/TwkmLLVlMJ",[],['COVID19'],['CDCMMWR'],['https://t.co/8CDE0qOf9r'],USA,New  CDCMMWR looking at BMI among children and teens suggests many gained weight faster during the pandemic  especially those with overweight and obesity  This shows importance of obesity prevention efforts for children during  amp  after  COVID19  Read more  https   t co 8CDE0qOf9r  https   t co TwkmLLVlMJ,2021-09-16 18:00:00
27,en,CDCgov,146569971,True,1438550759377932290,New @CDCMMWR shows Pacific Islander persons—just 5% of Hawaii’s population—had state’s highest rates of #COVID19 cases &amp; related deaths during Mar 2020-Feb 2021. This highlights the value of collecting race info to identify &amp; address health disparities. https://t.co/r9fpgDEsA9 https://t.co/TLxctXSoYB,[],['COVID19'],['CDCMMWR'],['https://t.co/r9fpgDEsA9'],USA,New  CDCMMWR shows Pacific Islander persons—just 5  of Hawaii’s population—had state’s highest rates of  COVID19 cases  amp  related deaths during Mar 2020 Feb 2021  This highlights the value of collecting race info to identify  amp  address health disparities  https   t co r9fpgDEsA9 https   t co TLxctXSoYB,2021-09-16 17:00:00
28,en,CDCgov,146569971,True,1438540738002923525,"Preliminary CDC data show nearly 2,100 cases of newborn syphilis—known as #CongenitalSyphilis—in 2020. See how congenital syphilis has spread across the nation over the last decade: https://t.co/BCFQmiHJ5z. #STDreport https://t.co/v80qqE1OUI",[],"['CongenitalSyphilis', 'STDreport']",[],['https://t.co/BCFQmiHJ5z'],USA,Preliminary CDC data show nearly 2 100 cases of newborn syphilis—known as  CongenitalSyphilis—in 2020  See how congenital syphilis has spread across the nation over the last decade  https   t co BCFQmiHJ5z   STDreport https   t co v80qqE1OUI,2021-09-16 17:00:00
29,en,CDCgov,146569971,True,1438533137571606534,It’s normal to have questions about #COVID19 vaccines. Talk with your friends and family about their questions and help them get vaccinated against COVID-19. Find tips here: https://t.co/tGGql4V2q2. https://t.co/XNGZexz7I4,[],['COVID19'],[],['https://t.co/tGGql4V2q2'],USA,It’s normal to have questions about  COVID19 vaccines  Talk with your friends and family about their questions and help them get vaccinated against COVID 19  Find tips here  https   t co tGGql4V2q2  https   t co XNGZexz7I4,2021-09-16 16:00:00
30,en,CDCgov,146569971,True,1438518041810190336,"CDC’s newly funded climate recipients will work to enhance health equity, increase resiliency, and ensure their communities are climate-ready for hurricanes, flooding, and other weather disasters. Learn more: https://t.co/LR4E9jVNHx. #ClimateChange #ClimateAndHealth https://t.co/QLLWFdsz0l",[],"['ClimateChange', 'ClimateAndHealth']",[],"['https://t.co/LR4E9jVNHx', 'https://t.co/QLLWFdsz0l']",USA,CDC’s newly funded climate recipients will work to enhance health equity  increase resiliency  and ensure their communities are climate ready for hurricanes  flooding  and other weather disasters  Learn more  https   t co LR4E9jVNHx   ClimateChange  ClimateAndHealth https   t co QLLWFdsz0l,2021-09-16 15:00:00
31,en,CDCgov,146569971,True,1438233916436004874,"As of September 13, national forecasts predict 5,000–15,300 new #COVID19 hospitalizations will likely be reported on October 11. More: https://t.co/Xys80ZGlxV. https://t.co/Ydk6lIb9ue",[],['COVID19'],[],['https://t.co/Xys80ZGlxV'],USA,As of September 13  national forecasts predict 5 000–15 300 new  COVID19 hospitalizations will likely be reported on October 11  More  https   t co Xys80ZGlxV  https   t co Ydk6lIb9ue,2021-09-15 20:00:00
32,en,CDCgov,146569971,True,1438223614101401608,CDC and its partners are committed to ensuring that residents and staff in long-term care settings have access to #COVID19 vaccines. Learn more about COVID-19 vaccination access for long-term care settings: https://t.co/A4NXtXoZKt. https://t.co/UpRGZMlDMK,[],['COVID19'],[],['https://t.co/A4NXtXoZKt'],USA,CDC and its partners are committed to ensuring that residents and staff in long term care settings have access to  COVID19 vaccines  Learn more about COVID 19 vaccination access for long term care settings  https   t co A4NXtXoZKt  https   t co UpRGZMlDMK,2021-09-15 20:00:00
33,en,CDCgov,146569971,True,1438213530336038914,"🧪 COVID-19 Science Update:
 
Read the latest #COVID19 research on community masking, booster vaccine doses, breakthrough infections, and more.
 
👓 Read the full update: https://t.co/ZLAPfAw527.","['🧪', '👓']",['COVID19'],[],['https://t.co/ZLAPfAw527'],USA, COVID 19 Science Update  Read the latest  COVID19 research on community masking  booster vaccine doses  breakthrough infections  and more   Read the full update  https   t co ZLAPfAw527 ,2021-09-15 19:00:00
34,en,CDCgov,146569971,True,1438204986157150215,"Everyone 12 years and older is eligible for a free #COVID19 vaccine. Find a vaccine near you:

💻 Search https://t.co/2akIUZ14Rd 
📱  Text your ZIP code to 438829
📞 Call 1-800-232-0233

Learn more about COVID-19 vaccines: https://t.co/mUsXpasZ4S. https://t.co/9vqnifSoDe","['📱', '📞', '💻']",['COVID19'],[],"['https://t.co/2akIUZ14Rd', 'https://t.co/mUsXpasZ4S']",USA,Everyone 12 years and older is eligible for a free  COVID19 vaccine  Find a vaccine near you  Search https   t co 2akIUZ14Rd   Text your ZIP code to 438829 Call 1 800 232 0233Learn more about COVID 19 vaccines  https   t co mUsXpasZ4S  https   t co 9vqnifSoDe,2021-09-15 18:00:00
35,en,CDCgov,146569971,True,1438195921238495232,"Interested in learning about Emergency Use Authorizations &amp; #COVID19 changes? Join CDC’s OneLab Network meeting, Wed, 9/22 at 1:30 pm ET. We will be joined by a panel from FDA, CMS, &amp; Quest Diagnostics.

Register: https://t.co/gr54r914OZ. https://t.co/fAuOKKpbZw",[':3'],['COVID19'],[],['https://t.co/gr54r914OZ'],USA,Interested in learning about Emergency Use Authorizations  amp   COVID19 changes  Join CDC’s OneLab Network meeting  Wed  9 22 at 10 pm ET  We will be joined by a panel from FDA  CMS   amp  Quest Diagnostics Register  https   t co gr54r914OZ  https   t co fAuOKKpbZw,2021-09-15 18:00:00
36,en,CDCgov,146569971,True,1438185956851556356,"#COVID19-related hospitalizations among children &amp; adolescents are rising, especially in areas with low vaccination rates. 

Vaccination is more urgent than ever. Everyone 12 and older should get vaccinated as soon as possible: https://t.co/xbvNiaVJKV. https://t.co/KHKXXAqbt2",[],['COVID19'],[],['https://t.co/xbvNiaVJKV'],USA, COVID19 related hospitalizations among children  amp  adolescents are rising  especially in areas with low vaccination rates  Vaccination is more urgent than ever  Everyone 12 and older should get vaccinated as soon as possible  https   t co xbvNiaVJKV  https   t co KHKXXAqbt2,2021-09-15 17:00:00
37,en,CDCgov,146569971,True,1438170761370300418,"People who are moderately to severely immunocompromised may not build the same level of protection against #COVID19 following a 2-dose vaccine series compared to others.

CDC recommends that this group gets an additional dose of COVID-19 vaccine: https://t.co/Iq5JmS6ZuE.",[],['COVID19'],[],['https://t.co/Iq5JmS6ZuE'],USA,People who are moderately to severely immunocompromised may not build the same level of protection against  COVID19 following a 2 dose vaccine series compared to others CDC recommends that this group gets an additional dose of COVID 19 vaccine  https   t co Iq5JmS6ZuE ,2021-09-15 16:00:00
38,en,CDCgov,146569971,True,1438155741781766146,Did you know serious birth defects can be prevented if women get #FolicAcid daily starting BEFORE pregnancy? Get 400mcg of folic acid daily for your baby’s protection. For more information visit: https://t.co/Ny02Rch3zA. https://t.co/3uVPbtJnIl,[],['FolicAcid'],[],['https://t.co/Ny02Rch3zA'],USA,Did you know serious birth defects can be prevented if women get  FolicAcid daily starting BEFORE pregnancy  Get 400mcg of folic acid daily for your baby’s protection  For more information visit  https   t co Ny02Rch3zA  https   t co 3uVPbtJnIl,2021-09-15 15:00:00
39,en,CDCgov,146569971,True,1437883881970089991,"Many U.S. counties with low vaccination rates had a high number of positive #COVID19 tests. In parts of the Southeast, Midwest, and Northwest, less than 40% of people are vaccinated and more than 10% of tests were positive in the last 7 days. More: https://t.co/hdTclb41lt. https://t.co/qIsen82cIF",[],['COVID19'],[],['https://t.co/hdTclb41lt'],USA,Many U S  counties with low vaccination rates had a high number of positive  COVID19 tests  In parts of the Southeast  Midwest  and Northwest  less than 40  of people are vaccinated and more than 10  of tests were positive in the last 7 days  More  https   t co hdTclb41lt  https   t co qIsen82cIF,2021-09-14 21:00:00
40,en,CDCgov,146569971,True,1437861232577556482,"#NEW: CDC has a #COVID19 toolkit available for K-12 school administrators. Resources include a guide for addressing cases in schools, case and contact notification letter templates, and more. Find the toolkit here: https://t.co/bZ84PlO0Xc. https://t.co/NPwMaeVrOa",[],"['NEW', 'COVID19']",[],['https://t.co/bZ84PlO0Xc'],USA, NEW  CDC has a  COVID19 toolkit available for K 12 school administrators  Resources include a guide for addressing cases in schools  case and contact notification letter templates  and more  Find the toolkit here  https   t co bZ84PlO0Xc  https   t co NPwMaeVrOa,2021-09-14 20:00:00
41,en,CDCgov,146569971,True,1437842755196268555,Accumulating evidence shows no increased risk of miscarriage after #COVID19 vaccination during early pregnancy. New @JAMA_current findings can inform discussions about COVID-19 vaccination during pregnancy between pregnant ppl &amp; their healthcare providers. https://t.co/4MSk5nZ705 https://t.co/JeOjWfj9nP,[],['COVID19'],['JAMA_current'],['https://t.co/4MSk5nZ705'],USA,Accumulating evidence shows no increased risk of miscarriage after  COVID19 vaccination during early pregnancy  New  JAMA current findings can inform discussions about COVID 19 vaccination during pregnancy between pregnant ppl  amp  their healthcare providers  https   t co 4MSk5nZ705 https   t co JeOjWfj9nP,2021-09-14 18:00:00
42,en,CDCgov,146569971,True,1437823461385195521,"#Parents: Keep your kids safe as they return to school.

Get your kids ages 12 years and up vaccinated against #COVID19 as soon as possible. Remind children ages 2 years and older that they should wear masks indoors, including in school and daycare.

More: https://t.co/p4fdYarnsK",[],"['Parents', 'COVID19']",[],['https://t.co/p4fdYarnsK'],USA, Parents  Keep your kids safe as they return to school Get your kids ages 12 years and up vaccinated against  COVID19 as soon as possible  Remind children ages 2 years and older that they should wear masks indoors  including in school and daycare More  https   t co p4fdYarnsK,2021-09-14 17:00:00
43,en,CDCgov,146569971,True,1437811644822818818,"September is Fetal Alcohol Spectrum Disorders (FASD) Awareness Month. 

This month, learn about the causes, signs, and symptoms of #FASDs and find resources for diagnosis and treatment: https://t.co/Aaf110ixqW. #FASDAwarenessMonth https://t.co/00PuLcnCjO",[],"['FASDs', 'FASDAwarenessMonth']",[],['https://t.co/Aaf110ixqW'],USA,September is Fetal Alcohol Spectrum Disorders  FASD  Awareness Month  This month  learn about the causes  signs  and symptoms of  FASDs and find resources for diagnosis and treatment  https   t co Aaf110ixqW   FASDAwarenessMonth https   t co 00PuLcnCjO,2021-09-14 16:00:00
44,en,CDCgov,146569971,True,1437803357851340801,CDC’s Neetu Abad &amp; Lis Wilhelm have found that listening to what other people say can make the difference in helping them decide to get vaccinated. Neetu and Lis are using this approach around the world to encourage vaccination against #COVID19. More: https://t.co/nxCEoMfCrd. https://t.co/mqPN5qveME,[],['COVID19'],[],['https://t.co/nxCEoMfCrd'],USA,CDC’s Neetu Abad  amp  Lis Wilhelm have found that listening to what other people say can make the difference in helping them decide to get vaccinated  Neetu and Lis are using this approach around the world to encourage vaccination against  COVID19  More  https   t co nxCEoMfCrd  https   t co mqPN5qveME,2021-09-14 16:00:00
45,en,CDCgov,146569971,True,1437793334999883780,"You should get tested for #COVID19 if you have symptoms or you've been exposed to someone with COVID-19, even if you're fully vaccinated. Find a testing location near you: https://t.co/8Yx3XcHCLM. https://t.co/LW3bum9hJx",['xp'],['COVID19'],[],['https://t.co/8Yx3XcHCLM'],USA,You should get tested for  COVID19 if you have symptoms or you ve been eosed to someone with COVID 19  even if you re fully vaccinated  Find a testing location near you  https   t co 8Yx3XcHCLM  https   t co LW3bum9hJx,2021-09-14 15:00:00
46,en,CDCgov,146569971,True,1437521493110439941,"As of September 13, 209.7 million people in the US have received at least one dose of a #COVID19 vaccine. Of those, 179 million, or about 53.9%, are fully vaccinated. Getting vaccinated is safe, easy, &amp; free. Make your vaccination appointment today. More: https://t.co/zYLe3H12re. https://t.co/AFRUtj7T7D",[],['COVID19'],[],['https://t.co/zYLe3H12re'],USA,As of September 13  209 7 million people in the US have received at least one dose of a  COVID19 vaccine  Of those  179 million  or about 53 9   are fully vaccinated  Getting vaccinated is safe  easy   amp  free  Make your vaccination appointment today  More  https   t co zYLe3H12re  https   t co AFRUtj7T7D,2021-09-13 21:00:00
