,tweet_lang,replied_to_tweet_id,replied_to_user_id,reply_text,id,verified,text_en,tweet_date,country,tweet_text,tweet_emoticons,hashtags,mentions,tweet_urls,text_hi
10,en,1440146256769142794,58243368, nsitharaman  amitmalviya From the pvt port of Adani   the Modi friend   drug worth 9000 cr has been seized will modi take action against this anti national or he is above the law  narendramodi https   t co UjCBoDKImX,1440176890661072897,False, nsitharaman  amitmalviya From the pvt port of Adani   the Modi friend   drug worth 9000 cr has been seized will modi take action against this anti national or he is above the law  narendramodi https   t co UjCBoDKImX,2021-09-21T04:51:42.000Z,India,@nsitharaman @amitmalviya From the pvt port of Adani ( the Modi friend ) drug worth 9000 cr has been seized will modi take action against this anti national or he is above the law @narendramodi https://t.co/UjCBoDKImX,[],[],"['nsitharaman', 'amitmalviya']",['https://t.co/FAwyYzf9tB'],
11,hi,1440146256769142794,58243368, nsitharaman माननीय वित्त मंत्री जीछोटे व्यवसाय के लिए भी कुछ कीजिए मैडम https   t co qTaR6LaTR3,1440175856953937922,False,,2021-09-21T04:47:36.000Z,India,"@nsitharaman माननीय वित्त मंत्री जी
छोटे व्यवसाय के लिए भी कुछ कीजिए मैडम https://t.co/qTaR6LaTR3",[],[],['nsitharaman'],[], nsitharaman माननीय वित्त मंत्री जीछोटे व्यवसाय के लिए भी कुछ कीजिए मैडम https   t co qTaR6LaTR3
12,hi,1440146256769142794,58243368, nsitharaman  amitmalviya इस दवा की कीमत मात्र 15 रुपये है लेकिन आप किसी बेज़ुबान की जान बचा सकते हैं   जब भी कोई कुत्ता आप को ऐसी हालत में दिखे  तो बस यह 1 गोली उसको रोटी या किसी अन्य चीज़ के साथ खिला दें  इस तरह आप किसी बेजुबान को तड़प तड़प कर मरने से बचा सकते हैं। तो प्लीज मदद करें    https   t co Z9TspPke,1440160864733040655,False,,2021-09-21T03:48:01.000Z,India,"@nsitharaman @amitmalviya इस दवा की कीमत मात्र 15 रुपये है लेकिन आप किसी बेज़ुबान की जान बचा सकते हैं...
जब भी कोई कुत्ता आप को ऐसी हालत में दिखे  तो बस यह 1 गोली उसको रोटी या किसी अन्य चीज़ के साथ खिला दें, इस तरह आप किसी बेजुबान को तड़प तड़प कर मरने से बचा सकते हैं। तो प्लीज मदद करें .. https://t.co/Z9Ts8DpPke",['8D'],[],"['nsitharaman', 'amitmalviya']",['https://t.co/iEtre3Spv8'], nsitharaman  amitmalviya इस दवा की कीमत मात्र 15 रुपये है लेकिन आप किसी बेज़ुबान की जान बचा सकते हैं   जब भी कोई कुत्ता आप को ऐसी हालत में दिखे  तो बस यह 1 गोली उसको रोटी या किसी अन्य चीज़ के साथ खिला दें  इस तरह आप किसी बेजुबान को तड़प तड़प कर मरने से बचा सकते हैं। तो प्लीज मदद करें    https   t co Z9TspPke
13,hi,1440146256769142794,58243368, Sharwan86149985  nsitharaman  nsitharamanoffc जिसके सहारे सरकार चलती हो ऐसे लोगो फर कोई अंगुली नही उठा सकता अंगुली उठाने वाले की आँखे फौड़ दी जाती है और बाँडी को ऐसे तौडा़ फौडा़ जाता है की दफनाने के बाद भी उसमें कराहने की आवाजे आती है,1440160744520093700,False,,2021-09-21T03:47:33.000Z,India,"@Sharwan86149985 @nsitharaman @nsitharamanoffc जिसके सहारे सरकार चलती हो ऐसे लोगो फर कोई अंगुली नही उठा सकता 
अंगुली उठाने वाले की आँखे फौड़ दी जाती है और बाँडी को ऐसे तौडा़ फौडा़ जाता है की दफनाने के बाद भी उसमें कराहने की आवाजे आती है",[],[],"['Sharwan86149985', 'nsitharaman', 'nsitharamanoffc']",['https://t.co/eKEZ5rsc9w'], Sharwan86149985  nsitharaman  nsitharamanoffc जिसके सहारे सरकार चलती हो ऐसे लोगो फर कोई अंगुली नही उठा सकता अंगुली उठाने वाले की आँखे फौड़ दी जाती है और बाँडी को ऐसे तौडा़ फौडा़ जाता है की दफनाने के बाद भी उसमें कराहने की आवाजे आती है
14,en,1440146256769142794,58243368, nsitharaman How about Economy and GDP  where we are worst than Bangladesh ,1440160720453206025,False, nsitharaman How about Economy and GDP  where we are worst than Bangladesh ,2021-09-21T03:47:27.000Z,India,"@nsitharaman How about Economy and GDP, where we are worst than Bangladesh?",[],[],['nsitharaman'],[],
15,en,1440146256769142794,58243368, nsitharaman I m already second dosos take   please any body s take vecination,1440155890179469315,False, nsitharaman I m already second dosos take   please any body s take vecination,2021-09-21T03:28:15.000Z,India,@nsitharaman I'm already second dosos take . please any body's take vecination,[],[],['nsitharaman'],[],
16,en,1440146256769142794,58243368, nsitharaman  narendramodi  nsitharamanoffc Instead of giving reservation on economic basis  Strengthen the economic environment of the country so that they can become financially self reliant by their own ability  Abolish income tax  Economic reservation is not a permanent solution,1440155201160110090,False, nsitharaman  narendramodi  nsitharamanoffc Instead of giving reservation on economic basis  Strengthen the economic environment of the country so that they can become financially self reliant by their own ability  Abolish income tax  Economic reservation is not a permanent solution,2021-09-21T03:25:31.000Z,India,@nsitharaman @narendramodi @nsitharamanoffc Instead of giving reservation on economic basis. Strengthen the economic environment of the country so that they can become financially self-reliant by their own ability. Abolish income tax. Economic reservation is not a permanent solution,[],[],"['nsitharaman', 'narendramodi', 'nsitharamanoffc']",['https://t.co/6IAtTQGSri'],
17,hi,1440146256769142794,58243368, nsitharaman Maira complaint hata di janrahj kya mai desh unnti mai GST isliye dai raha hu muze ese tevar or kmjr rajya ka system mile aap GST mai 20 ki derived 21 ko penalty hoti hai muze har ek din dose ki girftari mai 20lac parday ka penalty chaiye 10 lac central se 10 state 10 15284462,1440154991566602242,False,,2021-09-21T03:24:41.000Z,India,"@nsitharaman Maira complaint hata di janrahj kya mai desh unnti mai GST isliye dai raha hu muze ese tevar or kmjr rajya ka system mile aap GST mai 20 ki derived 21 ko penalty hoti hai muze har ek din dose ki girftari mai 20lac parday ka penalty chaiye 10,lac central se 10,state 10 15284462",[],[],['nsitharaman'],['https://t.co/WnkL41QogW'], nsitharaman Maira complaint hata di janrahj kya mai desh unnti mai GST isliye dai raha hu muze ese tevar or kmjr rajya ka system mile aap GST mai 20 ki derived 21 ko penalty hoti hai muze har ek din dose ki girftari mai 20lac parday ka penalty chaiye 10 lac central se 10 state 10 15284462
18,en,1440146256769142794,58243368, nsitharaman This genius on the other hand says that we don’t need vaccines  Apparently  none of these duffers know what they are talking  https   t co PVO3146znl,1440154476149567489,False, nsitharaman This genius on the other hand says that we don’t need vaccines  Apparently  none of these duffers know what they are talking  https   t co PVO3146znl,2021-09-21T03:22:38.000Z,India,"@nsitharaman This genius on the other hand says that we don’t need vaccines. 
Apparently, none of these duffers know what they are talking! https://t.co/PVO3146znl",[],[],['nsitharaman'],['https://t.co/9sS6jFAHlH'],
19,hi,1440146256769142794,58243368, nsitharaman  narendramodi  AmitShah  nsitharaman समाज के जो लोग पीछे छूट गए हैं उन्हें आर्थिक आधार पर आरक्षण देने की बजाय देश के आर्थिक माहौल को इतना मजबूत कीजिए कि वह स्वयं अपनी क्षमता से आर्थिक रूप से स्वावलंबी बन सके। इनकम टैक्स खत्म कीजिए। आर्थिक आरक्षण स्थाई समाधान नहीं है,1440154473662349313,False,,2021-09-21T03:22:37.000Z,India,@nsitharaman @narendramodi @AmitShah @nsitharaman समाज के जो लोग पीछे छूट गए हैं उन्हें आर्थिक आधार पर आरक्षण देने की बजाय देश के आर्थिक माहौल को इतना मजबूत कीजिए कि वह स्वयं अपनी क्षमता से आर्थिक रूप से स्वावलंबी बन सके। इनकम टैक्स खत्म कीजिए। आर्थिक आरक्षण स्थाई समाधान नहीं है,[],[],"['nsitharaman', 'narendramodi', 'AmitShah', 'nsitharaman']",['https://t.co/bAlWXDeShW'], nsitharaman  narendramodi  AmitShah  nsitharaman समाज के जो लोग पीछे छूट गए हैं उन्हें आर्थिक आधार पर आरक्षण देने की बजाय देश के आर्थिक माहौल को इतना मजबूत कीजिए कि वह स्वयं अपनी क्षमता से आर्थिक रूप से स्वावलंबी बन सके। इनकम टैक्स खत्म कीजिए। आर्थिक आरक्षण स्थाई समाधान नहीं है
20,hi,1440146256769142794,58243368, nsitharaman Madam Sita Raman ji aapko batae huy bada duk hai ki mai aapke GST mai har mahine 20 ka date ka kyal rakthe hui apni jabad Dari niba raha hu Par aaj muze apne bahan ki DAHEJ or sasural pratrna mai mot hui hai to MP system se nakami nazar aarahi hai yaha taq ki CM help laine se,1440153979556491266,False,,2021-09-21T03:20:40.000Z,India,@nsitharaman Madam Sita Raman ji aapko batae huy bada duk hai ki mai aapke GST mai har mahine 20 ka date ka kyal rakthe hui apni jabad Dari niba raha hu Par aaj muze apne bahan ki DAHEJ or sasural pratrna mai mot hui hai to MP system se nakami nazar aarahi hai yaha taq ki CM help laine se,[],[],['nsitharaman'],['https://t.co/jvQKxS5yw7'], nsitharaman Madam Sita Raman ji aapko batae huy bada duk hai ki mai aapke GST mai har mahine 20 ka date ka kyal rakthe hui apni jabad Dari niba raha hu Par aaj muze apne bahan ki DAHEJ or sasural pratrna mai mot hui hai to MP system se nakami nazar aarahi hai yaha taq ki CM help laine se
21,en,1440146256769142794,58243368, nsitharaman u r QUEEN OF BRAHMINS  If u don t rescue them Who will Please declare DHARMA ARTHA KAMA MOKSHANCHA VINDHATHI as motto 1891 census lists caste Varna wise provideBrahmin 5 Vaisya 7 5 Kshatriya 12 5 Shudra 15 Budhhist Jain Sikh muslim  christian 5 SC 12 Tribes 7 Open 16  https   t co QvmobXQ1YZ,1440153789508378627,False, nsitharaman u r QUEEN OF BRAHMINS  If u don t rescue them Who will Please declare DHARMA ARTHA KAMA MOKSHANCHA VINDHATHI as motto 1891 census lists caste Varna wise provideBrahmin 5 Vaisya 7 5 Kshatriya 12 5 Shudra 15 Budhhist Jain Sikh muslim  christian 5 SC 12 Tribes 7 Open 16  https   t co QvmobXQ1YZ,2021-09-21T03:19:54.000Z,India,"@nsitharaman u r QUEEN OF BRAHMINS..If u don't rescue them.Who will?Please declare DHARMA ARTHA KAMA MOKSHANCHA VINDHATHI as motto.
1891 census lists caste Varna wise.provide
Brahmin 5%
Vaisya 7.5%
Kshatriya 12.5%
Shudra 15%
Budhhist,Jain,Sikh,muslim, christian 5%
SC 12%
Tribes 7%
Open 16% https://t.co/QvmobXQ1YZ",[],[],['nsitharaman'],['https://t.co/JIFPLOoHyk'],
22,en,1440146256769142794,58243368, nsitharaman I thought we were already on the top on 10th Jan 2021 when  narendramodi launched his worldwide crusade to save the world with two ‘made in India’ vaccines  It is a different matter though that in 9 months we could fully vaccinate hardly 20  of our eligible population  https   t co WJbMyt7aHY,1440153519147741194,False, nsitharaman I thought we were already on the top on 10th Jan 2021 when  narendramodi launched his worldwide crusade to save the world with two ‘made in India’ vaccines  It is a different matter though that in 9 months we could fully vaccinate hardly 20  of our eligible population  https   t co WJbMyt7aHY,2021-09-21T03:18:50.000Z,India,"@nsitharaman I thought we were already on the top on 10th Jan 2021 when @narendramodi launched his worldwide crusade to save the world with two ‘made in India’ vaccines! 🤣😜
It is a different matter though that in 9 months we could fully vaccinate hardly 20% of our eligible population. https://t.co/WJbMyt7aHY","['🤣', '😜']",[],"['nsitharaman', 'narendramodi']",['https://t.co/ZPODsOXljY'],
23,en,1440146256769142794,58243368, nsitharaman Indeed it gives lot of opportunities for pharma industry  But they have to adhere to stringent ecological balance and quality drugs manufacturing and  delivery  Then only it will be helping the country and nature and it s environment  Jai Hind,1440151147092733955,False, nsitharaman Indeed it gives lot of opportunities for pharma industry  But they have to adhere to stringent ecological balance and quality drugs manufacturing and  delivery  Then only it will be helping the country and nature and it s environment  Jai Hind,2021-09-21T03:09:24.000Z,India,@nsitharaman Indeed it gives lot of opportunities for pharma industry. But they have to adhere to stringent ecological balance and quality drugs manufacturing and  delivery. Then only it will be helping the country and nature and it's environment. Jai Hind,[],[],['nsitharaman'],['https://t.co/fzOss1Tp0I'],
24,en,1438726822049447942,58243368, lost boy000  nsitharaman  JPNadda  narendramodi  Infosys Dear  lost boy000 We’re here to help you  Please share your details  along with PAN  amp  mobile number  with us at orm cpc incometax gov in  Our team will connect with you ,1440290519767080965,True, lost boy000  nsitharaman  JPNadda  narendramodi  Infosys Dear  lost boy000 We’re here to help you  Please share your details  along with PAN  amp  mobile number  with us at orm cpc incometax gov in  Our team will connect with you ,2021-09-21T12:23:13.000Z,India,"@lost_boy000 @nsitharaman @JPNadda @narendramodi @Infosys Dear @lost_boy000,

We’re here to help you. Please share your details (along with PAN &amp; mobile number) with us at orm@cpc.incometax.gov.in. Our team will connect with you.",[],[],"['lost_boy000', 'nsitharaman', 'JPNadda', 'narendramodi', 'Infosys', 'lost_boy000']",['https://t.co/CRKQq8XYDJ'],
25,hi,1438726822049447942,58243368, nsitharaman  JPNadda हर तीसरी पीढ़ी अपने पुरखो का बना हुआ उजाड़ देती है यह मोदी ने साबित कर रहा है उसको समझना चाहिए यह प्रॉपर्टीज उसके बाप की नहीं है देश  की अमानत है   देश के सब नागरिको को देश के इस उजाड़ू से बचने के लिए एकजुट हो कर बीजेपी को जूते मार कर निकालना चाहिए,1440092823835983875,False,,2021-09-20T23:17:39.000Z,India,@nsitharaman @JPNadda हर तीसरी पीढ़ी अपने पुरखो का बना हुआ उजाड़ देती है यह मोदी ने साबित कर रहा है उसको समझना चाहिए यह प्रॉपर्टीज उसके बाप की नहीं है देश  की अमानत है ! देश के सब नागरिको को देश के इस उजाड़ू से बचने के लिए एकजुट हो कर बीजेपी को जूते मार कर निकालना चाहिए,[],[],"['nsitharaman', 'JPNadda']",['https://t.co/9ZoXmd3FSb'], nsitharaman  JPNadda हर तीसरी पीढ़ी अपने पुरखो का बना हुआ उजाड़ देती है यह मोदी ने साबित कर रहा है उसको समझना चाहिए यह प्रॉपर्टीज उसके बाप की नहीं है देश  की अमानत है   देश के सब नागरिको को देश के इस उजाड़ू से बचने के लिए एकजुट हो कर बीजेपी को जूते मार कर निकालना चाहिए
26,en,1438726822049447942,58243368, nsitharaman  JPNadda Have some shame or sold it ,1439879282562502656,False, nsitharaman  JPNadda Have some shame or sold it ,2021-09-20T09:09:07.000Z,India,@nsitharaman @JPNadda Have some shame or sold it.,[],[],"['nsitharaman', 'JPNadda']",[],
27,hi,1438726822049447942,58243368, nsitharaman  JPNadda Sirf adv karte raho   udar puri desh parisan hai e filing portal ko leke   Aap logou ko sarm nahi ata kiya   itne mahina ho gaya lekin website sahi se nahi chal raha   Aaj tho had kar diya ITR filing k baad filed ITR hii show nahi ho raha   kiya jarurat thi new website ki,1439655988450058244,False,,2021-09-19T18:21:49.000Z,India,@nsitharaman @JPNadda Sirf adv karte raho.. udar puri desh parisan hai e-filing portal ko leke.. Aap logou ko sarm nahi ata kiya.. itne mahina ho gaya lekin website sahi se nahi chal raha.. Aaj tho had kar diya ITR filing k baad filed ITR hii show nahi ho raha.. kiya jarurat thi new website ki,[],[],"['nsitharaman', 'JPNadda']",['https://t.co/O8p9E1JowN'], nsitharaman  JPNadda Sirf adv karte raho   udar puri desh parisan hai e filing portal ko leke   Aap logou ko sarm nahi ata kiya   itne mahina ho gaya lekin website sahi se nahi chal raha   Aaj tho had kar diya ITR filing k baad filed ITR hii show nahi ho raha   kiya jarurat thi new website ki
28,en,1438726822049447942,58243368, nsitharaman  JPNadda Sorry madam   you are under performed  Concentrate on quality    not any quantity,1439650910142013443,False, nsitharaman  JPNadda Sorry madam   you are under performed  Concentrate on quality    not any quantity,2021-09-19T18:01:39.000Z,India,"@nsitharaman @JPNadda Sorry madam...you are under performed. Concentrate on quality  , not any quantity",[],[],"['nsitharaman', 'JPNadda']",[],
29,hi,1438726822049447942,58243368, nsitharaman  JPNadda Modiji  Income tax wale humara paisa kha gaye hai   1 sal hua hai ITR File karke paise refund nahi kar rahe hai humara,1439648547146665984,False,,2021-09-19T17:52:15.000Z,India,@nsitharaman @JPNadda Modiji  Income tax wale humara paisa kha gaye hai...1 sal hua hai ITR File karke paise refund nahi kar rahe hai humara,[],[],"['nsitharaman', 'JPNadda']",[], nsitharaman  JPNadda Modiji  Income tax wale humara paisa kha gaye hai   1 sal hua hai ITR File karke paise refund nahi kar rahe hai humara
30,en,1438726822049447942,58243368, nsitharaman  JPNadda KINDLY REDUCE THE PRICE OF DOMESTIC GAS AND ESSENTIAL COMMODITIES AND MEDICINE  I AM WORKIN IN A SMALL PRIVATE COMPANY IN VERY LOW SALARY SUFFERING A LOT FOR THIS INCREASEMENT ,1439614601138638849,False, nsitharaman  JPNadda KINDLY REDUCE THE PRICE OF DOMESTIC GAS AND ESSENTIAL COMMODITIES AND MEDICINE  I AM WORKIN IN A SMALL PRIVATE COMPANY IN VERY LOW SALARY SUFFERING A LOT FOR THIS INCREASEMENT ,2021-09-19T15:37:22.000Z,India,@nsitharaman @JPNadda KINDLY REDUCE THE PRICE OF DOMESTIC GAS AND ESSENTIAL COMMODITIES AND MEDICINE. I AM WORKIN IN A SMALL PRIVATE COMPANY IN VERY LOW SALARY SUFFERING A LOT FOR THIS INCREASEMENT.,[],[],"['nsitharaman', 'JPNadda']",['https://t.co/NgxQXCg3SR'],
31,en,1438726822049447942,58243368, PSGICemployee  nsitharaman  JPNadda Absolutely   Take a decision immediately ,1439594797224771589,False, PSGICemployee  nsitharaman  JPNadda Absolutely   Take a decision immediately ,2021-09-19T14:18:40.000Z,India,@PSGICemployee @nsitharaman @JPNadda Absolutely.  Take a decision immediately.,[],[],"['PSGICemployee', 'nsitharaman', 'JPNadda']",[],
32,en,1438726822049447942,58243368, nsitharaman  JPNadda It is very sad and disappointing that  FinMinIndia do not want to clarify utterly ambiguous provisions of Equalisation Levy   there are no advance ruling provisions   foreign companies are running piller to post to understand their EL liability in India   PMOIndia  narendramodi,1439554654140964872,False, nsitharaman  JPNadda It is very sad and disappointing that  FinMinIndia do not want to clarify utterly ambiguous provisions of Equalisation Levy   there are no advance ruling provisions   foreign companies are running piller to post to understand their EL liability in India   PMOIndia  narendramodi,2021-09-19T11:39:09.000Z,India,"@nsitharaman @JPNadda It is very sad and disappointing that @FinMinIndia do not want to clarify utterly ambiguous provisions of Equalisation Levy.. there are no advance ruling provisions.. foreign companies are running piller to post to understand their EL liability in India..
@PMOIndia @narendramodi",[],[],"['nsitharaman', 'JPNadda', 'FinMinIndia']",['https://t.co/ivlkvVcj39'],
33,en,1438726822049447942,58243368, nsitharaman  JPNadda Congress was having many tools like oil bonds to keep petrol prices under control  Bjp is failing miserably in this field  No innovative ideas to control price hike under control ,1439514546457092099,False, nsitharaman  JPNadda Congress was having many tools like oil bonds to keep petrol prices under control  Bjp is failing miserably in this field  No innovative ideas to control price hike under control ,2021-09-19T08:59:47.000Z,India,@nsitharaman @JPNadda Congress was having many tools like oil bonds to keep petrol prices under control. Bjp is failing miserably in this field. No innovative ideas to control price hike under control.,[],[],"['nsitharaman', 'JPNadda']",['https://t.co/YkNKB8Xjk8'],
34,en,1438726822049447942,58243368, nsitharaman  JPNadda  narendramodi there was no need of new IT website  It is completely waste of money and taayer time  Thought to file tax retrun today and Page is loading from 30 mins  Have already logged off and logged in 2 times   Infosys never eected such pathetic service from you  https   t co GOCkTXUU7W,1439512767610822657,False, nsitharaman  JPNadda  narendramodi there was no need of new IT website  It is completely waste of money and taayer time  Thought to file tax retrun today and Page is loading from 30 mins  Have already logged off and logged in 2 times   Infosys never eected such pathetic service from you  https   t co GOCkTXUU7W,2021-09-19T08:52:43.000Z,India,@nsitharaman @JPNadda @narendramodi there was no need of new IT website. It is completely waste of money and taxpayer time. Thought to file tax retrun today and Page is loading from 30 mins. Have already logged off and logged in 2 times. @Infosys never expected such pathetic service from you. https://t.co/GOCkTXUU7W,['xp'],[],"['nsitharaman', 'JPNadda', 'narendramodi']",['https://t.co/LqMbeXOlAI'],
35,en,1438726822049447942,58243368, nsitharaman  JPNadda Sales boy and sales girl,1439497969087090691,False, nsitharaman  JPNadda Sales boy and sales girl,2021-09-19T07:53:55.000Z,India,@nsitharaman @JPNadda Sales boy and sales girl,[],[],"['nsitharaman', 'JPNadda']",[],
36,en,1438726822049447942,58243368, nsitharaman  JPNadda Blind leading the blind  For your capabilities  he might look a leader to you  But the world has seen his true colors  that he is incompetent and a self serving megalomaniac  You are justified in blowing his trumpet  as you get to keep your job ,1439471683136487424,False, nsitharaman  JPNadda Blind leading the blind  For your capabilities  he might look a leader to you  But the world has seen his true colors  that he is incompetent and a self serving megalomaniac  You are justified in blowing his trumpet  as you get to keep your job ,2021-09-19T06:09:28.000Z,India,"@nsitharaman @JPNadda Blind leading the blind. For your capabilities, he might look a leader to you. But the world has seen his true colors, that he is incompetent and a self-serving megalomaniac. You are justified in blowing his trumpet, as you get to keep your job.",[],[],"['nsitharaman', 'JPNadda']",['https://t.co/qmfjUW8SmF'],
