,tweet_lang,poi_name,poi_id,verified,id,tweet_text,tweet_emoticons,hashtags,mentions,tweet_urls,country,text_hi,tweet_date,text_en
10,hi,ArvindKejriwal,405427035,True,1439542037276073985,"हर व्यक्ति को बेहतर शिक्षा, स्वास्थ्य, बिजली-पानी, रोज़गार जैसी सुविधाओं और एक खुशहाल ज़िंदगी देने के संकल्प को लेकर देवभूमि की पावन धरती पर उत्तराखंड के अपने भाई-बहनों के साथ “तिरंगा संकल्प यात्रा” का हिस्सा बना। https://t.co/5oz8Pk1PIk",[],[],[],[],India,हर व्यक्ति को बेहतर शिक्षा  स्वास्थ्य  बिजली पानी  रोज़गार जैसी सुविधाओं और एक खुशहाल ज़िंदगी देने के संकल्प को लेकर देवभूमि की पावन धरती पर उत्तराखंड के अपने भाई बहनों के साथ “तिरंगा संकल्प यात्रा” का हिस्सा बना। https   t co 5oz8Pk1PIk,2021-09-19 11:00:00,
11,hi,ArvindKejriwal,405427035,True,1439520342536441856,देवभूमिवासियों के साथ हल्द्वानी में “तिरंगा संकल्प यात्रा” | LIVE https://t.co/SUD9etgWCp,[],[],[],['https://t.co/SUD9etgWCp'],India,देवभूमिवासियों के साथ हल्द्वानी में “तिरंगा संकल्प यात्रा”   LIVE https   t co SUD9etgWCp,2021-09-19 09:00:00,
12,hi,ArvindKejriwal,405427035,True,1439518180989235202,"उत्तराखंडवासियों को मेरी 6 गारंटी, AAP की सरकार बनने पर

▪️हर घर रोज़गार
▪️तब तक हर महीने 5 हज़ार
▪️नौकरियों में उत्तराखंडियों को 80% आरक्षण
▪️6 महीने में 1 लाख सरकारी नौकरी
▪️प्राइवेट सेक्टर में नौकरियों के लिए जॉब पोर्टल
▪️पलायन रोकने के लिए रोज़गार एवं पलायन मंत्रालय का गठन",['▪️'],[],[],[],India,उत्तराखंडवासियों को मेरी 6 गारंटी  AAP की सरकार बनने परहर घर रोज़गारतब तक हर महीने 5 हज़ारनौकरियों में उत्तराखंडियों को 80  आरक्षण6 महीने में 1 लाख सरकारी नौकरीप्राइवेट सेक्टर में नौकरियों के लिए जॉब पोर्टलपलायन रोकने के लिए रोज़गार एवं पलायन मंत्रालय का गठन,2021-09-19 09:00:00,
13,hi,ArvindKejriwal,405427035,True,1439497008465657857,"उत्तराखंड के युवाओं को आम आदमी पार्टी की गारंटी। हर घर रोज़गार, तब तक 5 हज़ार | LIVE   https://t.co/qW021m30Le",[],[],[],['https://t.co/qW021m30Le'],India,उत्तराखंड के युवाओं को आम आदमी पार्टी की गारंटी। हर घर रोज़गार  तब तक 5 हज़ार   LIVE   https   t co qW021m30Le,2021-09-19 08:00:00,
14,hi,ArvindKejriwal,405427035,True,1439220563822608393,"कल उत्तराखंड जा रहा हूँ। उत्तराखंड का युवा रोज़गार के अभाव में उत्तराखंड पलायन करने को मजबूर है। उत्तराखंड के युवा को उत्तराखंड में ही रोज़गार मिलना चाहिए। 

ये हो सकता है, ये संभव है। अगर साफ़ नीयत वाली सरकार हो तो। 

कल उत्तराखंड के युवाओं की बात करूँगा।",[],[],[],[],India,कल उत्तराखंड जा रहा हूँ। उत्तराखंड का युवा रोज़गार के अभाव में उत्तराखंड पलायन करने को मजबूर है। उत्तराखंड के युवा को उत्तराखंड में ही रोज़गार मिलना चाहिए। ये हो सकता है  ये संभव है। अगर साफ़ नीयत वाली सरकार हो तो। कल उत्तराखंड के युवाओं की बात करूँगा।,2021-09-18 14:00:00,
15,en,ArvindKejriwal,405427035,True,1439204819583979522,"Del air quality will deteriorate from mid-Oct (stubble burning). State govts hv not taken action to support their farmers

On its own, Del air is clean. On 18 Sep-

AQI- 69 (0 to 50 - Good, 51 to 100 - Satisfactory)

PM10- 67

PM2.5 - 27 (0 to 30 Good, 31 to 60 Satisfactory)",[],[],[],[],India,,2021-09-18 12:00:00,Del air quality will deteriorate from mid Oct  stubble burning   State govts hv not taken action to support their farmersOn its own  Del air is clean  On 18 Sep AQI  69  0 to 50   Good  51 to 100   Satisfactory PM10  67PM2 5   27  0 to 30 Good  31 to 60 Satisfactory 
16,hi,ArvindKejriwal,405427035,True,1439174934165557250,दिल्ली मेट्रो की ग्रे-लाइन पर नजफ़गढ़ से ढांसा स्टैंड स्टेशन तक आज से मेट्रो रेल की शुरुआत हो गई है। इस मेट्रो स्टेशन के शुरु होने से अब नजफ़गढ़ और आस-पास के ग्रामीण इलाके के लाखों लोगों को इसका फ़ायदा होगा और उनका काफ़ी वक्त भी बचेगा। https://t.co/xWJKuum7eU,[],[],[],[],India,दिल्ली मेट्रो की ग्रे लाइन पर नजफ़गढ़ से ढांसा स्टैंड स्टेशन तक आज से मेट्रो रेल की शुरुआत हो गई है। इस मेट्रो स्टेशन के शुरु होने से अब नजफ़गढ़ और आस पास के ग्रामीण इलाके के लाखों लोगों को इसका फ़ायदा होगा और उनका काफ़ी वक्त भी बचेगा। https   t co xWJKuum7eU,2021-09-18 11:00:00,
17,hi,ArvindKejriwal,405427035,True,1439128375633715205,दिल्ली मेट्रो की ग्रे-लाइन पर नजफ़गढ़ से ढांसा स्टैंड कॉरिडोर की शुरुआत | LIVE https://t.co/XQbgAkWnKY,[],[],[],['https://t.co/XQbgAkWnKY'],India,दिल्ली मेट्रो की ग्रे लाइन पर नजफ़गढ़ से ढांसा स्टैंड कॉरिडोर की शुरुआत   LIVE https   t co XQbgAkWnKY,2021-09-18 07:00:00,
18,en,ArvindKejriwal,405427035,True,1438711296518615049,Birthday greetings to Hon’ble PM Shri @narendramodi ji. I pray for your long and healthy life.,[],[],['narendramodi'],[],India,,2021-09-17 04:00:00,Birthday greetings to Hon’ble PM Shri  narendramodi ji  I pray for your long and healthy life 
19,hi,ArvindKejriwal,405427035,True,1438136114519306240,"शहीद भगतसिंह व भारतरत्न डॉ बाबासाहेब अम्बेडकर का सपना था भारत माता के हर बच्चे को खुशहाल जिंदगी बनाने का बराबर हक मिले।

पहले ये मौका केवल अमीरों के बच्चों को मिलता था। दिल्ली के सरकारी स्कूलों में अब अमीर-गरीब दोनों के बच्चे पढ़ रहे हैं, तरक्की कर रहे हैं।

ये वीडियो जरूर देखें। https://t.co/gkZ9LsI7RX",[],[],[],['https://t.co/gkZ9LsI7RX'],India,शहीद भगतसिंह व भारतरत्न डॉ बाबासाहेब अम्बेडकर का सपना था भारत माता के हर बच्चे को खुशहाल जिंदगी बनाने का बराबर हक मिले।पहले ये मौका केवल अमीरों के बच्चों को मिलता था। दिल्ली के सरकारी स्कूलों में अब अमीर गरीब दोनों के बच्चे पढ़ रहे हैं  तरक्की कर रहे हैं।ये वीडियो जरूर देखें। https   t co gkZ9LsI7RX,2021-09-15 14:00:00,
20,hi,ArvindKejriwal,405427035,True,1438124006767423493,"सच्चाई के रास्ते पर लाखों मुश्किलें आती हैं, लेकिन जीत हमेशा सच्चाई की ही होती है। @SonuSood जी के साथ भारत के उन लाखों परिवारों की दुआएं हैं जिन्हें मुश्किल घड़ी में सोनू जी का साथ मिला था। https://t.co/qsAyYvzkQP",[],[],['SonuSood'],['https://t.co/qsAyYvzkQP'],India,सच्चाई के रास्ते पर लाखों मुश्किलें आती हैं  लेकिन जीत हमेशा सच्चाई की ही होती है।  SonuSood जी के साथ भारत के उन लाखों परिवारों की दुआएं हैं जिन्हें मुश्किल घड़ी में सोनू जी का साथ मिला था। https   t co qsAyYvzkQP,2021-09-15 13:00:00,
21,hi,ArvindKejriwal,405427035,True,1438068424031174661,केंद्रीय शहरी विकास मंत्री श्री @HardeepSPuri जी से मिलकर दिल्ली के विकास से जुड़े कई ज़रूरी एवं महत्वपूर्ण मुद्दों पर चर्चा की। https://t.co/oDXfpDLHXU,[],[],['HardeepSPuri'],[],India,केंद्रीय शहरी विकास मंत्री श्री  HardeepSPuri जी से मिलकर दिल्ली के विकास से जुड़े कई ज़रूरी एवं महत्वपूर्ण मुद्दों पर चर्चा की। https   t co oDXfpDLHXU,2021-09-15 09:00:00,
22,hi,ArvindKejriwal,405427035,True,1438032729635835906,"पिछले 3 साल से दीवाली के समय दिल्ली के प्रदूषण की खतरनाक स्तिथि को देखते हुए पिछले साल की तरह इस बार भी हर प्रकार के पटाखों के भंडारण, बिक्री एवं उपयोग पर पूर्ण प्रतिबंध लगाया जा रहा है। जिससे लोगों की जिंदगी बचाई जा सके।",[],[],[],[],India,पिछले 3 साल से दीवाली के समय दिल्ली के प्रदूषण की खतरनाक स्तिथि को देखते हुए पिछले साल की तरह इस बार भी हर प्रकार के पटाखों के भंडारण  बिक्री एवं उपयोग पर पूर्ण प्रतिबंध लगाया जा रहा है। जिससे लोगों की जिंदगी बचाई जा सके।,2021-09-15 07:00:00,
23,en,ArvindKejriwal,405427035,True,1438013673549746176,"On #EngineersDay , I would like to give my best wishes to all engineers who are contributing to nation building and making several path breaking innovations with utmost dedication, knowledge and hardwork.",[],['EngineersDay'],[],[],India,,2021-09-15 06:00:00,On  EngineersDay   I would like to give my best wishes to all engineers who are contributing to nation building and making several path breaking innovations with utmost dedication  knowledge and hardwork 
24,en,ArvindKejriwal,405427035,True,1437768360108900353,Called on Hon'ble President Shri Ram Nath Kovind ji at the Rashtrapati Bhavan. Discussed a range of issues with him. https://t.co/R0MOHlFYSi,[],[],[],['https://t.co/R0MOHlFYSi'],India,,2021-09-14 13:00:00,Called on Hon ble President Shri Ram Nath Kovind ji at the Rashtrapati Bhavan  Discussed a range of issues with him  https   t co R0MOHlFYSi
25,en,ArvindKejriwal,405427035,True,1437671093116936192,"Had the pleasure to meet Olympic bronze medalist Bajrang Punia today at my residence.

Bajrang has brought glory to India and made us all proud. You are an inspiration to millions of youth. https://t.co/IEkrT7YPxD",['xD'],[],[],[],India,,2021-09-14 07:00:00,Had the pleasure to meet Olympic bronze medalist Bajrang Punia today at my residence Bajrang has brought glory to India and made us all proud  You are an inspiration to millions of youth  https   t co IEkrT7YP
26,hi,ArvindKejriwal,405427035,True,1437355666390208512,"पराली को गलाने के लिए केंद्र सरकार की एजेंसी ने भी बायो-डिकम्पोज़र को कारगर माना, ये मिट्टी की गुणवत्ता से लेकर उपज तक बढ़ा रही है, दिल्ली के किसान बेहद खुश हैं, अब पराली जलानी नहीं पड़ेगी।

अब समाधान मौजूद है, सरकारें अब पंजाब, हरियाणा और यूपी के किसानों को भी ये सुविधा दें। https://t.co/5YJJ6gGCg8",[],[],[],[],India,पराली को गलाने के लिए केंद्र सरकार की एजेंसी ने भी बायो डिकम्पोज़र को कारगर माना  ये मिट्टी की गुणवत्ता से लेकर उपज तक बढ़ा रही है  दिल्ली के किसान बेहद खुश हैं  अब पराली जलानी नहीं पड़ेगी।अब समाधान मौजूद है  सरकारें अब पंजाब  हरियाणा और यूपी के किसानों को भी ये सुविधा दें। https   t co 5YJJ6gGCg8,2021-09-13 10:00:00,
27,en,ArvindKejriwal,405427035,True,1437334078705987589,"In Delhi they tried to defeat us with IT Dept, CBI, Delhi Police - but we won 62 seats. As we grow in Punjab, Goa, Uttarakhand, Guj - we get an ED notice! The people of India want honest politics- these tactics of BJP will never succeed, they will make us stronger https://t.co/JjWy7MQfH4",[],[],[],['https://t.co/JjWy7MQfH4'],India,,2021-09-13 09:00:00,In Delhi they tried to defeat us with IT Dept  CBI  Delhi Police   but we won 62 seats  As we grow in Punjab  Goa  Uttarakhand  Guj   we get an ED notice  The people of India want honest politics  these tactics of BJP will never succeed  they will make us stronger https   t co JjWy7MQfH4
28,hi,ArvindKejriwal,405427035,True,1437317661059256330,"सब्जी मंडी इलाके में इमारत गिरने का हादसा बेहद दुखद। प्रशासन राहत और बचाव कार्य में जुटा है, ज़िला प्रशासन के माध्यम से मैं खुद हालात पर नज़र बनाए हूं। https://t.co/WpTo6MBvxB",[],[],[],['https://t.co/WpTo6MBvxB'],India,सब्जी मंडी इलाके में इमारत गिरने का हादसा बेहद दुखद। प्रशासन राहत और बचाव कार्य में जुटा है  ज़िला प्रशासन के माध्यम से मैं खुद हालात पर नज़र बनाए हूं। https   t co WpTo6MBvxB,2021-09-13 08:00:00,
29,hi,ArvindKejriwal,405427035,True,1437302874246049793,पराली को गलाने में बायो-डिकम्पोज़र प्रभावी साबित। दिल्ली के किसान बेहद ख़ुश। पड़ोसी राज्य भी इसे ज़रूर अपनाएं | Press Conference LIVE https://t.co/hAfkK2Tasm,[],[],[],['https://t.co/hAfkK2Tasm'],India,पराली को गलाने में बायो डिकम्पोज़र प्रभावी साबित। दिल्ली के किसान बेहद ख़ुश। पड़ोसी राज्य भी इसे ज़रूर अपनाएं   Press Conference LIVE https   t co hAfkK2Tasm,2021-09-13 07:00:00,
30,en,ArvindKejriwal,405427035,True,1437251343031226368,This is happening for the first time in India https://t.co/3BiH64Ggcg,[],[],[],['https://t.co/3BiH64Ggcg'],India,,2021-09-13 03:00:00,This is happening for the first time in India https   t co 3BiH64Ggcg
31,hi,ArvindKejriwal,405427035,True,1437020002515775488,"आधुनिक तरीके से विकसित और सौंदर्यीकृत चांदनी चौक की इस मुख्य सड़क को आज दिल्ली की जनता को समर्पित किया। उम्मीद है कि इलाके के इस बदले हए खूबसूरत रुप से यहां पर्यटन और व्यापार, दोनों को बढ़ावा मिलेगा। https://t.co/TFbBbY98Ks",[],[],[],[],India,आधुनिक तरीके से विकसित और सौंदर्यीकृत चांदनी चौक की इस मुख्य सड़क को आज दिल्ली की जनता को समर्पित किया। उम्मीद है कि इलाके के इस बदले हए खूबसूरत रुप से यहां पर्यटन और व्यापार  दोनों को बढ़ावा मिलेगा। https   t co TFbBbY98Ks,2021-09-12 12:00:00,
32,hi,ArvindKejriwal,405427035,True,1437002990880129026,चांदनी चौक का पुनर्विकास एवं सौंदर्यीकरण दिल्ली की जनता को समर्पित | LIVE https://t.co/wcbVjbusYJ,[],[],[],['https://t.co/wcbVjbusYJ'],India,चांदनी चौक का पुनर्विकास एवं सौंदर्यीकरण दिल्ली की जनता को समर्पित   LIVE https   t co wcbVjbusYJ,2021-09-12 11:00:00,
33,en,ArvindKejriwal,405427035,True,1436563136132177922,Addressing the National Council meeting of Aam Aadmi Party | LIVE https://t.co/vGzVSFequL,[],[],[],['https://t.co/vGzVSFequL'],India,,2021-09-11 06:00:00,Addressing the National Council meeting of Aam Aadmi Party   LIVE https   t co vGzVSFequL
34,hi,ArvindKejriwal,405427035,True,1436345727932792832,"श्री गणेश चतुर्थी के इस शुभ दिन, दिल्ली के पवित्र यमुना घाट पर भगवान श्री गणेश जी की पूजा-अर्चना कर विघ्नहर्ता श्री गणपति बप्पा का आशीर्वाद लिया। https://t.co/A4sFEIbeDQ",[],[],[],[],India,श्री गणेश चतुर्थी के इस शुभ दिन  दिल्ली के पवित्र यमुना घाट पर भगवान श्री गणेश जी की पूजा अर्चना कर विघ्नहर्ता श्री गणपति बप्पा का आशीर्वाद लिया। https   t co A4sFEIbeDQ,2021-09-10 15:00:00,
35,hi,ArvindKejriwal,405427035,True,1436321209172381696,श्री गणेश चतुर्थी के पावन अवसर पर भगवान श्री गणपति का भव्य पूजन कार्यक्रम | LIVE https://t.co/EjJDQ2efYN,[],[],[],['https://t.co/EjJDQ2efYN'],India,श्री गणेश चतुर्थी के पावन अवसर पर भगवान श्री गणपति का भव्य पूजन कार्यक्रम   LIVE https   t co EjJDQ2efYN,2021-09-10 14:00:00,
36,hi,ArvindKejriwal,405427035,True,1436200336599912452,"आइए, इस साल हम सभी देशवासी एक साथ मिलकर श्री गणेश चतुर्थी मनाएं | Press Conference LIVE https://t.co/0CDPm10BHj",[],[],[],['https://t.co/0CDPm10BHj'],India,आइए  इस साल हम सभी देशवासी एक साथ मिलकर श्री गणेश चतुर्थी मनाएं   Press Conference LIVE https   t co 0CDPm10BHj,2021-09-10 06:00:00,
37,hi,ArvindKejriwal,405427035,True,1436171510192893955,"सभी देशवासियों को श्री गणेश चतुर्थी की हार्दिक शुभकामनाएं, भगवान गणपति आप सभी के जीवन में सुख, समृद्धि एवं खुशियां बनाए रखें। 

सर्वांना श्री गणेश चतुर्थीच्या खूप खूप शुभेच्छा. विघ्नहर्ता गणपती बप्पा तुमच्या आयुष्यात सुख, समृद्धी आणि आनंद देवो",[],[],[],[],India,सभी देशवासियों को श्री गणेश चतुर्थी की हार्दिक शुभकामनाएं  भगवान गणपति आप सभी के जीवन में सुख  समृद्धि एवं खुशियां बनाए रखें। सर्वांना श्री गणेश चतुर्थीच्या खूप खूप शुभेच्छा  विघ्नहर्ता गणपती बप्पा तुमच्या आयुष्यात सुख  समृद्धी आणि आनंद देवो,2021-09-10 04:00:00,
38,en,ArvindKejriwal,405427035,True,1435500201947455495,Returning rejuvenated after attending a 10 day vipassna course.,[],[],[],[],India,,2021-09-08 07:00:00,Returning rejuvenated after attending a 10 day vipassna course 
39,en,ArvindKejriwal,405427035,True,1431828114720444421,"Many congratulations to Bhavina Patel for winning the silver medal for India. You have made every Indian proud. Your stellar performance will inspire millions. 
#TokyoParalympics https://t.co/eRdTiMrYMK",[],['TokyoParalympics'],[],[],India,,2021-08-29 04:00:00,Many congratulations to Bhavina Patel for winning the silver medal for India  You have made every Indian proud  Your stellar performance will inspire millions   TokyoParalympics https   t co eRdTiMrYMK
40,hi,ArvindKejriwal,405427035,True,1431822640231055362,"महान खिलाड़ी मेजर ध्यानचंद जी की जयंती पर उन्हें सादर नमन एवं राष्ट्रीय खेल दिवस की आप सभी को बधाई
 
इस ओलम्पिक में हमने 7 मेडल जीते, भविष्य में हमें 70 मेडल जीतने की तैयारी करनी है, देश के इसी मिशन को पूरा करने के लिए ही हमने दिल्ली में ‘स्पोर्ट्स यूनिवर्सिटी’ बनाई है। https://t.co/EOI7DjbtCi",[],[],[],[],India,महान खिलाड़ी मेजर ध्यानचंद जी की जयंती पर उन्हें सादर नमन एवं राष्ट्रीय खेल दिवस की आप सभी को बधाई इस ओलम्पिक में हमने 7 मेडल जीते  भविष्य में हमें 70 मेडल जीतने की तैयारी करनी है  देश के इसी मिशन को पूरा करने के लिए ही हमने दिल्ली में ‘स्पोर्ट्स यूनिवर्सिटी’ बनाई है। https   t co EOI7DjbtCi,2021-08-29 04:00:00,
41,hi,ArvindKejriwal,405427035,True,1431597101104787456,"कोरोना काल में अपनी जान की बाज़ी लगाकर लोगों की सेवा करने वाले अपने डॉक्टर्स को सम्मानित करने के लिए दिल्ली सरकार इस बार 3 डॉक्टर्स के नाम पद्म पुरस्कार के लिए भेज रही है। 
 
▪ डॉ. एस के सरीन, ILBS 
▪ डॉ. सुरेश कुमार, LNJP 
▪ डॉ. संदीप बुद्धिराजा, Max Healthcare https://t.co/ZBXpj13ZXn",['▪'],[],[],[],India,कोरोना काल में अपनी जान की बाज़ी लगाकर लोगों की सेवा करने वाले अपने डॉक्टर्स को सम्मानित करने के लिए दिल्ली सरकार इस बार 3 डॉक्टर्स के नाम पद्म पुरस्कार के लिए भेज रही है।   डॉ  एस के सरीन  ILBS  डॉ  सुरेश कुमार  LNJP  डॉ  संदीप बुद्धिराजा  Max Healthcare https   t co ZBXpj13ZXn,2021-08-28 13:00:00,
42,hi,ArvindKejriwal,405427035,True,1431580235602956292,शांतिपूर्ण प्रदर्शन कर रहे किसानों पर इस तरह लाठीचार्ज करना सरासर ग़लत है। https://t.co/a7IMCPEojx,[],[],[],['https://t.co/a7IMCPEojx'],India,शांतिपूर्ण प्रदर्शन कर रहे किसानों पर इस तरह लाठीचार्ज करना सरासर ग़लत है। https   t co a7IMCPEojx,2021-08-28 12:00:00,
43,hi,ArvindKejriwal,405427035,True,1431565489310887936,ये वक्त हमारे डॉक्टर्स को सम्मानित करने का है जिन्होंने लाखों ज़िंदगियां बचाई | LIVE https://t.co/qbqoYkZNDX,[],[],[],['https://t.co/qbqoYkZNDX'],India,ये वक्त हमारे डॉक्टर्स को सम्मानित करने का है जिन्होंने लाखों ज़िंदगियां बचाई   LIVE https   t co qbqoYkZNDX,2021-08-28 11:00:00,
44,hi,ArvindKejriwal,405427035,True,1431522796606144512,आज मयूर विहार फेज़-1 फ्लाईओवर पर बने नए ‘क्लोवरलीफ़’ की शुरुआत की। बारापुला फेज़-3 से जुड़े इन लूप और रैम्प के खुलने से अब दिल्ली के लोगों को काफ़ी सहूलियत मिलेगी। ख़ासकर दिल्ली-नोएडा के बीच सफ़र करने वाले लोगों को इसका काफ़ी फ़ायदा होगा। https://t.co/wNRFcWttpw,[],[],[],[],India,आज मयूर विहार फेज़ 1 फ्लाईओवर पर बने नए ‘क्लोवरलीफ़’ की शुरुआत की। बारापुला फेज़ 3 से जुड़े इन लूप और रैम्प के खुलने से अब दिल्ली के लोगों को काफ़ी सहूलियत मिलेगी। ख़ासकर दिल्ली नोएडा के बीच सफ़र करने वाले लोगों को इसका काफ़ी फ़ायदा होगा। https   t co wNRFcWttpw,2021-08-28 08:00:00,
45,hi,ArvindKejriwal,405427035,True,1431508835399716865,मयूर विहार फेज़-1 फ्लाईओवर पर बने ‘क्लोवरलीफ़’ की शुरुआत | LIVE https://t.co/OodJLXq1Ii,[],[],[],['https://t.co/OodJLXq1Ii'],India,मयूर विहार फेज़ 1 फ्लाईओवर पर बने ‘क्लोवरलीफ़’ की शुरुआत   LIVE https   t co OodJLXq1Ii,2021-08-28 07:00:00,
46,hi,ArvindKejriwal,405427035,True,1431213155758186497,"कोरोना के कम होते मामलों के बीच पूरे एहतियात के साथ दिल्ली में अब धीरे-धीरे स्कूलों को खोला जा रहा है ताकि बच्चों की पढ़ाई के नुकसान को कम किया जा सके।

हमें ज़िन्दगी को वापस पटरी पर भी लाना है और बच्चों की सेहत और पढ़ाई, दोनों का ध्यान भी रखना है। https://t.co/KyhF7gLHLw",[],[],[],['https://t.co/KyhF7gLHLw'],India,कोरोना के कम होते मामलों के बीच पूरे एहतियात के साथ दिल्ली में अब धीरे धीरे स्कूलों को खोला जा रहा है ताकि बच्चों की पढ़ाई के नुकसान को कम किया जा सके।हमें ज़िन्दगी को वापस पटरी पर भी लाना है और बच्चों की सेहत और पढ़ाई  दोनों का ध्यान भी रखना है। https   t co KyhF7gLHLw,2021-08-27 11:00:00,
