,tweet_lang,replied_to_tweet_id,replied_to_user_id,reply_text,id,verified,text_en,tweet_date,country,tweet_text,tweet_emoticons,hashtags,mentions,tweet_urls,text_hi
12,hi,1440202350417698817,1020242315842113540, DCkhunti  BBAIndia  JharkhandCMO  NITIAayog  NHM JHARKHAND  Riyaz IAS  rnuddkranchi बचपन बचाओ आंदोलन की यह पहल सराहनीय है।,1440348491792859142,False,,2021-09-21T16:13:35.000Z,India,@DCkhunti @BBAIndia @JharkhandCMO @NITIAayog @NHM_JHARKHAND @Riyaz_IAS @rnuddkranchi बचपन बचाओ आंदोलन की यह पहल सराहनीय है।,[],[],"['DCkhunti', 'BBAIndia', 'JharkhandCMO', 'NITIAayog', 'NHM_JHARKHAND', 'Riyaz_IAS', 'rnuddkranchi']",[], DCkhunti  BBAIndia  JharkhandCMO  NITIAayog  NHM JHARKHAND  Riyaz IAS  rnuddkranchi बचपन बचाओ आंदोलन की यह पहल सराहनीय है।
13,hi,1440167653268668416,64639742, JagranNews बरसात में वायरस जमीन पर गिरा था अब धीरे धीरे ऊपर फैलेगा,1440169562884882434,False,,2021-09-21T04:22:35.000Z,India,@JagranNews बरसात में वायरस जमीन पर गिरा था अब धीरे-धीरे ऊपर फैलेगा,[],[],['JagranNews'],[], JagranNews बरसात में वायरस जमीन पर गिरा था अब धीरे धीरे ऊपर फैलेगा
14,hi,1440003490110054403,1156269879663534080, ManojManzil1 Shi bole bhaiya lal salam,1440004711541710850,False,,2021-09-20T17:27:31.000Z,India,@ManojManzil1 Shi bole bhaiya lal salam✊,['✊'],[],['ManojManzil1'],[], ManojManzil1 Shi bole bhaiya lal salam
15,hi,1439953332261449733,461841349, ZeeNews भाई बच्चों के जिंदगी का सवाल है। जल्दबाजी में काम मत लेना। मेरी भी एक बच्ची है  मैं भी बच्चों के वैक्सिन का इंतजार कर रहा हूं। लेकिन डर भी है कि कोई साइड इफेक्ट ना हो।,1439962812885864451,False,,2021-09-20T14:41:02.000Z,India,"@ZeeNews भाई बच्चों के जिंदगी का सवाल है। जल्दबाजी में काम मत लेना। मेरी भी एक बच्ची है, मैं भी बच्चों के वैक्सिन का इंतजार कर रहा हूं। लेकिन डर भी है कि कोई साइड इफेक्ट ना हो।",[],[],['ZeeNews'],['https://t.co/YVBjowAOQv'], ZeeNews भाई बच्चों के जिंदगी का सवाल है। जल्दबाजी में काम मत लेना। मेरी भी एक बच्ची है  मैं भी बच्चों के वैक्सिन का इंतजार कर रहा हूं। लेकिन डर भी है कि कोई साइड इफेक्ट ना हो।
16,en,1439953332261449733,461841349, ZeeNews So happy ,1439955689544171523,False, ZeeNews So happy ,2021-09-20T14:12:44.000Z,India,@ZeeNews So happy 😊,['😊'],[],['ZeeNews'],[],
17,hi,1439897088699944962,110390614, ShivSha80732190  nareshsharma107 तो क्या लगता है यहाँ नाटक नही किया विलेन ने।,1439948935703846914,False,,2021-09-20T13:45:53.000Z,India,@ShivSha80732190 @nareshsharma107 तो क्या लगता है यहाँ नाटक नही किया विलेन ने।,[],[],"['ShivSha80732190', 'nareshsharma107']",[], ShivSha80732190  nareshsharma107 तो क्या लगता है यहाँ नाटक नही किया विलेन ने।
18,hi,1439897088699944962,110390614, nareshsharma107 परम सत्य,1439940899954298890,False,,2021-09-20T13:13:58.000Z,India,@nareshsharma107 परम सत्य,[],[],['nareshsharma107'],[], nareshsharma107 परम सत्य
19,hi,1439889469671231492,2267247888, KKMishraINC  ChouhanShivraj  OfficeOfKNath स्कुल वालो ने बच्चो व माता पिता से लिखवा कर ले लिया हे की खुद अपनी मर्जी से बच्चो को स्कुल भेज रहे हे,1439982155602399235,False,,2021-09-20T15:57:54.000Z,India,"@KKMishraINC @ChouhanShivraj @OfficeOfKNath स्कुल वालो ने बच्चो,व माता पिता से लिखवा कर ले लिया हे की खुद अपनी मर्जी से बच्चो को स्कुल भेज रहे हे",[],[],"['KKMishraINC', 'ChouhanShivraj', 'OfficeOfKNath']",['https://t.co/dscfu0X8nY'], KKMishraINC  ChouhanShivraj  OfficeOfKNath स्कुल वालो ने बच्चो व माता पिता से लिखवा कर ले लिया हे की खुद अपनी मर्जी से बच्चो को स्कुल भेज रहे हे
20,hi,1439807319638831110,3014724839, 1Yach    RubikaLiyaquat भाईजान टॉनिक पीला कर भी तीसरी लहर रोक सकते हैं।,1439809275891621890,False,,2021-09-20T04:30:56.000Z,India,"@1Yach__ @RubikaLiyaquat भाईजान टॉनिक पीला कर भी तीसरी लहर रोक सकते हैं।
🤣🤣🏹","['🏹', '🤣']",[],"['1Yach__', 'RubikaLiyaquat']",[], 1Yach    RubikaLiyaquat भाईजान टॉनिक पीला कर भी तीसरी लहर रोक सकते हैं।
21,en,1439759984372240384,297437558, bst official Honourable Swamijie  your twit is worth following  please tell us how to get complete remedy from Gastric problem  Celiac problem me and my wife has these problems respectively  both have to bear stomackache,1440090772083130369,False, bst official Honourable Swamijie  your twit is worth following  please tell us how to get complete remedy from Gastric problem  Celiac problem me and my wife has these problems respectively  both have to bear stomackache,2021-09-20T23:09:30.000Z,India,"@bst_official Honourable Swamijie, your twit is worth following, please tell us how to get complete remedy from Gastric problem, Celiac problem me and my wife has these problems respectively, both have to bear stomackache",[],[],['bst_official'],['https://t.co/I0AwoFXVox'],
22,hi,1439759984372240384,297437558, bst official Pranaam swamiji ji ,1439892361614483456,False,,2021-09-20T10:01:05.000Z,India,@bst_official Pranaam swamiji ji 🙏,['🙏'],[],['bst_official'],[], bst official Pranaam swamiji ji 
23,hi,1439660997225029654,1285101522695544833, SASRajasthan  ashokgehlot51  RajGovOfficial  GovindDotasra  raj parents  MsmsParents  vijaysharmahnd  parulkulsTOI  lalitverma510  PASWSINDIA  arvindagl  abhijainbittu  SUNILYADAV JPR  amitadvsas स्कूल जबरदस्ती बच्चों को स्कूल बुला रहे हैं। गुण्डागर्दी पर उतर आए हैं निजी स्कूल। मगर सरकार हाथ पर हाथ रखकर बैठी है।,1439691211841826816,False,,2021-09-19T20:41:47.000Z,India,@SASRajasthan @ashokgehlot51 @RajGovOfficial @GovindDotasra @raj_parents @MsmsParents @vijaysharmahnd @parulkulsTOI @lalitverma510 @PASWSINDIA @arvindagl @abhijainbittu @SUNILYADAV_JPR @amitadvsas स्कूल जबरदस्ती बच्चों को स्कूल बुला रहे हैं। गुण्डागर्दी पर उतर आए हैं निजी स्कूल। मगर सरकार हाथ पर हाथ रखकर बैठी है।,[],[],"['SASRajasthan', 'ashokgehlot51', 'RajGovOfficial', 'GovindDotasra', 'raj_parents', 'MsmsParents', 'vijaysharmahnd', 'parulkulsTOI']",['https://t.co/OE3d7deaF0'], SASRajasthan  ashokgehlot51  RajGovOfficial  GovindDotasra  raj parents  MsmsParents  vijaysharmahnd  parulkulsTOI  lalitverma510  PASWSINDIA  arvindagl  abhijainbittu  SUNILYADAV JPR  amitadvsas स्कूल जबरदस्ती बच्चों को स्कूल बुला रहे हैं। गुण्डागर्दी पर उतर आए हैं निजी स्कूल। मगर सरकार हाथ पर हाथ रखकर बैठी है।
24,hi,1439604414587699205,2506662439, CMMadhyaPradesh अगर cm साहब चुनाव कराने हों तो कोरोना की सभी लहर खतम होकर एक ही लहर चलने लगती है चुनाव की लहर,1440125613990244356,False,,2021-09-21T01:27:57.000Z,India,@CMMadhyaPradesh अगर cm साहब चुनाव कराने हों तो कोरोना की सभी लहर खतम होकर एक ही लहर चलने लगती है चुनाव की लहर,[],[],['CMMadhyaPradesh'],[], CMMadhyaPradesh अगर cm साहब चुनाव कराने हों तो कोरोना की सभी लहर खतम होकर एक ही लहर चलने लगती है चुनाव की लहर
25,hi,1439578723167059968,972069996825214976, BabluPa91504969 भाई ग्राम रोजगार सहायकों को तो कोई त्योहार कोई अवकाश किसी काम का नहीं,1439946602127368195,False,,2021-09-20T13:36:37.000Z,India,@BabluPa91504969 भाई ग्राम रोजगार सहायकों को तो कोई त्योहार कोई अवकाश किसी काम का नहीं,[],[],['BabluPa91504969'],[], BabluPa91504969 भाई ग्राम रोजगार सहायकों को तो कोई त्योहार कोई अवकाश किसी काम का नहीं
26,en,1439470954745188353,2941721204, KPGBJP Great,1439510374928175106,False, KPGBJP Great,2021-09-19T08:43:12.000Z,India,@KPGBJP Great,[],[],['KPGBJP'],[],
27,hi,1439470954745188353,2941721204, KPGBJP हरियाणा प्रदेश के नोडल ऑफिसर को तीन साल 2500 बार कंप्लेंट लेकिन जवाबदेही जीरो। है कोई जवाबदेही कवरपाल गुजर साहब।,1439471405993660416,False,,2021-09-19T06:08:21.000Z,India,@KPGBJP हरियाणा प्रदेश के नोडल ऑफिसर को तीन साल 2500 बार कंप्लेंट लेकिन जवाबदेही जीरो। है कोई जवाबदेही कवरपाल गुजर साहब।,[],[],['KPGBJP'],[], KPGBJP हरियाणा प्रदेश के नोडल ऑफिसर को तीन साल 2500 बार कंप्लेंट लेकिन जवाबदेही जीरो। है कोई जवाबदेही कवरपाल गुजर साहब।
28,hi,1439461743764271105,2354323903, prabhatkhabar  शिक्षक ट्रांसफर पोर्टल चालू करो ChouhanShivraj  JM Scindia  Indersinghsjp माननीयचौराहों पर ये चर्चा ए आम हैकि भाजपा शासन में सिर्फ आलपिन से काम हैक्योंकि सच्चाई कभी दफन नहीं होतीकाला तो बहुत हो चुका अब उस पर सफेद पोत दीजियेसमदर्शी बनकर पोर्टल पुनः चालू कर दीजिये,1439462079883214852,False,,2021-09-19T05:31:18.000Z,India,"@prabhatkhabar #शिक्षक_ट्रांसफर_पोर्टल_चालू_करो
@ChouhanShivraj 
@JM_Scindia 
@Indersinghsjp 
माननीय
चौराहों पर ये चर्चा ए आम है
कि भाजपा शासन में सिर्फ आलपिन से काम है
क्योंकि सच्चाई कभी दफन नहीं होती
काला तो बहुत हो चुका,
अब उस पर सफेद पोत दीजिये
समदर्शी बनकर पोर्टल पुनः चालू कर दीजिये",[],['शिक्षक_ट्रांसफर_पोर्टल_चालू_करो'],"['prabhatkhabar', 'ChouhanShivraj', 'JM_Scindia', 'Indersinghsjp']",['https://t.co/p47eRrUipG'], prabhatkhabar  शिक्षक ट्रांसफर पोर्टल चालू करो ChouhanShivraj  JM Scindia  Indersinghsjp माननीयचौराहों पर ये चर्चा ए आम हैकि भाजपा शासन में सिर्फ आलपिन से काम हैक्योंकि सच्चाई कभी दफन नहीं होतीकाला तो बहुत हो चुका अब उस पर सफेद पोत दीजियेसमदर्शी बनकर पोर्टल पुनः चालू कर दीजिये
29,hi,1439450234858340353,2256875550, ZeeMPCG  शिक्षक ट्रांसफर पोर्टल चालू करो ChouhanShivraj  JM Scindia  Indersinghsjp माननीयचौराहों पर ये चर्चा ए आम हैकि भाजपा शासन में सिर्फ आलपिन से काम हैक्योंकि सच्चाई कभी दफन नहीं होतीकाला तो बहुत हो चुका अब उस पर सफेद पोत दीजियेसमदर्शी बनकर पोर्टल पुनः चालू कर दीजिये,1439455439398137861,False,,2021-09-19T05:04:55.000Z,India,"@ZeeMPCG #शिक्षक_ट्रांसफर_पोर्टल_चालू_करो
@ChouhanShivraj 
@JM_Scindia 
@Indersinghsjp 
माननीय
चौराहों पर ये चर्चा ए आम है
कि भाजपा शासन में सिर्फ आलपिन से काम है
क्योंकि सच्चाई कभी दफन नहीं होती
काला तो बहुत हो चुका,
अब उस पर सफेद पोत दीजिये
समदर्शी बनकर पोर्टल पुनः चालू कर दीजिये",[],['शिक्षक_ट्रांसफर_पोर्टल_चालू_करो'],"['ZeeMPCG', 'ChouhanShivraj', 'JM_Scindia', 'Indersinghsjp']",['https://t.co/Vvguy3VZka'], ZeeMPCG  शिक्षक ट्रांसफर पोर्टल चालू करो ChouhanShivraj  JM Scindia  Indersinghsjp माननीयचौराहों पर ये चर्चा ए आम हैकि भाजपा शासन में सिर्फ आलपिन से काम हैक्योंकि सच्चाई कभी दफन नहीं होतीकाला तो बहुत हो चुका अब उस पर सफेद पोत दीजियेसमदर्शी बनकर पोर्टल पुनः चालू कर दीजिये
30,hi,1439447772936097792,933737770169675776,जिला अस्पताल में डायलसिस मशीन में संचालन के लिए एक टेक्नीशियन की नियुक्ति के लिए राशि स्वीकृतबैकुंठपुर में स्वामी आत्मानंद इंग्लिश मीडियम स्कूल के भवन निर्माण और जीर्णोद्धार के लिए 1 करोड़ 44 लाख की राशि भी की स्वीकृत  कलेक्टर ने डीएमएफ के तहत दी राशि IYCKoriya aadi surguja,1439447776807383042,False,,2021-09-19T04:34:28.000Z,India,"जिला अस्पताल में डायलसिस मशीन में संचालन के लिए एक टेक्नीशियन की नियुक्ति के लिए राशि स्वीकृत
बैकुंठपुर में स्वामी आत्मानंद इंग्लिश मीडियम स्कूल के भवन निर्माण और जीर्णोद्धार के लिए 1 करोड़ 44 लाख की राशि भी की स्वीकृत, कलेक्टर ने डीएमएफ के तहत दी राशि

#IYCKoriya
@aadi_surguja",[],[],[],['https://t.co/LKsULfAvzg'],जिला अस्पताल में डायलसिस मशीन में संचालन के लिए एक टेक्नीशियन की नियुक्ति के लिए राशि स्वीकृतबैकुंठपुर में स्वामी आत्मानंद इंग्लिश मीडियम स्कूल के भवन निर्माण और जीर्णोद्धार के लिए 1 करोड़ 44 लाख की राशि भी की स्वीकृत  कलेक्टर ने डीएमएफ के तहत दी राशि IYCKoriya aadi surguja
31,hi,1439419518665703427,1916536332, LalanKumarINC  myogiadityanath  INCIndia  INCUttarPradesh  RahulGandhi  priyankagandhi  myogioffice  CMOfficeUP  BJP4UP piyushtiwari0142 gmail com,1439444602583339011,False,,2021-09-19T04:21:51.000Z,India,@LalanKumarINC @myogiadityanath @INCIndia @INCUttarPradesh @RahulGandhi @priyankagandhi @myogioffice @CMOfficeUP @BJP4UP piyushtiwari0142@gmail.com,[],[],"['LalanKumarINC', 'myogiadityanath', 'INCIndia', 'INCUttarPradesh', 'RahulGandhi', 'priyankagandhi', 'myogioffice', 'CMOfficeUP']",['https://t.co/B328HuokTP'], LalanKumarINC  myogiadityanath  INCIndia  INCUttarPradesh  RahulGandhi  priyankagandhi  myogioffice  CMOfficeUP  BJP4UP piyushtiwari0142 gmail com
32,hi,1439267612957937676,978594639379943425, dipro nuh एक PHC आरोही स्कूल तावड़ू के साथ लगती 5 एकड़ जमीन पर बननी चाहिए और तावड़ू नुह रोड पर लगती हे इससे बनने से सीलकोह  ढिलंमकी छारोडा  नूरपुर  चिलावली  मसीत  डालवास  नानुका  मंडारका बावला  चिला  भाजलाका  गुआरका कांगरका बुराक़ा पचगांव आदि गांवों का फायदा पहुंचेगा  Districtnuh,1439397816930127874,False,,2021-09-19T01:15:56.000Z,India,"@dipro_nuh एक PHC आरोही स्कूल तावड़ू के साथ लगती 5 एकड़ जमीन पर बननी चाहिए और तावड़ू नुह रोड पर लगती हे 
इससे बनने से सीलकोह, ढिलंमकी छारोडा, नूरपुर, चिलावली, मसीत, डालवास, नानुका, मंडारका बावला, चिला, भाजलाका, गुआरका कांगरका बुराक़ा पचगांव आदि गांवों का फायदा पहुंचेगा @Districtnuh",[],[],['dipro_nuh'],['https://t.co/QNu7uWe0bc'], dipro nuh एक PHC आरोही स्कूल तावड़ू के साथ लगती 5 एकड़ जमीन पर बननी चाहिए और तावड़ू नुह रोड पर लगती हे इससे बनने से सीलकोह  ढिलंमकी छारोडा  नूरपुर  चिलावली  मसीत  डालवास  नानुका  मंडारका बावला  चिला  भाजलाका  गुआरका कांगरका बुराक़ा पचगांव आदि गांवों का फायदा पहुंचेगा  Districtnuh
33,hi,1439252120272707586,1303247617489469440, NNJNorth इधर उधर का ज्ञान बाटने की बजाय 2 दिन पहले मेने एक समस्या पोस्ट की है  उसका समाधान करें,1439527710057897994,False,,2021-09-19T09:52:05.000Z,India,"@NNJNorth इधर उधर का ज्ञान बाटने की बजाय 2 दिन पहले मेने एक समस्या पोस्ट की है, उसका समाधान करें",[],[],['NNJNorth'],[], NNJNorth इधर उधर का ज्ञान बाटने की बजाय 2 दिन पहले मेने एक समस्या पोस्ट की है  उसका समाधान करें
34,hi,1439245153575702535,331631991, omit iam  priyankagandhi  yadavakhilesh  SanjayAzadSln  jayantrld  Editor  Sanjay  PragyaLive  bstvlive  ndtv  RahulGandhi  RakeshTikaitBKU  ICMRDELHI शुभ बोलो तुम्हारे मुंह में कीड़े पड़े,1439450591059644416,False,,2021-09-19T04:45:39.000Z,India,"@omit_iam @priyankagandhi @yadavakhilesh @SanjayAzadSln @jayantrld @Editor__Sanjay @PragyaLive @bstvlive @ndtv @RahulGandhi @RakeshTikaitBKU @ICMRDELHI शुभ बोलो
 तुम्हारे मुंह में कीड़े पड़े",[],[],"['omit_iam', 'priyankagandhi', 'yadavakhilesh', 'SanjayAzadSln', 'jayantrld', 'Editor__Sanjay', 'PragyaLive', 'bstvlive', 'ndtv']",['https://t.co/VDcEYJvFn6'], omit iam  priyankagandhi  yadavakhilesh  SanjayAzadSln  jayantrld  Editor  Sanjay  PragyaLive  bstvlive  ndtv  RahulGandhi  RakeshTikaitBKU  ICMRDELHI शुभ बोलो तुम्हारे मुंह में कीड़े पड़े
