,tweet_lang,replied_to_tweet_id,replied_to_user_id,reply_text,id,verified,text_hi,tweet_date,country,tweet_text,tweet_emoticons,hashtags,mentions,tweet_urls,text_en,text_es
10,hi,1440556648167215106,2978598960, AIRNewsHindi  TruthOfShraadhपित्र पूजा  श्राद्ध क्रिया आदि करने से कोई लाभ नहीं होता।https   t co 3srd914RPsअधिक जानकारी के लिए Sant Rampal Ji Maharaj Youtube Channel पर Visit करें।   https   t co ype5M4IRDQ,1440557698056028171,False, AIRNewsHindi  TruthOfShraadhपित्र पूजा  श्राद्ध क्रिया आदि करने से कोई लाभ नहीं होता।https   t co 3srd914RPsअधिक जानकारी के लिए Sant Rampal Ji Maharaj Youtube Channel पर Visit करें।   https   t co ype5M4IRDQ,2021-09-22T06:04:54.000Z,India,"@AIRNewsHindi #TruthOfShraadh
पित्र पूजा, श्राद्ध क्रिया आदि करने से कोई लाभ नहीं होता।
https://t.co/3srd914RPs
📲अधिक जानकारी के लिए Sant Rampal Ji Maharaj Youtube Channel पर Visit करें। | https://t.co/ype5M4IRDQ",['📲'],['TruthOfShraadh'],['AIRNewsHindi'],"['https://t.co/3srd914RPs', 'https://t.co/vQkQ2SWYnH']",,
11,hi,1440550614853767171,921296037632868353, PIBDehradun क्या कभी आपके माधयम से इस बात पर भी आवाज उठ सकती है  https   t co 6EKWtPTW3q,1440550918076833797,False, PIBDehradun क्या कभी आपके माधयम से इस बात पर भी आवाज उठ सकती है  https   t co 6EKWtPTW3q,2021-09-22T05:37:57.000Z,India,@PIBDehradun क्या कभी आपके माधयम से इस बात पर भी आवाज उठ सकती है? https://t.co/6EKWtPTW3q,[],[],['PIBDehradun'],[],,
12,hi,1440548631325515784,3000838099, PIBHindi  MoHFW INDIA  COVIDNewsByMIB कोरोना से बचाव के लिए सामाजिक दूरी रखना जरूरी है।व्यक्तिगत स्वच्छताऔरशारीरिक दूरी बनाए रखें।छींकते और खांसते समय अपनी नाक मुंह को रूमाल या टिशू से ढंकें।लॉकडाउन का ईमानदारी से पालन करें।अपने इम्यून सिस्टम को मजबूत बनाएं।अपने तापमान और श्वसन लक्षणों की जांच नियमित रूप से करें।,1440554867966177281,False, PIBHindi  MoHFW INDIA  COVIDNewsByMIB कोरोना से बचाव के लिए सामाजिक दूरी रखना जरूरी है।व्यक्तिगत स्वच्छताऔरशारीरिक दूरी बनाए रखें।छींकते और खांसते समय अपनी नाक मुंह को रूमाल या टिशू से ढंकें।लॉकडाउन का ईमानदारी से पालन करें।अपने इम्यून सिस्टम को मजबूत बनाएं।अपने तापमान और श्वसन लक्षणों की जांच नियमित रूप से करें।,2021-09-22T05:53:39.000Z,India,"@PIBHindi @MoHFW_INDIA @COVIDNewsByMIB कोरोना से बचाव के लिए सामाजिक दूरी रखना जरूरी है।व्यक्तिगत स्वच्छताऔरशारीरिक दूरी बनाए रखें।
छींकते और खांसते समय अपनी नाक,मुंह को रूमाल या टिशू से ढंकें।
लॉकडाउन का ईमानदारी से पालन करें।
अपने इम्यून सिस्टम को मजबूत बनाएं।
अपने तापमान और श्वसन लक्षणों की जांच नियमित रूप से करें।",[],[],"['PIBHindi', 'MoHFW_INDIA', 'COVIDNewsByMIB']",['https://t.co/RKL9CCaPIu'],,
13,en,1440548631325515784,3000838099, PIBHindi  MoHFW INDIA  COVIDNewsByMIB  COVID19Update 82 65 Cr  vaccine doses administered so far under Nationwide Vaccination DriveActive cases account for less than 1  of total cases  currently at 0 90   lowest since March 2020Active caseload stands at 3 01 989  lowest in 186 days MoHFW INDIA COVIDNewsByMIB https   t co RU4LTZBxQ3,1440553524635443208,False,,2021-09-22T05:48:19.000Z,India,"@PIBHindi @MoHFW_INDIA @COVIDNewsByMIB #COVID19Update 
82.65 Cr. vaccine doses administered so far under Nationwide Vaccination Drive

Active cases account for less than 1% of total cases, currently at 0.90%; lowest since March 2020

Active caseload stands at 3,01,989; lowest in 186 days
@MoHFW_INDIA
@COVIDNewsByMIB https://t.co/RU4LTZBxQ3",[],['COVID19Update'],"['PIBHindi', 'MoHFW_INDIA', 'COVIDNewsByMIB']",['https://t.co/QmEYSif2IF'], PIBHindi  MoHFW INDIA  COVIDNewsByMIB  COVID19Update 82 65 Cr  vaccine doses administered so far under Nationwide Vaccination DriveActive cases account for less than 1  of total cases  currently at 0 90   lowest since March 2020Active caseload stands at 3 01 989  lowest in 186 days MoHFW INDIA COVIDNewsByMIB https   t co RU4LTZBxQ3,
14,hi,1440524288742748166,1397181380719611909, OfficeOfAdeshG  adeshguptabjp  narendramodi  JPNadda  AmitShah  PandaJay  alka gurjar  siddharthanbjp  RamvirBidhuri  hdmalhotra  dineshpratapbjp  kuljeetschahal मेरा अध्यक्ष मेरा अभिमान,1440545578467815428,False, OfficeOfAdeshG  adeshguptabjp  narendramodi  JPNadda  AmitShah  PandaJay  alka gurjar  siddharthanbjp  RamvirBidhuri  hdmalhotra  dineshpratapbjp  kuljeetschahal मेरा अध्यक्ष मेरा अभिमान,2021-09-22T05:16:44.000Z,India,@OfficeOfAdeshG @adeshguptabjp @narendramodi @JPNadda @AmitShah @PandaJay @alka_gurjar @siddharthanbjp @RamvirBidhuri @hdmalhotra @dineshpratapbjp @kuljeetschahal मेरा अध्यक्ष मेरा अभिमान,[],[],"['OfficeOfAdeshG', 'adeshguptabjp', 'narendramodi', 'JPNadda', 'AmitShah', 'PandaJay', 'alka_gurjar', 'siddharthanbjp']",['https://t.co/IjB1IvRuqg'],,
15,hi,1440518491338018821,337065278, BJP4Delhi  adeshguptabjp केजरीवाल भगाओ दिल्ली बचाओ अभियान जरूरी है,1440630554878042122,False, BJP4Delhi  adeshguptabjp केजरीवाल भगाओ दिल्ली बचाओ अभियान जरूरी है,2021-09-22T10:54:24.000Z,India,@BJP4Delhi @adeshguptabjp केजरीवाल भगाओ दिल्ली बचाओ अभियान जरूरी है,[],[],"['BJP4Delhi', 'adeshguptabjp']",[],,
16,en,1440434797776498699,1040176943818268672, TejpalRanaGzb Congratulations,1440519360720687107,False,,2021-09-22T03:32:33.000Z,India,@TejpalRanaGzb Congratulations,[],[],['TejpalRanaGzb'],[], TejpalRanaGzb Congratulations,
17,hi,1440373272562921478,918781224839032832, KanuDesai180 Pehle road bana vapi pardi Valsad Ke  Baad me bol bachchan de,1440374858953592833,False, KanuDesai180 Pehle road bana vapi pardi Valsad Ke  Baad me bol bachchan de,2021-09-21T17:58:21.000Z,India,@KanuDesai180 Pehle road bana vapi pardi Valsad Ke. Baad me bol bachchan de,[],[],['KanuDesai180'],[],,
18,hi,1440369568686301188,978941133383454726, jabalpurdm  karmveer2010 Sir aap panna se kya gaye  panna me sanghi hi sanghi chhaye huye hai ,1440371532727873544,False, jabalpurdm  karmveer2010 Sir aap panna se kya gaye  panna me sanghi hi sanghi chhaye huye hai ,2021-09-21T17:45:08.000Z,India,@jabalpurdm @karmveer2010 Sir aap panna se kya gaye #panna me sanghi hi sanghi chhaye huye hai.,[],['panna'],"['jabalpurdm', 'karmveer2010']",[],,
19,hi,1440349450447192076,1231898968352788481, Motisinghpate17  Nareshfiroda2  BertyThomas  JansamparkMP फेसबुक पर है  ,1440494165935067143,False, Motisinghpate17  Nareshfiroda2  BertyThomas  JansamparkMP फेसबुक पर है  ,2021-09-22T01:52:26.000Z,India,@Motisinghpate17 @Nareshfiroda2 @BertyThomas @JansamparkMP फेसबुक पर है||,[],[],"['Motisinghpate17', 'Nareshfiroda2', 'BertyThomas', 'JansamparkMP']",[],,
20,hi,1440349450447192076,1231898968352788481, Nareshfiroda2  BertyThomas  JansamparkMP नरसिंहपुर की लिस्ट भी डालिए न जी,1440350553389682701,False, Nareshfiroda2  BertyThomas  JansamparkMP नरसिंहपुर की लिस्ट भी डालिए न जी,2021-09-21T16:21:47.000Z,India,@Nareshfiroda2 @BertyThomas @JansamparkMP नरसिंहपुर की लिस्ट भी डालिए न जी,[],[],"['Nareshfiroda2', 'BertyThomas', 'JansamparkMP']",[],,
21,hi,1440345662248292354,1030007156, anujakapurindia  iAmritapandey   adeshguptabjp  OfficeOfAdeshG  siddharthanbjp  BJP4India  BJP4Delhi  kuljeetschahal  AshokGoelBJP  Rajan Tewari  alka gurjar बहुत बहुत बधाई,1440352547227639813,False, anujakapurindia  iAmritapandey   adeshguptabjp  OfficeOfAdeshG  siddharthanbjp  BJP4India  BJP4Delhi  kuljeetschahal  AshokGoelBJP  Rajan Tewari  alka gurjar बहुत बहुत बधाई,2021-09-21T16:29:42.000Z,India,@anujakapurindia @iAmritapandey_ @adeshguptabjp @OfficeOfAdeshG @siddharthanbjp @BJP4India @BJP4Delhi @kuljeetschahal @AshokGoelBJP @Rajan_Tewari @alka_gurjar बहुत-बहुत बधाई,[],[],"['anujakapurindia', 'iAmritapandey_', 'adeshguptabjp', 'OfficeOfAdeshG', 'siddharthanbjp', 'BJP4India', 'BJP4Delhi']",['https://t.co/xPtmgpOb23'],,
22,en,1440324216134328327,1248189719474663425, ChapraTak  nildeoreIAS  Saran dm  NitishKumar  mangalpandeybjp  KaushalAliKhan Congratulations Saran ,1440654796143271949,False,,2021-09-22T12:30:44.000Z,India,@ChapraTak @nildeoreIAS @Saran_dm @NitishKumar @mangalpandeybjp @KaushalAliKhan Congratulations Saran 👏👏🎉💐,"['🎉', '👏', '💐']",[],"['ChapraTak', 'nildeoreIAS', 'Saran_dm', 'NitishKumar', 'mangalpandeybjp', 'KaushalAliKhan']",[], ChapraTak  nildeoreIAS  Saran dm  NitishKumar  mangalpandeybjp  KaushalAliKhan Congratulations Saran ,
23,hi,1440324216134328327,1248189719474663425, ChapraTak  nildeoreIAS  Saran dm  NitishKumar  mangalpandeybjp  KaushalAliKhan बधाई हो आपको।,1440627077938442244,False, ChapraTak  nildeoreIAS  Saran dm  NitishKumar  mangalpandeybjp  KaushalAliKhan बधाई हो आपको।,2021-09-22T10:40:35.000Z,India,@ChapraTak @nildeoreIAS @Saran_dm @NitishKumar @mangalpandeybjp @KaushalAliKhan बधाई हो आपको।,[],[],"['ChapraTak', 'nildeoreIAS', 'Saran_dm', 'NitishKumar', 'mangalpandeybjp', 'KaushalAliKhan']",[],,
24,hi,1440278306805280780,1490828047, NsDewal गहलोत सरकार की कार्यप्रणाली तो देखिएचयनित छात्र 8महिने इंतजार के बाद 69दिन से  REET2018 धरनाप्रदर्शन बीकानेर धरना दे रहे है ओर मिल रही है तारीख पे तारीख REET2018 JOINING DO  NsDewalआपसे सहयोग की अपेक्षा है https   t co WxR5K6t8Rx,1440282148959768581,False, NsDewal गहलोत सरकार की कार्यप्रणाली तो देखिएचयनित छात्र 8महिने इंतजार के बाद 69दिन से  REET2018 धरनाप्रदर्शन बीकानेर धरना दे रहे है ओर मिल रही है तारीख पे तारीख REET2018 JOINING DO  NsDewalआपसे सहयोग की अपेक्षा है https   t co WxR5K6t8Rx,2021-09-21T11:49:58.000Z,India,"@NsDewal गहलोत सरकार की कार्यप्रणाली तो देखिए
चयनित छात्र 8महिने इंतजार के बाद 69दिन से #REET2018_धरनाप्रदर्शन_बीकानेर धरना दे रहे है ओर मिल रही है तारीख पे तारीख
#REET2018_JOINING_DO 

@NsDewal
आपसे सहयोग की अपेक्षा है🙏🙏
 https://t.co/WxR5K6t8Rx",['🙏'],[],['NsDewal'],['https://t.co/dC2CBVuCrS'],,
25,en,1440259319899983885,2596143056, MoHFW INDIA  PMOIndia  mansukhmandviya  ianuragthakur Abusing Female MBBS students in lecture by Haryana govt prof Sumit kumar show how concerned is  cmohry towards safety of women  Beti Bachao Beti Padhao  slogan is just for votes  Terminate sumitkumar  bpsgmc harassment  PMOIndia  EduMinOfIndia  IMAIndiaOrg  NMC INdHelp https   t co 0jl0UwJeY3,1440260454052368394,False,,2021-09-21T10:23:45.000Z,India,"@MoHFW_INDIA @PMOIndia @mansukhmandviya @ianuragthakur Abusing Female MBBS students in lecture by Haryana govt prof Sumit kumar show how concerned is @cmohry towards safety of women.""Beti Bachao Beti Padhao"" slogan is just for votes?

#Terminate_sumitkumar #bpsgmc_harassment @PMOIndia @EduMinOfIndia @IMAIndiaOrg @NMC_INd
Help https://t.co/0jl0UwJeY3",[],[],"['MoHFW_INDIA', 'PMOIndia', 'mansukhmandviya', 'ianuragthakur']",['https://t.co/SKo16O05oA'], MoHFW INDIA  PMOIndia  mansukhmandviya  ianuragthakur Abusing Female MBBS students in lecture by Haryana govt prof Sumit kumar show how concerned is  cmohry towards safety of women  Beti Bachao Beti Padhao  slogan is just for votes  Terminate sumitkumar  bpsgmc harassment  PMOIndia  EduMinOfIndia  IMAIndiaOrg  NMC INdHelp https   t co 0jl0UwJeY3,
26,hi,1440255796005146625,375777758, vdsharmabjp धार जिला बहुत बड़ा जिला है मेडिकल कॉलेज खुलवाने की कृपा करें इसका लाभ अलीराजपुर झाबुआ  बड़वानी जिलों को भी मिलेगा,1440425831596052480,False, vdsharmabjp धार जिला बहुत बड़ा जिला है मेडिकल कॉलेज खुलवाने की कृपा करें इसका लाभ अलीराजपुर झाबुआ  बड़वानी जिलों को भी मिलेगा,2021-09-21T21:20:54.000Z,India,@vdsharmabjp धार जिला बहुत बड़ा जिला है मेडिकल कॉलेज खुलवाने की कृपा करें इसका लाभ अलीराजपुर/झाबुआ/ बड़वानी जिलों को भी मिलेगा,[],[],['vdsharmabjp'],[],,
27,hi,1440255796005146625,375777758, vdsharmabjp मोदी है तो मुमकिन है,1440376226867126272,False, vdsharmabjp मोदी है तो मुमकिन है,2021-09-21T18:03:48.000Z,India,@vdsharmabjp मोदी है तो मुमकिन है,[],[],['vdsharmabjp'],[],,
28,hi,1440239834488999941,1021250639769358339, bjpsanjaybhatia मोदी है तो मुमकिन है,1440308959965970443,False, bjpsanjaybhatia मोदी है तो मुमकिन है,2021-09-21T13:36:30.000Z,India,@bjpsanjaybhatia मोदी है तो मुमकिन है,[],[],['bjpsanjaybhatia'],[],,
29,hi,1440237538556272646,1077892500625473538, SantoshCbjp  schaurasiabjp  BJP4India  bhikhubhaidbjp  bjp4 patna  BJP4Bihar  JPNadda  narendramodi सक्षम नेतृत्व का परिणाम है,1440240496492695558,False, SantoshCbjp  schaurasiabjp  BJP4India  bhikhubhaidbjp  bjp4 patna  BJP4Bihar  JPNadda  narendramodi सक्षम नेतृत्व का परिणाम है,2021-09-21T09:04:27.000Z,India,@SantoshCbjp @schaurasiabjp @BJP4India @bhikhubhaidbjp @bjp4_patna @BJP4Bihar @JPNadda @narendramodi सक्षम नेतृत्व का परिणाम है,[],[],"['SantoshCbjp', 'schaurasiabjp', 'BJP4India', 'bhikhubhaidbjp', 'bjp4_patna', 'BJP4Bihar', 'JPNadda', 'narendramodi']",[],,
30,hi,1440233199494303748,1675401614, AkashVOnline  narendramodi जय हो,1440768334039957504,False, AkashVOnline  narendramodi जय हो,2021-09-22T20:01:53.000Z,India,@AkashVOnline @narendramodi जय हो,[],[],"['AkashVOnline', 'narendramodi']",[],,
31,hi,1440233199494303748,1675401614, AkashVOnline  narendramodi प्रधानसेवक आ   narendramodi जी जिंदाबाद  संवेदनशील विधायक श्री  AkashVOnline जिंदाबाद  ,1440764686488649736,False, AkashVOnline  narendramodi प्रधानसेवक आ   narendramodi जी जिंदाबाद  संवेदनशील विधायक श्री  AkashVOnline जिंदाबाद  ,2021-09-22T19:47:24.000Z,India,"@AkashVOnline @narendramodi प्रधानसेवक आ. @narendramodi जी जिंदाबाद..💪😊🚩
संवेदनशील विधायक श्री @AkashVOnline जिंदाबाद..✌️💐🙏","['🙏', '✌️', '💐', '💪', '😊', '🚩']",[],"['AkashVOnline', 'narendramodi', 'narendramodi', 'AkashVOnline']",[],,
32,hi,1440206889061474313,988665875686359040, dc garhwa  JharkhandCMO  prdjharkhand  iprd garhwa https   t co OvF4PxwLHB aapke kshetra ka case hai ise bhi dekhne ki kripa karein,1440227415083548672,False, dc garhwa  JharkhandCMO  prdjharkhand  iprd garhwa https   t co OvF4PxwLHB aapke kshetra ka case hai ise bhi dekhne ki kripa karein,2021-09-21T08:12:28.000Z,India,@dc_garhwa @JharkhandCMO @prdjharkhand @iprd_garhwa https://t.co/OvF4PxwLHB aapke kshetra ka case hai ise bhi dekhne ki kripa karein,[],[],"['dc_garhwa', 'JharkhandCMO', 'prdjharkhand', 'iprd_garhwa']",['https://t.co/OvF4PxwLHB'],,
33,hi,1440206889061474313,988665875686359040, dc garhwa  JharkhandCMO  prdjharkhand  iprd garhwa सर जी रपुरा गांव के ग्रामीण बहुत कष्ट भरी जिंदगी जी रहे अच्छी सड़क ना होने के कारण लोग कैसे जाएंगे नजदीकी टीकाकरण केन्द्र वैक्सीन लेने।।  https   t co wShy5mnGaT,1440212109179060224,False, dc garhwa  JharkhandCMO  prdjharkhand  iprd garhwa सर जी रपुरा गांव के ग्रामीण बहुत कष्ट भरी जिंदगी जी रहे अच्छी सड़क ना होने के कारण लोग कैसे जाएंगे नजदीकी टीकाकरण केन्द्र वैक्सीन लेने।।  https   t co wShy5mnGaT,2021-09-21T07:11:39.000Z,India,"@dc_garhwa @JharkhandCMO @prdjharkhand @iprd_garhwa सर जी,
रपुरा गांव के ग्रामीण बहुत कष्ट भरी जिंदगी जी रहे अच्छी सड़क ना होने के कारण लोग कैसे जाएंगे नजदीकी टीकाकरण केन्द्र वैक्सीन लेने।।,🙏🙏 https://t.co/wShy5mnGaT",['🙏'],[],"['dc_garhwa', 'JharkhandCMO', 'prdjharkhand', 'iprd_garhwa']",['https://t.co/lZKCVtNR2Z'],,
34,hi,1440187953095929860,874241422265769984, IPRD Bihar  PMOIndia  MoHFW INDIA  mangalpandeybjp  NanaPatekar Ek Machhar Aadmi ko Hizra bana deta hai  Oise Hni  Chor  CMBiharOffice System ko Chor bana Dia hai  Kya Sare hni  IASassociation  IPS Association Chor hai  NitishKumar Sarkar me 2008 se   bihar police  DGPBiharSKSinghal vi  ECISVEEP ka  dm vaishali Why,1440215981175894025,False, IPRD Bihar  PMOIndia  MoHFW INDIA  mangalpandeybjp  NanaPatekar Ek Machhar Aadmi ko Hizra bana deta hai  Oise Hni  Chor  CMBiharOffice System ko Chor bana Dia hai  Kya Sare hni  IASassociation  IPS Association Chor hai  NitishKumar Sarkar me 2008 se   bihar police  DGPBiharSKSinghal vi  ECISVEEP ka  dm vaishali Why,2021-09-21T07:27:02.000Z,India,"@IPRD_Bihar @PMOIndia @MoHFW_INDIA @mangalpandeybjp #NanaPatekar 

Ek Machhar Aadmi ko Hizra bana deta hai. 

Oise Hni #Chor @CMBiharOffice 

System ko Chor bana Dia hai. 

Kya Sare hni @IASassociation @IPS_Association Chor hai @NitishKumar Sarkar me 2008 se. 

@bihar_police 
#DGPBiharSKSinghal vi 

@ECISVEEP ka @dm_vaishali 
Why",[],['NanaPatekar'],"['IPRD_Bihar', 'PMOIndia', 'MoHFW_INDIA', 'mangalpandeybjp']",['https://t.co/eL4b3vJjOt'],,
