,tweet_lang,poi_name,poi_id,verified,id,tweet_text,tweet_emoticons,hashtags,mentions,tweet_urls,country,text_en,tweet_date,text_hi
10,hi,drharshvardhan,77732185,True,1439931645990031366,"समाज और देश के बारे में गहराई से सोचने वाले सभी देशवासी मानते हैं कि भारत को एक असाधारण और निःस्वार्थ भाव से सेवा करने वाला प्रधानमंत्री मिला है।

मेरे संसदीय क्षेत्र के एक हजार जरूरतमंद परिवारों ने राशन किट प्राप्त कर मोदी जी को दिल से आशीर्वाद और शुभकामनाएं दिया।
#SevaSamarpan https://t.co/JfVeZDisUp",[],['SevaSamarpan'],[],[],India,,2021-09-20 13:00:00,समाज और देश के बारे में गहराई से सोचने वाले सभी देशवासी मानते हैं कि भारत को एक असाधारण और निःस्वार्थ भाव से सेवा करने वाला प्रधानमंत्री मिला है।मेरे संसदीय क्षेत्र के एक हजार जरूरतमंद परिवारों ने राशन किट प्राप्त कर मोदी जी को दिल से आशीर्वाद और शुभकामनाएं दिया। SevaSamarpan https   t co JfVeZDisUp
11,hi,drharshvardhan,77732185,True,1439930998502789129,"130 करोड़ लोगों के सर्वस्पर्शी व सर्वसमावेशी विकास के लक्ष्य पर अग्रसर PM श्री @narendramodi जी के जन्मदिन पर मेरे संसदीय क्षेत्र चांदनी चौक में आने वाली 5 विधान सभाओं - मॉडल टाउन,सदर बाजार, चांदनी चौक, बल्लीमारान और मटिया महल - में गरीबों को रविवार को मुफ्त राशन वितरित किया गया। https://t.co/fCNCqYVOuq",[],[],['narendramodi'],[],India,,2021-09-20 13:00:00,130 करोड़ लोगों के सर्वस्पर्शी व सर्वसमावेशी विकास के लक्ष्य पर अग्रसर PM श्री  narendramodi जी के जन्मदिन पर मेरे संसदीय क्षेत्र चांदनी चौक में आने वाली 5 विधान सभाओं   मॉडल टाउन सदर बाजार  चांदनी चौक  बल्लीमारान और मटिया महल   में गरीबों को रविवार को मुफ्त राशन वितरित किया गया। https   t co fCNCqYVOuq
12,hi,drharshvardhan,77732185,True,1439857735357452295,"रेल यात्रा को सुगम व सुरक्षित बनाने के लिए अहर्निश तत्पर @RPF_INDIA के समस्त शूरवीरों को रेलवे सुरक्षा बल के स्थापना दिवस की हार्दिक बधाई।
#IndianRailways की सम्पत्तियों की रक्षा हेतु जवानों का समर्पण और उनकी प्रतिबद्धता असाधारण है।कामना है कि यह बल और भी नई बुलंदियों पर पहुंचे।",[],['IndianRailways'],['RPF_INDIA'],[],India,,2021-09-20 08:00:00,रेल यात्रा को सुगम व सुरक्षित बनाने के लिए अहर्निश तत्पर  RPF INDIA के समस्त शूरवीरों को रेलवे सुरक्षा बल के स्थापना दिवस की हार्दिक बधाई। IndianRailways की सम्पत्तियों की रक्षा हेतु जवानों का समर्पण और उनकी प्रतिबद्धता असाधारण है।कामना है कि यह बल और भी नई बुलंदियों पर पहुंचे।
13,hi,drharshvardhan,77732185,True,1439856664866279425,"अखिल विश्व गायत्री परिवार के संस्थापक और आध्यात्मिक गुरु पंडित श्रीराम शर्मा आचार्य जी को उनकी जयंती पर सादर नमन।
आपने अपना जीवन समाज की भलाई तथा सांस्कृतिक व चारित्रिक उत्थान के लिये समर्पित कर दिया।
@BJP4India https://t.co/PYfBwSNduw",[],[],['BJP4India'],[],India,,2021-09-20 08:00:00,अखिल विश्व गायत्री परिवार के संस्थापक और आध्यात्मिक गुरु पंडित श्रीराम शर्मा आचार्य जी को उनकी जयंती पर सादर नमन।आपने अपना जीवन समाज की भलाई तथा सांस्कृतिक व चारित्रिक उत्थान के लिये समर्पित कर दिया। BJP4India https   t co PYfBwSNduw
14,hi,drharshvardhan,77732185,True,1439445219523530753,"अध्यात्म और ज्ञान को प्रतिष्ठित करने व धर्माचार्यों में वरेण्य स्थान रखने वाले,भारत मां के परम आराधक,पद्मभूषण पूज्य गुरुदेव स्वामी सत्यमित्रानंद गिरि जी महाराज की जयंती पर सादर नमन्।

पूर्ण विश्वास है कि वे अपने सूक्ष्म स्वरूप में भी देश को अपने आशीर्वाद से अभिसिंचित करते रहेंगे। https://t.co/yLD6oTOPXF",[],[],[],[],India,,2021-09-19 04:00:00,अध्यात्म और ज्ञान को प्रतिष्ठित करने व धर्माचार्यों में वरेण्य स्थान रखने वाले भारत मां के परम आराधक पद्मभूषण पूज्य गुरुदेव स्वामी सत्यमित्रानंद गिरि जी महाराज की जयंती पर सादर नमन्।पूर्ण विश्वास है कि वे अपने सूक्ष्म स्वरूप में भी देश को अपने आशीर्वाद से अभिसिंचित करते रहेंगे। https   t co yLD6oTOPXF
15,hi,drharshvardhan,77732185,True,1439441222301466625,"#अनंत_चतुर्दशी महापर्व की आप सभी को अनंत शुभकामनाएँ।
विघ्नहर्ता भगवान गणेश जी आप सबके जीवन को सुख-समृद्धि और आरोग्य से परिपूर्ण करें।उनकी कृपा से देश उन्नति के पथ पर और अधिक गति से अग्रसर हो।

#AnantChaturdashi #Ganesh #SundayMotivation https://t.co/SaRQMmBWbx",[],"['अनंत_चतुर्दशी', 'AnantChaturdashi', 'Ganesh', 'SundayMotivation']",[],[],India,,2021-09-19 04:00:00, अनंत चतुर्दशी महापर्व की आप सभी को अनंत शुभकामनाएँ।विघ्नहर्ता भगवान गणेश जी आप सबके जीवन को सुख समृद्धि और आरोग्य से परिपूर्ण करें।उनकी कृपा से देश उन्नति के पथ पर और अधिक गति से अग्रसर हो। AnantChaturdashi  Ganesh  SundayMotivation https   t co SaRQMmBWbx
16,hi,drharshvardhan,77732185,True,1439433046365593601,"#भातखंडे संगीत-शास्त्र की रचना कर शास्त्रीय संगीत का पुनर्जागरण करने वाले महान संगीतज्ञ पंडित विष्णु नारायण भातखंडे जी की पुण्यतिथि पर विनम्र श्रद्धांजलि।
अप्रतिम योगदान के लिए शास्त्रीय संगीत जगत सदैव उनका ऋणी रहेगा।
@BJP4India @MinOfCultureGoI @MIB_India https://t.co/PepID4G4NS",[],['भातखंडे'],"['BJP4India', 'MinOfCultureGoI', 'MIB_India']",[],India,,2021-09-19 04:00:00, भातखंडे संगीत शास्त्र की रचना कर शास्त्रीय संगीत का पुनर्जागरण करने वाले महान संगीतज्ञ पंडित विष्णु नारायण भातखंडे जी की पुण्यतिथि पर विनम्र श्रद्धांजलि।अप्रतिम योगदान के लिए शास्त्रीय संगीत जगत सदैव उनका ऋणी रहेगा। BJP4India  MinOfCultureGoI  MIB India https   t co PepID4G4NS
17,hi,drharshvardhan,77732185,True,1439431546541277186,"भारतवंशी #पद्म_भूषण श्रीमती सुनीता विलियम्स जी को उनके जन्मदिन की हार्दिक शुभकामनाएं।
आप अंतरिक्ष में सर्वाधिक वक्त बिताने वाली महिला #astronaut हैं।
आपकी उपलब्धियों से करोड़ों महिलाओं को प्रेरणा मिलती है। देश को आप पर गर्व है।@isro @PMOIndia https://t.co/j5shLJ15R6",[],"['पद्म_भूषण', 'astronaut']","['isro', 'PMOIndia']",[],India,,2021-09-19 03:00:00,भारतवंशी  पद्म भूषण श्रीमती सुनीता विलियम्स जी को उनके जन्मदिन की हार्दिक शुभकामनाएं।आप अंतरिक्ष में सर्वाधिक वक्त बिताने वाली महिला  astronaut हैं।आपकी उपलब्धियों से करोड़ों महिलाओं को प्रेरणा मिलती है। देश को आप पर गर्व है। isro  PMOIndia https   t co j5shLJ15R6
18,hi,drharshvardhan,77732185,True,1439331168827043840,"आदरणीय प्रधानमंत्री श्री @narendramodi जी ने सामाजिक व भौगोलिक चुनौतियों से निपटने के लिए गोवा के समन्वय की सराहना करी।

उन्होंने कहा कि राज्य के दूर-सुदूर में बसे, केनाकोना सब-डिविजन में भी बाकी राज्य की तरह ही तेज़ी से टीकाकरण होना इस तथ्य का प्रमाण है।
@PMOIndia @BJP4Goa https://t.co/PJJwL9Uu55",[],[],"['narendramodi', 'PMOIndia', 'BJP4Goa']",[],India,,2021-09-18 21:00:00,आदरणीय प्रधानमंत्री श्री  narendramodi जी ने सामाजिक व भौगोलिक चुनौतियों से निपटने के लिए गोवा के समन्वय की सराहना करी।उन्होंने कहा कि राज्य के दूर सुदूर में बसे  केनाकोना सब डिविजन में भी बाकी राज्य की तरह ही तेज़ी से टीकाकरण होना इस तथ्य का प्रमाण है। PMOIndia  BJP4Goa https   t co PJJwL9Uu55
19,hi,drharshvardhan,77732185,True,1439330681520209923,"भारत का टीकाकरण अभियान सिर्फ स्वास्थ्य का ही सुरक्षा कवच नहीं, बल्कि यह आजीविका की सुरक्षा का भी कवच है।

इस बात का हमें बेहद गर्व है कि हिमाचल प्रदेश, गोवा, चंडीगढ़ व लक्षद्वीप के सभी पात्र व्यक्तियों को कोरोना वैक्सीन की प्रथम खुराक दी जा चुकी है

@PMOIndia @BJP4India @BJP4Goa https://t.co/1qELkWqjVc",[],[],"['PMOIndia', 'BJP4India', 'BJP4Goa']",[],India,,2021-09-18 21:00:00,भारत का टीकाकरण अभियान सिर्फ स्वास्थ्य का ही सुरक्षा कवच नहीं  बल्कि यह आजीविका की सुरक्षा का भी कवच है।इस बात का हमें बेहद गर्व है कि हिमाचल प्रदेश  गोवा  चंडीगढ़ व लक्षद्वीप के सभी पात्र व्यक्तियों को कोरोना वैक्सीन की प्रथम खुराक दी जा चुकी है PMOIndia  BJP4India  BJP4Goa https   t co 1qELkWqjVc
20,hi,drharshvardhan,77732185,True,1439329752825794560,"गोवा के स्वास्थ्यकर्मियों व टीकाकरण लाभार्थियों से संवाद करते हुए PM श्री @narendramodi जी अपने जन्मदिन पर देशवासियों द्वारा 'ढाई करोड़ टीकाकरण' के रूप में मिले उपहार को याद कर भावुक हो उठे।
उन्होंने कहा, “जन्मदिन तो बहुत आए,लेकिन कल का दिन मेरे मन को छू गया”
@PMOIndia @BJP4India https://t.co/JRSPboJ57k",[],[],"['narendramodi', 'PMOIndia', 'BJP4India']",[],India,,2021-09-18 21:00:00,गोवा के स्वास्थ्यकर्मियों व टीकाकरण लाभार्थियों से संवाद करते हुए PM श्री  narendramodi जी अपने जन्मदिन पर देशवासियों द्वारा  ढाई करोड़ टीकाकरण  के रूप में मिले उपहार को याद कर भावुक हो उठे।उन्होंने कहा  “जन्मदिन तो बहुत आए लेकिन कल का दिन मेरे मन को छू गया” PMOIndia  BJP4India https   t co JRSPboJ57k
21,hi,drharshvardhan,77732185,True,1439246663403462666,"यशस्वी पीएम श्री @narendramodi जी के जन्मदिन के अवसर पर देशभर में चल रहे ‘सेवा समर्पण अभियान’ के अंतर्गत, आज अपने संसदीय क्षेत्र चांदनी चौक के केशवपुरम् जिले की ५ विधान सभाओं में @BJP4Delhi व अक्षयपात्र संस्था द्वारा आयोजित गरीब लोगों के राशन वितरण कार्यक्रम में सम्मिलित हुआ। https://t.co/L1ScswGbmB",[],[],"['narendramodi', 'BJP4Delhi']",[],India,,2021-09-18 15:00:00,यशस्वी पीएम श्री  narendramodi जी के जन्मदिन के अवसर पर देशभर में चल रहे ‘सेवा समर्पण अभियान’ के अंतर्गत  आज अपने संसदीय क्षेत्र चांदनी चौक के केशवपुरम् जिले की ५ विधान सभाओं में  BJP4Delhi व अक्षयपात्र संस्था द्वारा आयोजित गरीब लोगों के राशन वितरण कार्यक्रम में सम्मिलित हुआ। https   t co L1ScswGbmB
22,hi,drharshvardhan,77732185,True,1439181416349069312,"मुझे गर्व है कि मैं अपना जीवन समर्पित कर रहा हूँ …

इन्हीं शब्दों के साथ खुशी-खुशी मां भारती के लिए अपने प्राणों की आहुति देने वाले भारतीय स्वतन्त्रता संग्राम के अप्रतिम क्रान्तिकारी, महान देशभक्त, अमर शहीद श्री #मदनलालढींगरा जी की जयंती पर कोटि-कोटि नमन् 🙏 https://t.co/roNaz69KDR",['🙏'],['मदनलालढींगरा'],[],[],India,,2021-09-18 11:00:00,मुझे गर्व है कि मैं अपना जीवन समर्पित कर रहा हूँ …इन्हीं शब्दों के साथ खुशी खुशी मां भारती के लिए अपने प्राणों की आहुति देने वाले भारतीय स्वतन्त्रता संग्राम के अप्रतिम क्रान्तिकारी  महान देशभक्त  अमर शहीद श्री  मदनलालढींगरा जी की जयंती पर कोटि कोटि नमन्  https   t co roNaz69KDR
23,en,drharshvardhan,77732185,True,1438954768299282432,"🇮🇳 has written history on our beloved PM Sh @narendramodi ji’s  birthday today.
More than 2.5 cr+ doses administered in a single day is a monumental achievement which is being globally acclaimed.

#vaccination #VaccinationUpdate https://t.co/43Bgcc2tpl",['🇮🇳'],"['vaccination', 'VaccinationUpdate']",['narendramodi'],[],India, has written history on our beloved PM Sh  narendramodi ji’s  birthday today More than 2 5 cr  doses administered in a single day is a monumental achievement which is being globally acclaimed  vaccination  VaccinationUpdate https   t co 43Bgcc2tpl,2021-09-17 20:00:00,
24,hi,drharshvardhan,77732185,True,1438942810971906051,"इस अवसर पर मैंने कहा कि मोदी जी जाति, मजहब, क्षेत्र से उपर उठकर पूरे देशवासियों के लिए कार्य करते हैं।
वे गरीबों, दलितों, पिछड़ों आदि की परेशानियों को देखकर भावुक हो जाते हैं।
वे चाहते हैं कि भारत के हर नागरिक का जीवन सुखमय हो तथा हर व्यक्ति स्वाभिमान और सम्मान के साथ जीवन जीये। https://t.co/YL6LoqyvKN",[],[],[],[],India,,2021-09-17 19:00:00,इस अवसर पर मैंने कहा कि मोदी जी जाति  मजहब  क्षेत्र से उपर उठकर पूरे देशवासियों के लिए कार्य करते हैं।वे गरीबों  दलितों  पिछड़ों आदि की परेशानियों को देखकर भावुक हो जाते हैं।वे चाहते हैं कि भारत के हर नागरिक का जीवन सुखमय हो तथा हर व्यक्ति स्वाभिमान और सम्मान के साथ जीवन जीये। https   t co YL6LoqyvKN
25,hi,drharshvardhan,77732185,True,1438940753535725570,"मोहम्मद इस्माइल मेमोरियल सोशल वेलफेयर सोसायटी द्वारा गालिब अकादमी,माता सुन्दरी रोड पर माननीय पीएम @narendramodi जी के जन्मदिन पर आयोजित कार्यक्रम में केक काटकर उनकी दीर्घायु एवं स्वस्थ जीवन की कामना की, जहाँ श्री श्याम जाजू,श्री विजेन्द्र गुप्ता, श्री मोहम्मद इस्माइल उपस्थित थे। https://t.co/vSxVJ3k77e",[],[],['narendramodi'],[],India,,2021-09-17 19:00:00,मोहम्मद इस्माइल मेमोरियल सोशल वेलफेयर सोसायटी द्वारा गालिब अकादमी माता सुन्दरी रोड पर माननीय पीएम  narendramodi जी के जन्मदिन पर आयोजित कार्यक्रम में केक काटकर उनकी दीर्घायु एवं स्वस्थ जीवन की कामना की  जहाँ श्री श्याम जाजू श्री विजेन्द्र गुप्ता  श्री मोहम्मद इस्माइल उपस्थित थे। https   t co vSxVJ3k77e
26,hi,drharshvardhan,77732185,True,1438934983117193219,"कोई भी अभियान तभी सफल होता है जब उसमें जनभागीदारी होती है।मुझे प्रसन्नता है कि इस अभियान में हमें जनता का पूर्ण सहयोग मिल रहा है।मैंने कहा कि संस्था ने अपने अनुकरणीय कार्य के माध्यम से जो लौ जलाई है,वह बुझनी नहीं चाहिए। 
@BJP4Delhi @PMOIndia https://t.co/6KJGA1qygX",[],[],"['BJP4Delhi', 'PMOIndia']",[],India,,2021-09-17 19:00:00,कोई भी अभियान तभी सफल होता है जब उसमें जनभागीदारी होती है।मुझे प्रसन्नता है कि इस अभियान में हमें जनता का पूर्ण सहयोग मिल रहा है।मैंने कहा कि संस्था ने अपने अनुकरणीय कार्य के माध्यम से जो लौ जलाई है वह बुझनी नहीं चाहिए।  BJP4Delhi  PMOIndia https   t co 6KJGA1qygX
27,hi,drharshvardhan,77732185,True,1438932705933070337,"माननीय मोदीजी के जन्मदिन के अवसर पर केशवपुरम क्षेत्र में फेडरेशन ऑफ अशोक विहार द्वारा आयोजित प्लास्टिक निस्तारण कार्यक्रम में भाग लिया।नगर निगम परिवारों को सिंगल यूज प्लास्टिक एकत्रित करने के लिए निःशुल्क,अति आकर्षक बिन दे रहा है। इस अभियान में जनभागीदारी का मैंने आह्वान किया। https://t.co/K8GQliRma9",[],[],[],[],India,,2021-09-17 18:00:00,माननीय मोदीजी के जन्मदिन के अवसर पर केशवपुरम क्षेत्र में फेडरेशन ऑफ अशोक विहार द्वारा आयोजित प्लास्टिक निस्तारण कार्यक्रम में भाग लिया।नगर निगम परिवारों को सिंगल यूज प्लास्टिक एकत्रित करने के लिए निःशुल्क अति आकर्षक बिन दे रहा है। इस अभियान में जनभागीदारी का मैंने आह्वान किया। https   t co K8GQliRma9
28,hi,drharshvardhan,77732185,True,1438927133573713928,"अपने संसदीय क्षेत्र चांदनी चौक के अंतर्गत आने वाली सेवा बस्ती के लगभग 400 छोटे-छोटे बच्चों के बीच ७१-किलो का केक काटकर व बच्चों में खान-पान वितरित कर माननीय पीएम श्री @narendramodi जी का जन्म दिन हर्षोल्लास के साथ मनाया।
मोदीजी के प्रति बच्चों का प्यार देख मन अति प्रफुल्लित हुआ। https://t.co/Zq5bVwfiXX",[],[],['narendramodi'],[],India,,2021-09-17 18:00:00,अपने संसदीय क्षेत्र चांदनी चौक के अंतर्गत आने वाली सेवा बस्ती के लगभग 400 छोटे छोटे बच्चों के बीच ७१ किलो का केक काटकर व बच्चों में खान पान वितरित कर माननीय पीएम श्री  narendramodi जी का जन्म दिन हर्षोल्लास के साथ मनाया।मोदीजी के प्रति बच्चों का प्यार देख मन अति प्रफुल्लित हुआ। https   t co Zq5bVwfiXX
29,hi,drharshvardhan,77732185,True,1438924687417888769,"देश के प्रधान सेवक श्री @narendramodi जी के जन्मदिन पर मेरे संसदीय क्षेत्र चांदनी चौक के भाजपा युवा मोर्चा ने एक रक्तदान शिविर का आयोजन कमला नगर मंडल में स्थित गीता भवन में किया।
इस रक्तदान शिविर में 100 से अधिक युवाओं ने स्वेच्छा से आकर देश के वीर सैनिकों के लिए रक्तदान किया। https://t.co/1OwbPpToQh",[],[],['narendramodi'],[],India,,2021-09-17 18:00:00,देश के प्रधान सेवक श्री  narendramodi जी के जन्मदिन पर मेरे संसदीय क्षेत्र चांदनी चौक के भाजपा युवा मोर्चा ने एक रक्तदान शिविर का आयोजन कमला नगर मंडल में स्थित गीता भवन में किया।इस रक्तदान शिविर में 100 से अधिक युवाओं ने स्वेच्छा से आकर देश के वीर सैनिकों के लिए रक्तदान किया। https   t co 1OwbPpToQh
