,tweet_lang,replied_to_tweet_id,replied_to_user_id,reply_text,id,verified,text_en,tweet_date,country,tweet_text,tweet_emoticons,hashtags,mentions,tweet_urls,text_es
28,en,1441154832144822275,18563796, KTAR923 Of COURSE they did   Once you find out that millions of suckers would follow your orders and take the FIRST shot   well then   Why stop there   Get em to take another   and yet another    Hell there will be one or two every year from now on  Please Sir   may I have another  ,1441156047368978449,False, KTAR923 Of COURSE they did   Once you find out that millions of suckers would follow your orders and take the FIRST shot   well then   Why stop there   Get em to take another   and yet another    Hell there will be one or two every year from now on  Please Sir   may I have another  ,2021-09-23T21:42:31.000Z,USA,"@KTAR923 Of COURSE they did . Once you find out that millions of suckers would follow your orders and take the FIRST shot , well then , Why stop there , Get em to take another , and yet another  , Hell there will be one or two every year from now on. Please Sir , may I have another. 😵‍💫🥴","['😵\u200d💫', '🥴']",[],['KTAR923'],['https://t.co/cXEzhDsmBa'],
29,en,1441154679107309568,1176994477, TheLeadCNN OPTIONS Elore them https   t co s68OgVfXU4,1441159697948495877,False, TheLeadCNN OPTIONS Elore them https   t co s68OgVfXU4,2021-09-23T21:57:02.000Z,USA,"@TheLeadCNN OPTIONS.

Explore them.

https://t.co/s68OgVfXU4",['xp'],[],['TheLeadCNN'],['https://t.co/s68OgVfXU4'],
30,en,1441154679107309568,1176994477, TheLeadCNN Progressives ARE the fucking terrorists They do not like Jews tapper must be pissed   But  has to just sit there and coddle to them  https   t co Pi70OVJq0P,1441159572912148485,False, TheLeadCNN Progressives ARE the fucking terrorists They do not like Jews tapper must be pissed   But  has to just sit there and coddle to them  https   t co Pi70OVJq0P,2021-09-23T21:56:32.000Z,USA,"@TheLeadCNN Progressives ARE the fucking terrorists!

They do not like Jews.

tapper must be pissed.  But, has to just sit there and coddle to them! https://t.co/Pi70OVJq0P",[],[],['TheLeadCNN'],['https://t.co/TjXGrYlJyp'],
31,en,1441154679107309568,1176994477, TheLeadCNN “Thinks” Lemme see Approval DENIED for people younger than 65  for safety concerns  heart blowing up  as one  Yet  approved for EMERGENCY USE on those 65 and older  most vulnerable  population Lemme ask WHAT THE FUCK KINDA SENSE DOES THAT MAKE ,1441159214152310787,False, TheLeadCNN “Thinks” Lemme see Approval DENIED for people younger than 65  for safety concerns  heart blowing up  as one  Yet  approved for EMERGENCY USE on those 65 and older  most vulnerable  population Lemme ask WHAT THE FUCK KINDA SENSE DOES THAT MAKE ,2021-09-23T21:55:06.000Z,USA,"@TheLeadCNN “Thinks”?

Lemme see:

Approval DENIED for people younger than 65, for safety concerns (heart blowing up, as one).

Yet, approved for EMERGENCY USE on those 65 and older, most vulnerable, population.

Lemme ask:

WHAT THE FUCK KINDA SENSE DOES THAT MAKE?",[],[],['TheLeadCNN'],['https://t.co/jiQTqD4Nqa'],
32,en,1441154679107309568,1176994477, TheLeadCNN What wasn t a good call  IMO  was voting against occupational risk as a justification for third shot ,1441155169010388996,False, TheLeadCNN What wasn t a good call  IMO  was voting against occupational risk as a justification for third shot ,2021-09-23T21:39:02.000Z,USA,"@TheLeadCNN What wasn't a good call, IMO, was voting against occupational risk as a justification for third shot.",[],[],['TheLeadCNN'],[],
33,en,1441154284213653504,41900220,  Christene  All 3 Vaccines ,1441157979433160709,False,  Christene  All 3 Vaccines ,2021-09-23T21:50:12.000Z,USA,@_Christene_ All 3 Vaccines?,[],[],['_Christene_'],[],
34,en,1441154064478257154,23485648, jeffreyatucker Literally  weeks later  Not a Trump fan  but if this was his administration flexing its political muscle over the vaunted  scientists   we d never stop hearing about how evil and dangerous it was ,1441157493850132484,False, jeffreyatucker Literally  weeks later  Not a Trump fan  but if this was his administration flexing its political muscle over the vaunted  scientists   we d never stop hearing about how evil and dangerous it was ,2021-09-23T21:48:16.000Z,USA,"@jeffreyatucker Literally, weeks later. 

Not a Trump fan, but if this was his administration flexing its political muscle over the vaunted ""scientists,"" we'd never stop hearing about how evil and dangerous it was.",[],[],['jeffreyatucker'],['https://t.co/NJ1Pr7QTOk'],
35,en,1441154064478257154,23485648, jeffreyatucker Pay wall  Can someone post screenshots ,1441155089029206024,False, jeffreyatucker Pay wall  Can someone post screenshots ,2021-09-23T21:38:43.000Z,USA,@jeffreyatucker Pay wall. Can someone post screenshots?,[],[],['jeffreyatucker'],[],
36,en,1441154064478257154,23485648, jeffreyatucker Not taking the  depopjuice,1441154498425094147,False, jeffreyatucker Not taking the  depopjuice,2021-09-23T21:36:22.000Z,USA,@jeffreyatucker Not taking the #depopjuice,[],['depopjuice'],['jeffreyatucker'],[],
37,en,1441154018378600456,1938551161, calonghurst  CDCgov A slap in the face should be an “underlying condition” at this point because that’s been going on for some 20 months now,1441159924868861952,False, calonghurst  CDCgov A slap in the face should be an “underlying condition” at this point because that’s been going on for some 20 months now,2021-09-23T21:57:56.000Z,USA,@calonghurst @CDCgov A slap in the face should be an “underlying condition” at this point because that’s been going on for some 20 months now,[],[],"['calonghurst', 'CDCgov']",['https://t.co/boVbbCqv3o'],
38,en,1441154018378600456,1938551161, calonghurst  CDCgov Pfizer for now  Yet to review Moderna and J amp J applications  Doc…whilst they didn’t give the “recommend”  all are still free to take it if they want  no ,1441159769012588562,False, calonghurst  CDCgov Pfizer for now  Yet to review Moderna and J amp J applications  Doc…whilst they didn’t give the “recommend”  all are still free to take it if they want  no ,2021-09-23T21:57:19.000Z,USA,"@calonghurst @CDCgov Pfizer for now. Yet to review Moderna and J&amp;J applications. Doc…whilst they didn’t give the “recommend”, all are still free to take it if they want, no?",[],[],"['calonghurst', 'CDCgov']",['https://t.co/wGEJxPgZBu'],
39,en,1441154018378600456,1938551161, arlenechung  calonghurst  CDCgov Very upsetting ,1441158755261972489,False, arlenechung  calonghurst  CDCgov Very upsetting ,2021-09-23T21:53:17.000Z,USA,@arlenechung @calonghurst @CDCgov Very upsetting.,[],[],"['arlenechung', 'calonghurst', 'CDCgov']",[],
40,en,1441154018378600456,1938551161, calonghurst  CDCgov Puzzling,1441157385284767744,False, calonghurst  CDCgov Puzzling,2021-09-23T21:47:50.000Z,USA,@calonghurst @CDCgov Puzzling,[],[],"['calonghurst', 'CDCgov']",[],
41,en,1441154018378600456,1938551161, calonghurst  CDCgov Yeah it does… though fwiw I bet if it said “healthcare workers” instead of “in an occupational or institutional setting” it would’ve passed   Language was too broad and they were concerned about implementation ,1441155410656780289,False, calonghurst  CDCgov Yeah it does… though fwiw I bet if it said “healthcare workers” instead of “in an occupational or institutional setting” it would’ve passed   Language was too broad and they were concerned about implementation ,2021-09-23T21:39:59.000Z,USA,@calonghurst @CDCgov Yeah it does… though fwiw I bet if it said “healthcare workers” instead of “in an occupational or institutional setting” it would’ve passed.  Language was too broad and they were concerned about implementation.,[],[],"['calonghurst', 'CDCgov']",['https://t.co/IMD72LmY9t'],
42,en,1441154018378600456,1938551161, calonghurst  CDCgov Can you address what the protocol is for 65  patients previously vaccinated with Moderna J amp J  Are they eligible for a Pfizer booster  I listened to the ACIP hearing but I could not parse that out ,1441155286312488960,False, calonghurst  CDCgov Can you address what the protocol is for 65  patients previously vaccinated with Moderna J amp J  Are they eligible for a Pfizer booster  I listened to the ACIP hearing but I could not parse that out ,2021-09-23T21:39:30.000Z,USA,@calonghurst @CDCgov Can you address what the protocol is for 65+ patients previously vaccinated with Moderna/J&amp;J? Are they eligible for a Pfizer booster? I listened to the ACIP hearing but I could not parse that out.,[],[],"['calonghurst', 'CDCgov']",['https://t.co/wEqRmw74M4'],
43,en,1441154018378600456,1938551161, calonghurst  CDCgov Surprising for sure,1441155247494238219,False, calonghurst  CDCgov Surprising for sure,2021-09-23T21:39:21.000Z,USA,@calonghurst @CDCgov Surprising for sure,[],[],"['calonghurst', 'CDCgov']",[],
44,en,1441153807644250112,1312129071267155974,swath of the country  including tens of millions of older Americans and those with certain medical conditions 2 2,1441153901059739650,False,swath of the country  including tens of millions of older Americans and those with certain medical conditions 2 2,2021-09-23T21:34:00.000Z,USA,"swath of the country, including tens of millions of older Americans and those with certa
in medical conditions.
2/2",[],[],[],[],
45,en,1441152983551684611,19401084, KAKEnews A First Wave The Emergence  Pandemic Romance  Shelby and Simon are in the heart of the battle Traveling the world to save countless lives Will their journey find the solutions will they find themselves or each other  https   t co djq0YUx7db  afirstwave  COVID19  LISA  asecondwave https   t co 4lUm6GRh0A,1441157591623688193,False, KAKEnews A First Wave The Emergence  Pandemic Romance  Shelby and Simon are in the heart of the battle Traveling the world to save countless lives Will their journey find the solutions will they find themselves or each other  https   t co djq0YUx7db  afirstwave  COVID19  LISA  asecondwave https   t co 4lUm6GRh0A,2021-09-23T21:48:39.000Z,USA,"@KAKEnews A First Wave-The Emergence. Pandemic Romance. Shelby and Simon are in the heart of the battle.Traveling the world to save countless lives.Will their journey find the solutions,will they find themselves or each other? https://t.co/djq0YUx7db #afirstwave #COVID19 #LISA #asecondwave https://t.co/4lUm6GRh0A",[],[],['KAKEnews'],['https://t.co/APkDaI08D7'],
46,en,1441152898071674880,1179489567768010760, ChadHartmanShow  mtosterholm  SullyCNBC  DeRushaJ Why are still jerking osterholm off ,1441153947721293830,False, ChadHartmanShow  mtosterholm  SullyCNBC  DeRushaJ Why are still jerking osterholm off ,2021-09-23T21:34:11.000Z,USA,@ChadHartmanShow @mtosterholm @SullyCNBC @DeRushaJ Why are still jerking osterholm off?,[],[],"['ChadHartmanShow', 'mtosterholm', 'SullyCNBC', 'DeRushaJ']",[],
47,en,1441152001002258432,2185554632, SemperArgentum      in his pocket   of course he does ,1441152439130882055,False, SemperArgentum      in his pocket   of course he does ,2021-09-23T21:28:11.000Z,USA,@SemperArgentum $$$$ in his pocket - of course he does.,[],[],['SemperArgentum'],[],
48,en,1441151695149363203,15694286, wfaa  proff where is it,1441153430609743874,False, wfaa  proff where is it,2021-09-23T21:32:07.000Z,USA,@wfaa 😂 proff where is it,['😂'],[],['wfaa'],[],
49,en,1441151290919112709,15012486, CBSNews  jairbolsonaro in a  NYCMayor New York  like a rat  ate in the street gutter  entered through the back  transmitted disease https   t co kM0k6Pib7p,1441161191720513543,False, CBSNews  jairbolsonaro in a  NYCMayor New York  like a rat  ate in the street gutter  entered through the back  transmitted disease https   t co kM0k6Pib7p,2021-09-23T22:02:58.000Z,USA,"@CBSNews @jairbolsonaro in a @NYCMayor New York, like a rat, ate in the street gutter, entered through the back, transmitted disease.

https://t.co/kM0k6Pib7p",[],[],"['CBSNews', 'jairbolsonaro', 'NYCMayor']",['https://t.co/KwF0OL0FYd'],
50,en,1441151290919112709,15012486, CBSNews https   t co e3VEM5h01zPLEASE ANYONE HELP US FIGHT THIS RACIAL INJUSTICE,1441160566676996096,False, CBSNews https   t co e3VEM5h01zPLEASE ANYONE HELP US FIGHT THIS RACIAL INJUSTICE,2021-09-23T22:00:29.000Z,USA,"@CBSNews https://t.co/e3VEM5h01z
PLEASE ANYONE HELP US FIGHT THIS RACIAL INJUSTICE",[],[],['CBSNews'],['https://t.co/e3VEM5h01z'],
51,en,1441151290919112709,15012486, CBSNews Himalaya Exchange Himalaya Exchange opens the door to wealth for you      https   t co vuIx5JV80E,1441158485698232326,False, CBSNews Himalaya Exchange Himalaya Exchange opens the door to wealth for you      https   t co vuIx5JV80E,2021-09-23T21:52:13.000Z,USA,@CBSNews Himalaya Exchange Himalaya Exchange opens the door to wealth for you .... https://t.co/vuIx5JV80E,[],[],['CBSNews'],[],
52,en,1441151290919112709,15012486, Bryan18977739  CBSNews And shit your pants if you re a selfish little coward  https   t co c4zf3bFZGr,1441158284363239426,False, Bryan18977739  CBSNews And shit your pants if you re a selfish little coward  https   t co c4zf3bFZGr,2021-09-23T21:51:25.000Z,USA,@Bryan18977739 @CBSNews And shit your pants if you're a selfish little coward. https://t.co/c4zf3bFZGr,[],[],"['Bryan18977739', 'CBSNews']",[],
53,en,1441151290919112709,15012486, CBSNews “A majority of the panel rejected a motion to include people at high risk of catching the virus… which would have included health care providers”The FDA voted AGAINST boosters for health care workers   shame,1441156865023303682,False, CBSNews “A majority of the panel rejected a motion to include people at high risk of catching the virus… which would have included health care providers”The FDA voted AGAINST boosters for health care workers   shame,2021-09-23T21:45:46.000Z,USA,"@CBSNews “A majority of the panel rejected a motion to include people at high risk of catching the virus….which would have included health care providers”

The FDA voted AGAINST boosters for health care workers! #shame",[],[],['CBSNews'],['https://t.co/RT450n4bdn'],
54,en,1441151290919112709,15012486, CBSNews This is great news   I just finished booking my appointment for the Covid booster and my annual flu vaccine together  I figured why not kill two birds with one stone ,1441155979848994817,False, CBSNews This is great news   I just finished booking my appointment for the Covid booster and my annual flu vaccine together  I figured why not kill two birds with one stone ,2021-09-23T21:42:15.000Z,USA,@CBSNews This is great news 👏. I just finished booking my appointment for the Covid booster and my annual flu vaccine together. I figured why not kill two birds with one stone.,['👏'],[],['CBSNews'],['https://t.co/TvnyYvdF9n'],
55,en,1441151290919112709,15012486, CBSNews If you re a millionaire by the time you re 30  but blow it all by age 40 you ve gained nothing  Grow and protect your investment portfolio with Mr  Dennismayson7   and you may find yourself funding many generations to come  investing in Crypto  Just click on he username above ,1441154885337026563,False, CBSNews If you re a millionaire by the time you re 30  but blow it all by age 40 you ve gained nothing  Grow and protect your investment portfolio with Mr  Dennismayson7   and you may find yourself funding many generations to come  investing in Crypto  Just click on he username above ,2021-09-23T21:37:54.000Z,USA,"@CBSNews If you're a millionaire by the time you're 30, but blow it all by age 40,you've gained nothing. Grow and protect your investment portfolio with Mr @Dennismayson7 , and you may find yourself funding many generations to come  investing in Crypto. Just click on he username above!",[],[],['CBSNews'],['https://t.co/rHCbCtBfz0'],
56,en,1441151290919112709,15012486, CBSNews Vaxxed or not you re not leaving this world alive ,1441154687047114752,False, CBSNews Vaxxed or not you re not leaving this world alive ,2021-09-23T21:37:07.000Z,USA,@CBSNews Vaxxed or not you're not leaving this world alive!,[],[],['CBSNews'],[],
57,en,1441151290919112709,15012486, CBSNews Joe Biden ordered a drone strike on Aug 29 killing 7 kids plus 3 adults  Biden  amp  MSM claimed they are ISIS K bombers which is a big lie  For this grave crime  no one fired  no one resigned  not even an apology issued  Joe Biden is a real killer  more sinister than Vladimir Putin ,1441153663053950983,False, CBSNews Joe Biden ordered a drone strike on Aug 29 killing 7 kids plus 3 adults  Biden  amp  MSM claimed they are ISIS K bombers which is a big lie  For this grave crime  no one fired  no one resigned  not even an apology issued  Joe Biden is a real killer  more sinister than Vladimir Putin ,2021-09-23T21:33:03.000Z,USA,"@CBSNews Joe Biden ordered a drone strike on Aug 29 killing 7 kids plus 3 adults. Biden &amp; MSM claimed they are ISIS-K bombers which is a big lie. For this grave crime, no one fired, no one resigned, not even an apology issued. Joe Biden is a real killer, more sinister than Vladimir Putin.",[],[],['CBSNews'],['https://t.co/UQLuKoUVld'],
58,en,1441151290919112709,15012486, CBSNews Biggest financial Investment project of the year don’t miss out  This has unbelievable potential  join the group and enjoy the journey  Investor Teri,1441152694253723655,False, CBSNews Biggest financial Investment project of the year don’t miss out  This has unbelievable potential  join the group and enjoy the journey  Investor Teri,2021-09-23T21:29:12.000Z,USA,"@CBSNews Biggest financial Investment project of the year don’t miss out. This has unbelievable potential 💎 join the group and enjoy the journey 🚀
@Investor_Teri","['💎', '🚀']",[],['CBSNews'],['https://t.co/9rc53WTkMa'],
59,en,1441151290919112709,15012486, CBSNews Is gonna be a fine,1441152215897489421,False, CBSNews Is gonna be a fine,2021-09-23T21:27:18.000Z,USA,@CBSNews Is gonna be a fine,[],[],['CBSNews'],[],
