,tweet_lang,poi_name,poi_id,verified,id,tweet_text,tweet_emoticons,hashtags,mentions,tweet_urls,country,text_hi,tweet_date,text_en
10,hi,AmitShah,1447949844,True,1439242688046399495,"महिला सशक्तिकरण की प्रतीक, @narendramodi जी की दूरदर्शी ‘उज्ज्वला योजना (2.0)’ के मध्यप्रदेश चरण का जबलपुर में शुभारंभ किया।

देश की करोड़ों माताओं के जीवन को धुंए के अभिशाप से मुक्त कर उन्हें स्वस्थ जीवन देने वाली इस योजना से अब मध्य प्रदेश की और 17 लाख माताएं लाभान्वित होंगी। https://t.co/sJBWTCYwnz",[],[],['narendramodi'],[],India,महिला सशक्तिकरण की प्रतीक   narendramodi जी की दूरदर्शी ‘उज्ज्वला योजना  2 0 ’ के मध्यप्रदेश चरण का जबलपुर में शुभारंभ किया।देश की करोड़ों माताओं के जीवन को धुंए के अभिशाप से मुक्त कर उन्हें स्वस्थ जीवन देने वाली इस योजना से अब मध्य प्रदेश की और 17 लाख माताएं लाभान्वित होंगी। https   t co sJBWTCYwnz,2021-09-18 15:00:00,
11,hi,AmitShah,1447949844,True,1439223724310339590,"मोदी जी ने 2013-14 में अनुसूचित जनजाति के लिए वार्षिक बजट जो ₹4,200 करोड़ था उसको बढ़ाकर ₹7,900करोड़ किया।

जनजाति के विकास हेतु अलग-अलग डिपार्टमेंट का कुल खर्च ₹21,500 करोड़ था जिसको 4 गुना बढ़ाकर ₹78,900 किया।

इससे पता चलता है कि मोदी जी आपके कल्याण हेतु कितने कटिबद्ध हैं। https://t.co/vbMIKhlLjM",[],[],[],[],India,मोदी जी ने 2013 14 में अनुसूचित जनजाति के लिए वार्षिक बजट जो ₹4 200 करोड़ था उसको बढ़ाकर ₹7 900करोड़ किया।जनजाति के विकास हेतु अलग अलग डिपार्टमेंट का कुल खर्च ₹21 500 करोड़ था जिसको 4 गुना बढ़ाकर ₹78 900 किया।इससे पता चलता है कि मोदी जी आपके कल्याण हेतु कितने कटिबद्ध हैं। https   t co vbMIKhlLjM,2021-09-18 14:00:00,
12,hi,AmitShah,1447949844,True,1439223423838801928,"भाजपा सरकार चाहे केंद्र में हो या राज्यों में, ये वंचितों व विशेषकर जनजातियों के कल्याण के प्रति समर्पित सरकार हैं।

हमने जनजातीय भाईयों को घर, बिजली, शौचालय, गैस देने के साथ-साथ स्वास्थ्य बीमा भी दिया।

आप सब गौरव के साथ समाज में जी सकें ये @narendramodi जी की प्राथमिकता है। https://t.co/qq8oiLtSt4",[],[],['narendramodi'],[],India,भाजपा सरकार चाहे केंद्र में हो या राज्यों में  ये वंचितों व विशेषकर जनजातियों के कल्याण के प्रति समर्पित सरकार हैं।हमने जनजातीय भाईयों को घर  बिजली  शौचालय  गैस देने के साथ साथ स्वास्थ्य बीमा भी दिया।आप सब गौरव के साथ समाज में जी सकें ये  narendramodi जी की प्राथमिकता है। https   t co qq8oiLtSt4,2021-09-18 14:00:00,
13,hi,AmitShah,1447949844,True,1439223097828073474,"सभी गुमनाम व भुला दिए गए वीर सेनानियों की स्मृतियों व योगदान को पुनर्जीवित करने हेतु @narendramodi जी ने आजादी का अमृत महोत्सव शुरू किया है।

ये युवा पीढ़ी में देशभक्ति का ज्वार जगा उन्हें भारत के गौरवपूर्ण इतिहास से जोड़ने व सभी में आत्मनिर्भर भारत का संकल्प जगाने का प्रयास है। https://t.co/46WQ2fP1qi",[],[],['narendramodi'],[],India,सभी गुमनाम व भुला दिए गए वीर सेनानियों की स्मृतियों व योगदान को पुनर्जीवित करने हेतु  narendramodi जी ने आजादी का अमृत महोत्सव शुरू किया है।ये युवा पीढ़ी में देशभक्ति का ज्वार जगा उन्हें भारत के गौरवपूर्ण इतिहास से जोड़ने व सभी में आत्मनिर्भर भारत का संकल्प जगाने का प्रयास है। https   t co 46WQ2fP1qi,2021-09-18 14:00:00,
14,hi,AmitShah,1447949844,True,1439222540363202562,"कांग्रेस ने हमेशा जनजातियों के वोट लिए पर उनके कल्याण के लिए कभी कुछ नहीं किया।

भाजपा ने अपने वादों को जमीन पर उतारा और उनके जीवनस्तर को ऊपर उठाया।

मुख्यमंत्री श्री @ChouhanShivraj जी ने जनजातीय लोगों को उनका अधिकार देने का काम किया है। https://t.co/zjVLzIHky9",[],[],['ChouhanShivraj'],[],India,कांग्रेस ने हमेशा जनजातियों के वोट लिए पर उनके कल्याण के लिए कभी कुछ नहीं किया।भाजपा ने अपने वादों को जमीन पर उतारा और उनके जीवनस्तर को ऊपर उठाया।मुख्यमंत्री श्री  ChouhanShivraj जी ने जनजातीय लोगों को उनका अधिकार देने का काम किया है। https   t co zjVLzIHky9,2021-09-18 14:00:00,
15,hi,AmitShah,1447949844,True,1439222075810455558,"राजा शंकर शाह व कुंवर रघुनाथ शाह के बलिदान से संचित इस पवित्र भूमि पर आना मेरे लिए सौभाग्य की बात है।

मुझे पूरा विश्वास है कि यहाँ जो इन वीरों का स्मारक बनने जा रहा है उससे न सिर्फ गोंडवाना बल्कि पूरे देश को आने वाले कई हजार सालों तक इन शूरवीरों के बलिदान से प्रेरणा मिलती रहेगी। https://t.co/lPR18he0zF",[],[],[],[],India,राजा शंकर शाह व कुंवर रघुनाथ शाह के बलिदान से संचित इस पवित्र भूमि पर आना मेरे लिए सौभाग्य की बात है।मुझे पूरा विश्वास है कि यहाँ जो इन वीरों का स्मारक बनने जा रहा है उससे न सिर्फ गोंडवाना बल्कि पूरे देश को आने वाले कई हजार सालों तक इन शूरवीरों के बलिदान से प्रेरणा मिलती रहेगी। https   t co lPR18he0zF,2021-09-18 14:00:00,
16,hi,AmitShah,1447949844,True,1439200484707876866,जबलपुर संसदीय क्षेत्र के भाजपा बूथ अध्यक्षों के सम्मेलन से लाइव। https://t.co/kj6sg7fY7W,[],[],[],['https://t.co/kj6sg7fY7W'],India,जबलपुर संसदीय क्षेत्र के भाजपा बूथ अध्यक्षों के सम्मेलन से लाइव। https   t co kj6sg7fY7W,2021-09-18 12:00:00,
17,hi,AmitShah,1447949844,True,1439186358539411458,"साथ ही राजा शंकरशाह व कुंवर रघुनाथशाह की स्मृति में ₹5करोड़ की लागत से बनने वाले संग्रहालय का भूमिपूजन किया।

मोदी जी के नेतृत्व में भाजपा सरकारें गुमनाम व भुला दिए गये स्वतंत्रता सेनानियों के बलिदान व उनकी स्मृति को पुनर्जीवित करने हेतु कृतसंकल्पित हैं।#BJPHonouringTribalHeroes https://t.co/6LZM672FO2",[],['BJPHonouringTribalHeroes'],[],[],India,साथ ही राजा शंकरशाह व कुंवर रघुनाथशाह की स्मृति में ₹5करोड़ की लागत से बनने वाले संग्रहालय का भूमिपूजन किया।मोदी जी के नेतृत्व में भाजपा सरकारें गुमनाम व भुला दिए गये स्वतंत्रता सेनानियों के बलिदान व उनकी स्मृति को पुनर्जीवित करने हेतु कृतसंकल्पित हैं। BJPHonouringTribalHeroes https   t co 6LZM672FO2,2021-09-18 11:00:00,
18,hi,AmitShah,1447949844,True,1439184242026500101,.@narendramodi जी के नेतृत्व में मनाये जा रहे आजादी के अमृत महोत्सव पर जबलपुर में देश को पराधीनता की बेड़ियों से मुक्त कराने के लिए अपना सर्वस्व न्योछावर करने वाले जनजातीय नायकों के सम्मान में आयोजित ‘जनजातीय गौरव समारोह’ में भाग लेकर गौरवान्वित हुआ। #BJPHonouringTribalHeroes https://t.co/jmGjMS0gT4,[],['BJPHonouringTribalHeroes'],['narendramodi'],[],India,  narendramodi जी के नेतृत्व में मनाये जा रहे आजादी के अमृत महोत्सव पर जबलपुर में देश को पराधीनता की बेड़ियों से मुक्त कराने के लिए अपना सर्वस्व न्योछावर करने वाले जनजातीय नायकों के सम्मान में आयोजित ‘जनजातीय गौरव समारोह’ में भाग लेकर गौरवान्वित हुआ।  BJPHonouringTribalHeroes https   t co jmGjMS0gT4,2021-09-18 11:00:00,
19,hi,AmitShah,1447949844,True,1439178078681374729,प्रधानमंत्री @narendramodi जी के नेतृत्व में देश की गरीब महिलाओं को धुएं के दंश से मुक्ति देकर स्वस्थ जीवन देने वाली क्रांतिकारी उज्ज्वला योजना (2.0) के मध्य प्रदेश में शुभारम्भ के अवसर पर मेरा संबोधन। https://t.co/RdmZkvtlfD,[],[],['narendramodi'],['https://t.co/RdmZkvtlfD'],India,प्रधानमंत्री  narendramodi जी के नेतृत्व में देश की गरीब महिलाओं को धुएं के दंश से मुक्ति देकर स्वस्थ जीवन देने वाली क्रांतिकारी उज्ज्वला योजना  2 0  के मध्य प्रदेश में शुभारम्भ के अवसर पर मेरा संबोधन। https   t co RdmZkvtlfD,2021-09-18 11:00:00,
20,hi,AmitShah,1447949844,True,1439165515667103746,"मातृभूमि के लिए राजा शंकरशाह व कुंवर रघुनाथ शाह जी का बलिदान हमें सदैव प्रेरणा देता रहेगा।

पहले की सरकारों ने ऐसे कई महान वीरों विशेषकर जनजातीय नायकों की निरंतर उपेक्षा की लेकिन आज @narendramodi जी के नेतृत्व में भाजपा सरकारें उनके सम्मान को पुनर्स्थापित करने के लिए कटिबद्ध हैं। https://t.co/vjZwge1CsC",[],[],['narendramodi'],[],India,मातृभूमि के लिए राजा शंकरशाह व कुंवर रघुनाथ शाह जी का बलिदान हमें सदैव प्रेरणा देता रहेगा।पहले की सरकारों ने ऐसे कई महान वीरों विशेषकर जनजातीय नायकों की निरंतर उपेक्षा की लेकिन आज  narendramodi जी के नेतृत्व में भाजपा सरकारें उनके सम्मान को पुनर्स्थापित करने के लिए कटिबद्ध हैं। https   t co vjZwge1CsC,2021-09-18 10:00:00,
21,hi,AmitShah,1447949844,True,1439165291628359681,"1857 के स्वतंत्रता संग्राम में राजा शंकरशाह व कुंवर रघुनाथशाह ने अपने साहस से जन-जन में स्वाधीनता की अलख जगाई, जिसके लिए अंग्रेजी हुकूमत ने उन्हें तोपों से बांधकर उनकी निर्मम हत्या कर दी।

आज उनके बलिदान दिवस पर जबलपुर में दोनों वीरों की प्रतिमाओं को नमन कर पुष्पांजलि अर्पित की। https://t.co/1sALEmihSg",[],[],[],[],India,1857 के स्वतंत्रता संग्राम में राजा शंकरशाह व कुंवर रघुनाथशाह ने अपने साहस से जन जन में स्वाधीनता की अलख जगाई  जिसके लिए अंग्रेजी हुकूमत ने उन्हें तोपों से बांधकर उनकी निर्मम हत्या कर दी।आज उनके बलिदान दिवस पर जबलपुर में दोनों वीरों की प्रतिमाओं को नमन कर पुष्पांजलि अर्पित की। https   t co 1sALEmihSg,2021-09-18 10:00:00,
22,hi,AmitShah,1447949844,True,1439142121986932740,आजादी के अमृत महोत्सव पर जबलपुर में स्वतंत्रता आंदोलन में अपना अतुलनीय योगदान देने वाले जनजातीय नायकों के सम्मान में आयोजित ‘जनजातीय गौरव समारोह’ को संबोधित कर रहा हूँ। #BJPHonouringTribalHeroes https://t.co/HD21FNpEq1,[],['BJPHonouringTribalHeroes'],[],['https://t.co/HD21FNpEq1'],India,आजादी के अमृत महोत्सव पर जबलपुर में स्वतंत्रता आंदोलन में अपना अतुलनीय योगदान देने वाले जनजातीय नायकों के सम्मान में आयोजित ‘जनजातीय गौरव समारोह’ को संबोधित कर रहा हूँ।  BJPHonouringTribalHeroes https   t co HD21FNpEq1,2021-09-18 08:00:00,
23,hi,AmitShah,1447949844,True,1439092767519502343,"आज जबलपुर में महान बलिदानी राजा शंकरशाह व उनके पुत्र कुंवर रघुनाथशाह को पुष्पांजलि अर्पित कर जनजातीय नायकों के गौरव समारोह में भाग लूंगा।

साथ ही राज्य में उज्ज्वला योजना-2 का शुभारंभ करने के पश्चात जबलपुर के बूथ अध्यक्षों के सम्मेलन को संबोधित करूँगा।#BJPHonouringTribalHeroes https://t.co/DWCRxZWVbJ",[],['BJPHonouringTribalHeroes'],[],['https://t.co/DWCRxZWVbJ'],India,आज जबलपुर में महान बलिदानी राजा शंकरशाह व उनके पुत्र कुंवर रघुनाथशाह को पुष्पांजलि अर्पित कर जनजातीय नायकों के गौरव समारोह में भाग लूंगा।साथ ही राज्य में उज्ज्वला योजना 2 का शुभारंभ करने के पश्चात जबलपुर के बूथ अध्यक्षों के सम्मेलन को संबोधित करूँगा। BJPHonouringTribalHeroes https   t co DWCRxZWVbJ,2021-09-18 05:00:00,
24,en,AmitShah,1447949844,True,1438918649293590528,"Hats Off…2 crores 30 lakh and still counting!

#NewIndia under the leadership of PM @narendramodi Ji is known for creating new benchmarks by breaking its own records.

A perfect gift by the people of India to their beloved leader on his birthday. https://t.co/rrR8uGLLBA",[],['NewIndia'],['narendramodi'],[],India,,2021-09-17 18:00:00,Hats Off…2 crores 30 lakh and still counting  NewIndia under the leadership of PM  narendramodi Ji is known for creating new benchmarks by breaking its own records A perfect gift by the people of India to their beloved leader on his birthday  https   t co rrR8uGLLBA
25,en,AmitShah,1447949844,True,1438898274811875331,"TRS government does not celebrate #TelanganaVimochanDiwas due to the fear of the vote bank. 

BJP has decided that after the formation of our government in the state of Telangana, we will proudly and grandly celebrate this historic day on the 17th of September every year. https://t.co/LSyzFHX26A",[],['TelanganaVimochanDiwas'],[],[],India,,2021-09-17 16:00:00,TRS government does not celebrate  TelanganaVimochanDiwas due to the fear of the vote bank  BJP has decided that after the formation of our government in the state of Telangana  we will proudly and grandly celebrate this historic day on the 17th of September every year  https   t co LSyzFHX26A
26,en,AmitShah,1447949844,True,1438898133367332869,"Reservation should never be given on the basis of religion but the TRS government has given the same to lure its vote bank. 

BJP strongly opposes the reservation on the basis of religion. This is unconstitutional and should be repealed immediately. https://t.co/ctJBIMZdKt",[],[],[],[],India,,2021-09-17 16:00:00,Reservation should never be given on the basis of religion but the TRS government has given the same to lure its vote bank  BJP strongly opposes the reservation on the basis of religion  This is unconstitutional and should be repealed immediately  https   t co ctJBIMZdKt
27,en,AmitShah,1447949844,True,1438898001091579905,".@BJP4Telangana’s #PrajaSangramaYatra has been started for the rights and interests of the people of Telangana.

I am sure by the end of this Yatra, BJP would have laid a strong foundation to form the government in the state of Telangana. https://t.co/8l18m1RhHe",[],['PrajaSangramaYatra'],['BJP4Telangana'],[],India,,2021-09-17 16:00:00,  BJP4Telangana’s  PrajaSangramaYatra has been started for the rights and interests of the people of Telangana I am sure by the end of this Yatra  BJP would have laid a strong foundation to form the government in the state of Telangana  https   t co 8l18m1RhHe
28,en,AmitShah,1447949844,True,1438897488744763402,"Telangana has got independence in 1948 due to the valiant efforts of Sardar Patel, but the state will get Independence in the true sense only when a govt without the crutches of Majlis will be formed here. And this is only possible with a BJP govt under the leadership of PM Modi. https://t.co/ij9AylNukk",[],[],[],[],India,,2021-09-17 16:00:00,Telangana has got independence in 1948 due to the valiant efforts of Sardar Patel  but the state will get Independence in the true sense only when a govt without the crutches of Majlis will be formed here  And this is only possible with a BJP govt under the leadership of PM Modi  https   t co ij9AylNukk
29,en,AmitShah,1447949844,True,1438897198381502468,"Today is the birthday of the world's most popular leader and India’s beloved PM Shri @NarendraModi Ji.

The entire nation is praying to Almighty to give him long &amp; healthy life and strength to take India to newer heights and make it a 'Vishwa-Guru' again. #HappyBdayModiji https://t.co/orWjc5bH6V",[],['HappyBdayModiji'],['narendramodi'],[],India,,2021-09-17 16:00:00,Today is the birthday of the world s most popular leader and India’s beloved PM Shri  NarendraModi Ji The entire nation is praying to Almighty to give him long  amp  healthy life and strength to take India to newer heights and make it a  Vishwa Guru  again   HappyBdayModiji https   t co orWjc5bH6V
30,hi,AmitShah,1447949844,True,1438867666664452098,"दशमेश पिता गुरु गोबिंद सिंह जी की चरणछोह प्राप्त पावन धरती तख्त श्री हज़ूर साहिब नांदेड़ को नमन करते हुए…गुरु हुकम, 'शुभ करमन ते कबहूँ न टरों,और निसचै करि अपनी जीत करों' के अमृत वचन कानों में गूँज रहे हैं', मैं दोनों हुक्मों की पालना करने के लिए पहले से भी ज़्यादा प्रतिबद्ध हुआI https://t.co/wKGdB249iJ",[],[],[],[],India,दशमेश पिता गुरु गोबिंद सिंह जी की चरणछोह प्राप्त पावन धरती तख्त श्री हज़ूर साहिब नांदेड़ को नमन करते हुए…गुरु हुकम   शुभ करमन ते कबहूँ न टरों और निसचै करि अपनी जीत करों  के अमृत वचन कानों में गूँज रहे हैं   मैं दोनों हुक्मों की पालना करने के लिए पहले से भी ज़्यादा प्रतिबद्ध हुआI https   t co wKGdB249iJ,2021-09-17 14:00:00,
31,hi,AmitShah,1447949844,True,1438866072615063554,"17 सितंबर देश के लिए बहुत ही गौरव का दिन हैI

आज ही के दिन लौहपुरुष सरदार पटेल जी ने तेलंगाना, मराठवाडा व हैदराबाद-कर्नाटक क्षेत्र को निर्दयी निजामराज से मुक्त करा कर भारत का हिस्सा बनाया थाI

#TelanganaVimochanDiwas के अवसर पर अखंड भारत के पुरोधा सरदार पटेल जी को कोटि-कोटि नमनI https://t.co/fw8QJlTS9H",[],['TelanganaVimochanDiwas'],[],[],India,17 सितंबर देश के लिए बहुत ही गौरव का दिन हैIआज ही के दिन लौहपुरुष सरदार पटेल जी ने तेलंगाना  मराठवाडा व हैदराबाद कर्नाटक क्षेत्र को निर्दयी निजामराज से मुक्त करा कर भारत का हिस्सा बनाया थाI TelanganaVimochanDiwas के अवसर पर अखंड भारत के पुरोधा सरदार पटेल जी को कोटि कोटि नमनI https   t co fw8QJlTS9H,2021-09-17 14:00:00,
32,hi,AmitShah,1447949844,True,1438864491526062089,"पूरा देश व भाजपा, प्रधानमंत्री श्री @narendramodi जी के जन्मदिवस को #SevaSamarpan के रूप में मना रही है।

इसी क्रम में आज निर्मल (तेलंगाना) में @BJYM के रक्तदान शिविर का शुभारम्भ किया।

राष्ट्रसेवा को समर्पित मोदी जी का जीवन व व्यक्तित्व हमें निरंतर जनसेवा हेतु प्रेरित करता है। https://t.co/MluUwhro3r",[],['SevaSamarpan'],"['narendramodi', 'BJYM']",[],India,पूरा देश व भाजपा  प्रधानमंत्री श्री  narendramodi जी के जन्मदिवस को  SevaSamarpan के रूप में मना रही है।इसी क्रम में आज निर्मल  तेलंगाना  में  BJYM के रक्तदान शिविर का शुभारम्भ किया।राष्ट्रसेवा को समर्पित मोदी जी का जीवन व व्यक्तित्व हमें निरंतर जनसेवा हेतु प्रेरित करता है। https   t co MluUwhro3r,2021-09-17 14:00:00,
33,hi,AmitShah,1447949844,True,1438863308220624898,"आज #TelanganaVimochanDiwas के अवसर पर निर्मल में जनसभा को संबोधित कियाI

जो सरकार तेलंगाना मुक्ति दिवस नहीं मना सकती वो तेलंगाना के सम्मान व गौरव और यहाँ की जनता के अधिकारों की रक्षा भी नहीं कर सकतीI

ये सिर्फ @narendramodi जी के नेतृत्व में भाजपा की सरकार ही कर सकती हैI https://t.co/gjiPtafBAQ",[],['TelanganaVimochanDiwas'],['narendramodi'],[],India,आज  TelanganaVimochanDiwas के अवसर पर निर्मल में जनसभा को संबोधित कियाIजो सरकार तेलंगाना मुक्ति दिवस नहीं मना सकती वो तेलंगाना के सम्मान व गौरव और यहाँ की जनता के अधिकारों की रक्षा भी नहीं कर सकतीIये सिर्फ  narendramodi जी के नेतृत्व में भाजपा की सरकार ही कर सकती हैI https   t co gjiPtafBAQ,2021-09-17 14:00:00,
