,tweet_lang,replied_to_tweet_id,replied_to_user_id,reply_text,id,verified,text_en,tweet_date,country,tweet_text,tweet_emoticons,hashtags,mentions,tweet_urls,text_es
10,en,1440998506785906689,17134268, CBSMornings oh bullshit,1441003214627905536,False, CBSMornings oh bullshit,2021-09-23T11:35:13.000Z,USA,@CBSMornings oh bullshit,[],[],['CBSMornings'],[],
11,en,1440998506785906689,17134268, CBSMornings Pregnant women,1441003186819530755,False, CBSMornings Pregnant women,2021-09-23T11:35:06.000Z,USA,@CBSMornings Pregnant women,[],[],['CBSMornings'],[],
12,en,1440998506785906689,17134268, CBSMornings Oh I was wondering how that eeriment was going ,1440999419638423553,False, CBSMornings Oh I was wondering how that eeriment was going ,2021-09-23T11:20:08.000Z,USA,@CBSMornings Oh I was wondering how that experiment was going.,['xp'],[],['CBSMornings'],[],
13,en,1440998506785906689,17134268, CBSMornings When China and Russia were taking interest in establishing ties with the new Afghan rulers  then Pakistan should also maintain its contacts with the Taliban  he said  adding Pakistan has historic ties with the Afghan people Maulana Fazlur Rehman https   t co f9XEZsIJ3W,1440999110644011009,False, CBSMornings When China and Russia were taking interest in establishing ties with the new Afghan rulers  then Pakistan should also maintain its contacts with the Taliban  he said  adding Pakistan has historic ties with the Afghan people Maulana Fazlur Rehman https   t co f9XEZsIJ3W,2021-09-23T11:18:55.000Z,USA,"@CBSMornings When China and Russia were taking interest in establishing ties with the new Afghan rulers, then Pakistan should also maintain its contacts with the Taliban, he said, adding Pakistan has historic ties with the Afghan people.
Maulana Fazlur Rehman https://t.co/f9XEZsIJ3W",[],[],['CBSMornings'],['https://t.co/NdXlAw43e9'],
14,en,1440998506785906689,17134268, CBSMornings Great New and Good Morning have a bless day,1440998964040503298,False, CBSMornings Great New and Good Morning have a bless day,2021-09-23T11:18:20.000Z,USA,@CBSMornings Great New and Good Morning have a bless day,[],[],['CBSMornings'],[],
15,en,1440998506785906689,17134268, CBSMornings When China and Russia were taking interest in establishing ties with the new Afghan rulers  then Pakistan should also maintain its contacts with the Taliban  he said  adding Pakistan has historic ties with the Afghan people Maulana Fazlur Rehman https   t co i3enufGdMN,1440998844444065793,False, CBSMornings When China and Russia were taking interest in establishing ties with the new Afghan rulers  then Pakistan should also maintain its contacts with the Taliban  he said  adding Pakistan has historic ties with the Afghan people Maulana Fazlur Rehman https   t co i3enufGdMN,2021-09-23T11:17:51.000Z,USA,"@CBSMornings When China and Russia were taking interest in establishing ties with the new Afghan rulers, then Pakistan should also maintain its contacts with the Taliban, he said, adding Pakistan has historic ties with the Afghan people.
Maulana Fazlur Rehman https://t.co/i3enufGdMN",[],[],['CBSMornings'],['https://t.co/ONVJmvJQwQ'],
16,en,1440997441520771077,18903953, EdwinRankin  theluckybahati Let s wait until the boosters get rolled out  If you were lucky to remain unscathed after two shots  let s see what the buildup of three or more would do to your body ,1441006290331967490,False, EdwinRankin  theluckybahati Let s wait until the boosters get rolled out  If you were lucky to remain unscathed after two shots  let s see what the buildup of three or more would do to your body ,2021-09-23T11:47:26.000Z,USA,"@EdwinRankin @theluckybahati Let's wait until the boosters get rolled out. If you were lucky to remain unscathed after two shots, let's see what the buildup of three or more would do to your body.",[],[],"['EdwinRankin', 'theluckybahati']",['https://t.co/iPmhBiuaw0'],
17,en,1440997441520771077,18903953, EdwinRankin The great eeriment with two legged lab rats guilted into servitude ,1441003066187210756,False, EdwinRankin The great eeriment with two legged lab rats guilted into servitude ,2021-09-23T11:34:38.000Z,USA,@EdwinRankin The great experiment with two legged lab rats guilted into servitude.,['xp'],[],['EdwinRankin'],[],
18,en,1440997006474760192,432557320, TimesofIsrael We may say he is a dreamer  but he is not the only one   ,1441003814107156483,False, TimesofIsrael We may say he is a dreamer  but he is not the only one   ,2021-09-23T11:37:36.000Z,USA,"@TimesofIsrael We may say he is a dreamer, but he is not the only one...",[],[],['TimesofIsrael'],[],
19,en,1440997006474760192,432557320, TimesofIsrael The pandemic won’t be over because of the selfish idiots who refuse to be vaccinated,1441000752478973957,False, TimesofIsrael The pandemic won’t be over because of the selfish idiots who refuse to be vaccinated,2021-09-23T11:25:26.000Z,USA,@TimesofIsrael The pandemic won’t be over because of the selfish idiots who refuse to be vaccinated,[],[],['TimesofIsrael'],[],
20,en,1440997006474760192,432557320, deikalien  TimesofIsrael Silence  covidiot ,1440998855907151872,False, deikalien  TimesofIsrael Silence  covidiot ,2021-09-23T11:17:54.000Z,USA,"@deikalien @TimesofIsrael Silence, covidiot.",[],[],"['deikalien', 'TimesofIsrael']",[],
21,en,1440997006474760192,432557320, TimesofIsrael Wake up before it’s too late  Learn the truth about the vaccines  It’s all on my Twitter page  ️,1440997134795427841,False, TimesofIsrael Wake up before it’s too late  Learn the truth about the vaccines  It’s all on my Twitter page  ️,2021-09-23T11:11:04.000Z,USA,@TimesofIsrael Wake up before it’s too late. Learn the truth about the vaccines. It’s all on my Twitter page. ⚡️,['⚡'],[],['TimesofIsrael'],[],
22,en,1440996752987869193,2650464768, TOIAlerts  TimesofIsrael Not in  America  We need the virus for midterm election 2022  ,1440998627380453378,False, TOIAlerts  TimesofIsrael Not in  America  We need the virus for midterm election 2022  ,2021-09-23T11:16:59.000Z,USA,@TOIAlerts @TimesofIsrael Not in #America! We need the virus for midterm election 2022!!,[],['America'],"['TOIAlerts', 'TimesofIsrael']",[],
23,en,1440996157900079108,249022032, dawn com Only on one condition that people must be vaccinated with Moderna ,1440997110317387781,False, dawn com Only on one condition that people must be vaccinated with Moderna ,2021-09-23T11:10:58.000Z,USA,@dawn_com Only on one condition that people must be vaccinated with Moderna 🤔,['🤔'],[],['dawn_com'],[],
24,en,1440995378669637632,2352606270, Encouragechat  Roj Ame  zdaniel  JeanEdwardsABC  justin denholm Let’s do this ,1440996199301992450,True, Encouragechat  Roj Ame  zdaniel  JeanEdwardsABC  justin denholm Let’s do this ,2021-09-23T11:07:20.000Z,USA,@Encouragechat @Roj_Ame @zdaniel @JeanEdwardsABC @justin_denholm Let’s do this!,[],[],"['Encouragechat', 'Roj_Ame', 'zdaniel', 'JeanEdwardsABC', 'justin_denholm']",[],
25,en,1440995378669637632,2352606270, Roj Ame  RyanSheales  zdaniel  JeanEdwardsABC ping  justin denholm perhaps the phone call could come with a good biriyani ,1440995892375351299,False, Roj Ame  RyanSheales  zdaniel  JeanEdwardsABC ping  justin denholm perhaps the phone call could come with a good biriyani ,2021-09-23T11:06:07.000Z,USA,@Roj_Ame @RyanSheales @zdaniel @JeanEdwardsABC ping @justin_denholm perhaps the phone call could come with a good biriyani?,[],[],"['Roj_Ame', 'RyanSheales', 'zdaniel', 'JeanEdwardsABC', 'justin_denholm']",[],
26,en,1440995378669637632,2352606270, Roj Ame  RyanSheales  zdaniel  JeanEdwardsABC  what about  1000aunties  backtothegoodthings campaign ,1440995380737413124,False, Roj Ame  RyanSheales  zdaniel  JeanEdwardsABC  what about  1000aunties  backtothegoodthings campaign ,2021-09-23T11:04:05.000Z,USA,@Roj_Ame @RyanSheales @zdaniel @JeanEdwardsABC  what about #1000aunties #backtothegoodthings campaign?,[],"['1000aunties', 'backtothegoodthings']","['Roj_Ame', 'RyanSheales', 'zdaniel', 'JeanEdwardsABC']",[],
27,en,1440995342720323586,23789628, mikejohansenmd  hswapnil There’s this preprint comparing 2 with alpha and deltahttps   t co fzRzshtxrJ,1441005544127569926,False, mikejohansenmd  hswapnil There’s this preprint comparing 2 with alpha and deltahttps   t co fzRzshtxrJ,2021-09-23T11:44:28.000Z,USA,"@mikejohansenmd @hswapnil There’s this preprint comparing 2 with alpha and delta

https://t.co/fzRzshtxrJ",[],[],"['mikejohansenmd', 'hswapnil']",['https://t.co/fzRzshtxrJ'],
28,en,1440995342720323586,23789628, hswapnil Looks pre delta ,1440997875127918592,False, hswapnil Looks pre delta ,2021-09-23T11:14:00.000Z,USA,@hswapnil Looks pre-delta.,[],[],['hswapnil'],[],
29,en,1440995342720323586,23789628, amp  Is that waning immunity  Really hard to say   amp  this is infections not severe disease of course  Small numbers https   t co yJcTilIHmV https   t co bhGzQfmApt,1440995346159702016,False, amp  Is that waning immunity  Really hard to say   amp  this is infections not severe disease of course  Small numbers https   t co yJcTilIHmV https   t co bhGzQfmApt,2021-09-23T11:03:57.000Z,USA,"&amp; Is that waning immunity? Really hard to say 
(&amp; this is infections not severe disease of course) 
Small numbers 

https://t.co/yJcTilIHmV https://t.co/bhGzQfmApt",[],[],[],['https://t.co/wpP3p3XcG5'],
30,en,1440994769241395201,1255587054328655874, Smackenziekerr So NOW   they are concerned about DATA    ,1440995017628209152,False, Smackenziekerr So NOW   they are concerned about DATA    ,2021-09-23T11:02:39.000Z,USA,"@Smackenziekerr So NOW!, they are concerned about DATA?!!!",[],[],['Smackenziekerr'],[],
31,en,1440994192046493698,14175873, aparanjape From here       another one ,1440999517810159625,False, aparanjape From here       another one ,2021-09-23T11:20:32.000Z,USA,@aparanjape From here ..... another one 🙊,['🙊'],[],['aparanjape'],[],
32,en,1440993954137133064,310872365, WorldOfMarkyD Wasn’t my terminology  a specialist friend of mine mentioned it ,1441005525743800333,False, WorldOfMarkyD Wasn’t my terminology  a specialist friend of mine mentioned it ,2021-09-23T11:44:24.000Z,USA,"@WorldOfMarkyD Wasn’t my terminology, a specialist friend of mine mentioned it.",[],[],['WorldOfMarkyD'],[],
33,en,1440993954137133064,310872365, WorldOfMarkyD Andrew Barr very patiently elains this fact to the journalists pretty much every presser,1440994690161987584,False, WorldOfMarkyD Andrew Barr very patiently elains this fact to the journalists pretty much every presser,2021-09-23T11:01:21.000Z,USA,@WorldOfMarkyD Andrew Barr very patiently explains this fact to the journalists pretty much every presser,['xp'],[],['WorldOfMarkyD'],[],
34,en,1440993686301683712,1435903086057463813,non Jews  capitalists and industrialists  Half the US billionaires are Jews ,1440994003374202881,False,non Jews  capitalists and industrialists  Half the US billionaires are Jews ,2021-09-23T10:58:37.000Z,USA,"non-Jews) capitalists and industrialists. Half the US billionaires are Jews,",[],[],[],[],
35,en,1440992859201617926,160317219, ayooluwabamide I know right It work faster than drug  because it goes straight to the system  while the drug takes time to dissolve But I just hate  needles  ,1441000957526085633,False, ayooluwabamide I know right It work faster than drug  because it goes straight to the system  while the drug takes time to dissolve But I just hate  needles  ,2021-09-23T11:26:15.000Z,USA,"@ayooluwabamide I know right.
It work faster than drug 💉 because it goes straight to the system, while the drug takes time to dissolve 

But I just hate 😡 needles 💉.","['😡', '💉']",[],['ayooluwabamide'],['https://t.co/5YFAYiJmoH'],
36,en,1440992859201617926,160317219, CalebBaale I prefer it though  maybe because I m a biochemist and hoe fast it works better than drug,1440993190589476865,False, CalebBaale I prefer it though  maybe because I m a biochemist and hoe fast it works better than drug,2021-09-23T10:55:23.000Z,USA,"@CalebBaale I prefer it though, maybe because I'm a biochemist and hoe fast it works better than drug",[],[],['CalebBaale'],[],
37,en,1440991833996218377,34280715, SimpleReason1  FOXNashville This is the suggested policy of National institute of Health https   t co nrsJ57LeM9,1441006645841219584,False, SimpleReason1  FOXNashville This is the suggested policy of National institute of Health https   t co nrsJ57LeM9,2021-09-23T11:48:51.000Z,USA,"@SimpleReason1 @FOXNashville This is the suggested policy of National institute of Health.

https://t.co/nrsJ57LeM9",[],[],"['SimpleReason1', 'FOXNashville']",['https://t.co/nrsJ57LeM9'],
38,en,1440991833996218377,34280715, AmThruster  FOXNashville It only becomes a question when someone decides we need government to interfere in it  Once that happens  the  priority  becomes treating people who don t even want treatment ,1441004173689036800,False, AmThruster  FOXNashville It only becomes a question when someone decides we need government to interfere in it  Once that happens  the  priority  becomes treating people who don t even want treatment ,2021-09-23T11:39:02.000Z,USA,"@AmThruster @FOXNashville It only becomes a question when someone decides we need government to interfere in it. Once that happens, the ""priority"" becomes treating people who don't even want treatment.",[],[],"['AmThruster', 'FOXNashville']",['https://t.co/0lBYu6HdhP'],
39,en,1440991833996218377,34280715, FOXNashville The sickest should get treatment   Not sure how that s a question ,1441001858760380418,False, FOXNashville The sickest should get treatment   Not sure how that s a question ,2021-09-23T11:29:50.000Z,USA,@FOXNashville The sickest should get treatment.  Not sure how that's a question.,[],[],['FOXNashville'],[],
40,en,1440991833996218377,34280715, FOXNashville The State just needs to get out of the way and let the hospitals  doctors  and patients decide what needs to happen  That s what they should have done from the start ,1440998925792591874,False, FOXNashville The State just needs to get out of the way and let the hospitals  doctors  and patients decide what needs to happen  That s what they should have done from the start ,2021-09-23T11:18:11.000Z,USA,"@FOXNashville The State just needs to get out of the way and let the hospitals, doctors, and patients decide what needs to happen. That's what they should have done from the start.",[],[],['FOXNashville'],['https://t.co/bBercnHWsQ'],
41,en,1440990513684000772,826382447885574144, brexit sham Except that we get a significantly naster variant approx  every 6 months and none of the vaccines so far actually stop transmission ,1440991191802261509,False, brexit sham Except that we get a significantly naster variant approx  every 6 months and none of the vaccines so far actually stop transmission ,2021-09-23T10:47:27.000Z,USA,@brexit_sham Except that we get a significantly naster variant approx. every 6 months and none of the vaccines so far actually stop transmission?,[],[],['brexit_sham'],['https://t.co/6mRmD1punY'],
42,en,1440988580537585665,115624161, YahooSG Oneirical statement ,1440988882590322693,False, YahooSG Oneirical statement ,2021-09-23T10:38:16.000Z,USA,@YahooSG Oneirical statement!,[],[],['YahooSG'],[],
43,en,1440988365692809218,1440054154815164423, ClorTheresa Exactly   Moderna has shown to be the most effective and overall safest ,1440995195974193152,False, ClorTheresa Exactly   Moderna has shown to be the most effective and overall safest ,2021-09-23T11:03:21.000Z,USA,@ClorTheresa Exactly!! Moderna has shown to be the most effective and overall safest.,[],[],['ClorTheresa'],[],
44,en,1440988365692809218,1440054154815164423, MMichaelNY And ironically  Moderna is proven to be the most effective ,1440992182203265029,False, MMichaelNY And ironically  Moderna is proven to be the most effective ,2021-09-23T10:51:23.000Z,USA,"@MMichaelNY And ironically, Moderna is proven to be the most effective.",[],[],['MMichaelNY'],[],
45,en,1440988365692809218,1440054154815164423, MMichaelNY Very very deep ,1440988801833254915,False, MMichaelNY Very very deep ,2021-09-23T10:37:57.000Z,USA,@MMichaelNY Very very deep.,[],[],['MMichaelNY'],[],
46,en,1440987962628468740,125297127, harichaart Thank you ,1441004644809932809,False, harichaart Thank you ,2021-09-23T11:40:54.000Z,USA,@harichaart Thank you 🥰💕,"['🥰', '💕']",[],['harichaart'],[],
47,en,1440987962628468740,125297127, EvyParkArt Happy belated birthday Evy  ,1441001702753251332,False, EvyParkArt Happy belated birthday Evy  ,2021-09-23T11:29:13.000Z,USA,@EvyParkArt Happy belated birthday Evy! 😁💕💕,"['💕', '😁']",[],['EvyParkArt'],[],
48,en,1440987404303732738,33517296, Cyber Spatula  wsyx6 You mad ,1440998848722264064,False, Cyber Spatula  wsyx6 You mad ,2021-09-23T11:17:52.000Z,USA,@Cyber_Spatula @wsyx6 You mad?,[],[],"['Cyber_Spatula', 'wsyx6']",[],
49,en,1440987404303732738,33517296, wsyx6 who fucking cares this isn t news  report some shit on the border or Hunter Biden s hidden foreign money payments coming from his art sales  fucking stupid liberal news media ,1440997196724330502,False, wsyx6 who fucking cares this isn t news  report some shit on the border or Hunter Biden s hidden foreign money payments coming from his art sales  fucking stupid liberal news media ,2021-09-23T11:11:18.000Z,USA,@wsyx6 who fucking cares this isn't news. report some shit on the border or Hunter Biden's hidden foreign money payments coming from his art sales! fucking stupid liberal news media.,[],[],['wsyx6'],['https://t.co/j8nwApH5V1'],
50,en,1440987404303732738,33517296, wsyx6 It s absurd that people have to do things like this just to make a living  And to be arrested for this b llsh t,1440996447638495234,False, wsyx6 It s absurd that people have to do things like this just to make a living  And to be arrested for this b llsh t,2021-09-23T11:08:20.000Z,USA,@wsyx6 It's absurd that people have to do things like this just to make a living! And to be arrested for this b$llsh$t,[],[],['wsyx6'],[],
51,en,1440987404303732738,33517296, wsyx6 Land of the free lol,1440992537481826305,False, wsyx6 Land of the free lol,2021-09-23T10:52:47.000Z,USA,@wsyx6 Land of the free lol,[],[],['wsyx6'],[],
52,en,1440986883409027077,892125759963312128, TLDRNewsUK  KFC UKI Being very boring I believe new Zealand are using the Pfizer vaccine primarily  But that is me being a bit picky for a good joke,1440988193952878594,False, TLDRNewsUK  KFC UKI Being very boring I believe new Zealand are using the Pfizer vaccine primarily  But that is me being a bit picky for a good joke,2021-09-23T10:35:32.000Z,USA,"@TLDRNewsUK @KFC_UKI Being very boring I believe new Zealand are using the Pfizer vaccine primarily. 
But that is me being a bit picky for a good joke",[],[],"['TLDRNewsUK', 'KFC_UKI']",['https://t.co/zMMDnhEzbC'],
53,en,1440986271900262406,3271333789,Anti vaxxers will prevent this from happening  There will still be those that don t want to get a vaccine for one reason or another ,1440986275318669315,False,Anti vaxxers will prevent this from happening  There will still be those that don t want to get a vaccine for one reason or another ,2021-09-23T10:27:54.000Z,USA,Anti-vaxxers will prevent this from happening. There will still be those that don't want to get a vaccine for one reason or another.,[],[],[],[],
54,en,1440985720772968452,17700413, joecummings I received to the Thai cocktail  Sino AZ  Happy with that ,1440997099525447686,False, joecummings I received to the Thai cocktail  Sino AZ  Happy with that ,2021-09-23T11:10:55.000Z,USA,@joecummings I received to the Thai cocktail. Sino/AZ. Happy with that.,[],[],['joecummings'],[],
55,en,1440985598626607106,1276211318513696768, touchbbca I got my Moderna booster last week ,1440987081895972867,False, touchbbca I got my Moderna booster last week ,2021-09-23T10:31:07.000Z,USA,@touchbbca I got my Moderna booster last week!,[],[],['touchbbca'],[],
56,en,1440983046619029505,1652541, Reuters   You can either get vaccinated and have a good winter  This informação is wrong Sars Cov 2 has evolve to adapt and reproduce in warm to hot Climates  Spring  Fall and Summer   Covid19 mostly naps during Winter Forget Covid19 shots for Winter Moderna Covid19 is not a flu ,1441007218237788165,False, Reuters   You can either get vaccinated and have a good winter  This informação is wrong Sars Cov 2 has evolve to adapt and reproduce in warm to hot Climates  Spring  Fall and Summer   Covid19 mostly naps during Winter Forget Covid19 shots for Winter Moderna Covid19 is not a flu ,2021-09-23T11:51:08.000Z,USA,"@Reuters "" You can either get vaccinated and have a good winter"".
This informação is wrong:
Sars-Cov-2 has evolve to adapt and reproduce in warm to hot Climates( Spring, Fall and Summer). 

Covid19 mostly naps during Winter.
Forget Covid19 shots for Winter Moderna.
Covid19 is not a flu!",[],[],['Reuters'],['https://t.co/HoKJKaXzAP'],
57,en,1440983046619029505,1652541, Bicseko  Reuters I wonder why people get confused,1441001318722777091,False, Bicseko  Reuters I wonder why people get confused,2021-09-23T11:27:41.000Z,USA,@Bicseko @Reuters I wonder why people get confused,[],[],"['Bicseko', 'Reuters']",[],
58,en,1440983046619029505,1652541, BrianG416  Reuters I just close my eyes ,1441000135069143041,False, BrianG416  Reuters I just close my eyes ,2021-09-23T11:22:59.000Z,USA,@BrianG416 @Reuters I just close my eyes.,[],[],"['BrianG416', 'Reuters']",[],
59,en,1440983046619029505,1652541, Reuters   You can either get vaccinated and have a good winter  This informação is wrong Sars Cov 2 has evolve to adapt and produce in warm to hot Climates  Spring  Fall and Summer   Covid19 mostly naps during Winter Forget Covid19 shots for Winter Moderna Covid19 is not a flu ,1440998884361318403,False, Reuters   You can either get vaccinated and have a good winter  This informação is wrong Sars Cov 2 has evolve to adapt and produce in warm to hot Climates  Spring  Fall and Summer   Covid19 mostly naps during Winter Forget Covid19 shots for Winter Moderna Covid19 is not a flu ,2021-09-23T11:18:01.000Z,USA,"@Reuters "" You can either get vaccinated and have a good winter"".
This informação is wrong:
Sars-Cov-2 has evolve to adapt and produce in warm to hot Climates( Spring, Fall and Summer). 

Covid19 mostly naps during Winter.
Forget Covid19 shots for Winter Moderna.
Covid19 is not a flu!",[],[],['Reuters'],['https://t.co/zKo8jdGf5z'],
60,en,1440983046619029505,1652541, jake1moa  Reuters They get covid and survive or die or recover with long covid ,1440998701388996614,False, jake1moa  Reuters They get covid and survive or die or recover with long covid ,2021-09-23T11:17:17.000Z,USA,@jake1moa @Reuters They get covid and survive or die or recover with long covid.,[],[],"['jake1moa', 'Reuters']",[],
61,en,1440983046619029505,1652541, CarlBuc81135383  Reuters Thank you for getting the vaccine  Hopefully you found a clinic that let you lie down to get it as we have here in Canada  Stay safe ,1440998126865641476,False, CarlBuc81135383  Reuters Thank you for getting the vaccine  Hopefully you found a clinic that let you lie down to get it as we have here in Canada  Stay safe ,2021-09-23T11:15:00.000Z,USA,@CarlBuc81135383 @Reuters Thank you for getting the vaccine. Hopefully you found a clinic that let you lie down to get it as we have here in Canada. Stay safe.,[],[],"['CarlBuc81135383', 'Reuters']",['https://t.co/pghcVcw2zu'],
62,en,1440983046619029505,1652541, Reuters Unless the covidiots want to extend it   ,1440994836304252929,False, Reuters Unless the covidiots want to extend it   ,2021-09-23T11:01:56.000Z,USA,@Reuters Unless the covidiots want to extend it...,[],[],['Reuters'],[],
63,en,1440983046619029505,1652541, Reuters It’d been over already had we left the country open and let it run its course  What do they know  Using an eerimental vaccine that’s killing people  ,1440992952638132224,False, Reuters It’d been over already had we left the country open and let it run its course  What do they know  Using an eerimental vaccine that’s killing people  ,2021-09-23T10:54:26.000Z,USA,@Reuters It’d been over already had we left the country open and let it run its course! What do they know? Using an experimental vaccine that’s killing people! 🙄👎🏻,"['👎🏻', '🙄', 'xp']",[],['Reuters'],['https://t.co/MUE4c9zEvD'],
64,en,1440983046619029505,1652541, Reuters At the rate it s going now       https   t co FTOF6lXLhE,1440991279664361475,False, Reuters At the rate it s going now       https   t co FTOF6lXLhE,2021-09-23T10:47:48.000Z,USA,@Reuters At the rate it's going now...... https://t.co/FTOF6lXLhE,[],[],['Reuters'],[],
65,en,1440983046619029505,1652541, Reuters You can lead a horse to water but you can t make it drink  Millions of Americans refuse to be vaccinated for Anything  Freedom of Choice Live free or die The sight of a needle  makes me feel like passing out  COVID 19  FLU shots and shingles shot  I ve received  Still Alive ,1440991221527236616,False, Reuters You can lead a horse to water but you can t make it drink  Millions of Americans refuse to be vaccinated for Anything  Freedom of Choice Live free or die The sight of a needle  makes me feel like passing out  COVID 19  FLU shots and shingles shot  I ve received  Still Alive ,2021-09-23T10:47:34.000Z,USA,"@Reuters You can lead a horse to water but you can't make it drink! Millions of Americans refuse to be vaccinated for Anything! Freedom of Choice.
Live free or die.
The sight of a needle 💉 makes me feel like passing out. COVID-19, FLU shots and shingles shot, I've received. Still Alive.",['💉'],[],['Reuters'],['https://t.co/Ke468Tqdwu'],
66,en,1440983046619029505,1652541, Reuters Just a few weeks to flatten the curve  Yeah right  Want to buy a bridge ,1440991092376326144,False, Reuters Just a few weeks to flatten the curve  Yeah right  Want to buy a bridge ,2021-09-23T10:47:03.000Z,USA,@Reuters Just a few weeks to flatten the curve. Yeah right. Want to buy a bridge?,[],[],['Reuters'],[],
67,en,1440983046619029505,1652541, Reuters Learn the best way to make good profits from your  Bitcoin  atleast  5k weekly My dm is open https   t co mGQNkYUQ0G,1440990118815358981,False, Reuters Learn the best way to make good profits from your  Bitcoin  atleast  5k weekly My dm is open https   t co mGQNkYUQ0G,2021-09-23T10:43:11.000Z,USA,"@Reuters Learn the best way to make good profits from your #Bitcoin (atleast $5k weekly)
My dm is open https://t.co/mGQNkYUQ0G",[],['Bitcoin'],['Reuters'],[],
68,en,1440983046619029505,1652541, jake1moa  Reuters 75  of the country already has one shot  Once the kids are allowed that will shoot up to over 85   That is better than any other vaccine effort in this country ,1440989216905760770,False, jake1moa  Reuters 75  of the country already has one shot  Once the kids are allowed that will shoot up to over 85   That is better than any other vaccine effort in this country ,2021-09-23T10:39:36.000Z,USA,@jake1moa @Reuters 75% of the country already has one shot. Once the kids are allowed that will shoot up to over 85%. That is better than any other vaccine effort in this country.,[],[],"['jake1moa', 'Reuters']",['https://t.co/Z2JSQHl41D'],
